"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"AGRIFOS FERTILIZER","","","","$24,600","$0","$24,600","2012","20120313","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fra.dot.gov/eLib/details/L04190#p1_z5_gD_lEA","",""
"Alabama & Tennessee River Railway LLC","","","","$35,000","$0","$35,000","2015","20151018","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://railroads.dot.gov/elibrary/fiscal-year-2016-enforcement-report","",""
"Alaska Railroad Corporation","Alaska Railroad Corporation","Alaska Railroad Corporation","","$27,000","$0","$27,000","2005","20050601","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Alaska","government-owned","","","railroads","railroads & rail services","Taken from the Federal Railroad Administration's FY2005 safety penalty report obtained through a Freedom of Information Act request. A copy is available upon request. ","",""
"Altex Energy Ltd.","","","","$25,000","$0","$25,000","2013","20130306","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fra.dot.gov/eLib/details/L04899#p1_z5_gD_lEA","",""
"ARCHER DANIELS MIDLAND CO.","Archer Daniels Midland","Archer Daniels Midland","","$22,000","$0","$22,000","2007","20071107","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","ADM","US0394831020","agribusiness","agribusiness","Taken from the Federal Railroad Administration's FY2008 safety penalty report obtained through a Freedom of Information Act request. A copy is available upon request. ","",""
"Arco Products","","","","$50,000","$0","$50,000","2003","20030108","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","","","","","","","","Taken from the Federal Railroad Administration's FY2003 safety penalty report obtained through a Freedom of Information Act request. A copy is available upon request. ","",""
"Arizona Eastern Railway","Brookfield Asset Management","Iowa Pacific Holdings","Later in 2011 Arizona Eastern was sold to Genesee & Wyoming Inc., which in 2019 was acquired by Brookfield Infrastructure Partners, which is controlled by Brookfield Asset Management","$21,625","$0","$21,625","2011","20110520","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","Canada","","publicly traded","BAM","CA1125851040","diversified","diversified","https://www.fra.dot.gov/eLib/details/L01494#p1_z5_gD_lEA","",""
"Ashland Inc.","Ashland Global Holdings","Ashland Global Holdings","","$30,000","$0","$30,000","2005","20050131","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Delaware","publicly traded","ASH","US0441861046","chemicals","chemicals","Taken from the Federal Railroad Administration's FY2005 safety penalty report obtained through a Freedom of Information Act request. A copy is available upon request. ","",""
"AUX SABLE LIQUID PRODUCTS, INC.","Aux Sable Companies","Aux Sable Companies","","$98,750","$0","$98,750","2011","20110923","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","Canada","","privately held","","","oil and gas","oil & gas","https://www.fra.dot.gov/eLib/details/L01494#p1_z5_gD_lEA","",""
"Axeon Specialty Products","Lindsay Goldberg","Lindsay Goldberg","","$22,000","$0","$22,000","2016","20160315","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","New York","privately held","","","private equity (including portfolio companies)","private equity (including portfolio companies)","https://web.archive.org/web/20170206172259/https://www.fra.dot.gov/Elib/Document/16831","","Year is fiscal year."
"Bakken Oil Express LLC.","","","","$48,000","$0","$48,000","2014","20140529","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fra.dot.gov/eLib/details/L16190#p1_z5_gD_lEA","",""
"Bakken Oil Express LLC.","","","","$21,600","$0","$21,600","2014","20140425","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fra.dot.gov/eLib/details/L16190#p1_z5_gD_lEA","",""
"Basin Transload","Global Partners LP","Global Partners LP","","$30,000","$0","$30,000","2013","20130603","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Massachusetts","publicly traded","GLP","US37946R1095","wholesalers","wholesalers-petroleum","https://www.fra.dot.gov/eLib/details/L04899#p1_z5_gD_lEA","",""
"Basin Transload","Global Partners LP","Basin Transload","Global Partners acquired Basin Transload in 2013.","$25,000","$0","$25,000","2012","20120824","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Massachusetts","publicly traded","GLP","US37946R1095","wholesalers","wholesalers-petroleum","https://www.fra.dot.gov/eLib/details/L04190#p1_z5_gD_lEA","",""
"Bayer MaterialScience LLC","Covestro","Bayer","Bayer MaterialScience spun off as Covestro in 2015","$22,500","$0","$22,500","2003","20030207","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","Germany","","publicly traded","","DE0006062144","chemicals","specialty materials","Taken from the Federal Railroad Administration's FY2003 safety penalty report obtained through a Freedom of Information Act request. A copy is available upon request. ","",""
"Belt Railway Company of Chicago","","","","$26,250","$0","$26,250","2014","20140226","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fra.dot.gov/eLib/details/L16190#p1_z5_gD_lEA","",""
"Berthold Oil Terminal","","","","$50,000","$0","$50,000","2015","20150814","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fra.dot.gov/eLib/details/L17311#p1_z5_gD_lEA","",""
"Blackson Arrow","","","","$27,900","$0","$27,900","2002","20020918","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","","","","","","","","Taken from the Federal Railroad Administration's FY2002 safety penalty report obtained through a Freedom of Information Act request. A copy is available upon request. ","",""
"Blue Racer Midstream, LLC","","","","$60,000","$0","$60,000","2015","20151222","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://railroads.dot.gov/elibrary/fiscal-year-2016-enforcement-report","",""
"BlueKnight Energy Partners","","","","$22,000","$0","$22,000","2010","20101116","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fra.dot.gov/eLib/details/L01494#p1_z5_gD_lEA","",""
"BNSF RAILWAY COMPANY","Berkshire Hathaway","Burlington Northern Santa Fe Corp.","Berkshire Hathaway bought BNSF in 2010","$123,950","$0","$123,950","2009","20090930","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","https://railroads.dot.gov/elibrary/annual-enforcement-report-fiscal-year-2010","","Year is fiscal year."
"BNSF Railway Company","Berkshire Hathaway","Burlington Northern Santa Fe Corp.","Berkshire Hathaway bought BNSF in 2010","$93,500","$0","$93,500","2002","20020930","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","Taken from the Federal Railroad Administration's FY2002 safety penalty report obtained through a Freedom of Information Act request. A copy is available upon request. ","",""
"BNSF Railway Company","Berkshire Hathaway","Berkshire Hathaway","","$91,750","$0","$91,750","2012","20120928","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","https://www.fra.dot.gov/eLib/details/L04190#p1_z5_gD_lEA","",""
"BNSF Railway Company","Berkshire Hathaway","Burlington Northern Santa Fe Corp.","Berkshire Hathaway bought BNSF in 2010","$80,000","$0","$80,000","2002","20020930","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","Taken from the Federal Railroad Administration's FY2002 safety penalty report obtained through a Freedom of Information Act request. A copy is available upon request. ","",""
"BNSF RAILWAY COMPANY","Berkshire Hathaway","Berkshire Hathaway","","$64,000","$0","$64,000","2016","20160930","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","https://web.archive.org/web/20170206172259/https://www.fra.dot.gov/Elib/Document/16831","","Year is fiscal year."
"BNSF Railway Company","Berkshire Hathaway","Burlington Northern Santa Fe Corp.","Berkshire Hathaway bought BNSF in 2010","$60,250","$0","$60,250","2000","20000929","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","Taken from the Federal Railroad Administration's FY2000 safety penalty report obtained through a Freedom of Information Act request. A copy is available upon request. ","",""
"BNSF Railway Company","Berkshire Hathaway","Berkshire Hathaway","","$60,000","$0","$60,000","2011","20110930","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","https://www.fra.dot.gov/eLib/details/L01494#p1_z5_gD_lEA","",""
"BNSF Railway Company","Berkshire Hathaway","Berkshire Hathaway","","$58,900","$0","$58,900","2013","20130930","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","https://www.fra.dot.gov/eLib/details/L04899#p1_z5_gD_lEA","",""
"BNSF RAILWAY COMPANY","Berkshire Hathaway","Burlington Northern Santa Fe Corp.","Berkshire Hathaway bought BNSF in 2010","$58,625","$0","$58,625","2009","20090930","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","https://railroads.dot.gov/elibrary/annual-enforcement-report-fiscal-year-2010","","Year is fiscal year."
"BNSF Railway Company","Berkshire Hathaway","Berkshire Hathaway","","$55,000","$0","$55,000","2012","20120928","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","https://www.fra.dot.gov/eLib/details/L04190#p1_z5_gD_lEA","",""
"BNSF Railway Company","Berkshire Hathaway","Berkshire Hathaway","","$54,575","$0","$54,575","2012","20120928","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","https://www.fra.dot.gov/eLib/details/L04190#p1_z5_gD_lEA","",""
"BNSF Railway Company","Berkshire Hathaway","Burlington Northern Santa Fe Corp.","Berkshire Hathaway bought BNSF in 2010","$54,550","$0","$54,550","2004","20040930","safety-related offenses","railroad safety violation","","","federal","agency action","Federal Railroad Administration","civil","","","","","","","","","","","","","","","USA","Nebraska","publicly traded","NYSE: BRK.B","US0846707026","diversified","diversified","Taken from the Federal Railroad Administration's FY2004 safety penalty report obtained through a Freedom of Information Act request. A copy is available upon request. ","",""
