"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Phoenix School of Law and  Infilaw System","","","","$150,000","$0","$150,000","2009","20090121","employment-related offenses","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","civil","","","28-CA-21963-001","","","28-CA-21963-001","","","Phoenix","Arizona","85012","","611310","611310: Colleges, Universities, and Professional Schools","","","","","","","","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","",""
"17017 Blue Realty Corp.","","","","$250,000","$0","$250,000","2000","20000914","employment-related offenses","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","civil","","","07-CA-37664-001","","","07-CA-37664-001","","","New York","New York","10012","","721110","721110: Hotels (except Casino Hotels) and Motels","","","","","","","","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","",""
"1849 Sedgwick Realty, LLC","","","","$194,926","$0","$194,926","2003","20030130","employment-related offenses","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","civil","","","02-CA-30569-001","","","02-CA-30569-001","","","Brooklyn","New York","11230","","561720","561720: Janitorial Services","","","","","","","","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","",""
"833 Central Owners Corp./CO BRG Realty","","","","$150,000","$0","$150,000","2016","20160614","employment-related offenses","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","civil","","","29-CA-070910","","","29-CA-070910","","","Far Rockaway","New York","","","","","","","","","","","","Extracted from a spreadsheet obtained from the NLRB through a Freedom of Information Act request fulfilled on 5/16/2017.","",""
"ABC Automotive Products Corp.","","","","$501,657","$0","$501,657","2002","20020430","employment-related offenses","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","civil","","","29-CA-14335-001","","","29-CA-14335-001","","","Brooklyn","New York","11208","","333298","333298: All Other Industrial Machinery Manufacturing","","","","","","","","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","",""
"Abraham Scharf, Rose Scharf, Michael Edelstein,& Florence Edelstein d/b/a Imperial Court Hotel","","","","$157,769","$0","$157,769","2002","20021030","employment-related offenses","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","civil","","","02-CA-27327-001","","","02-CA-27327-001","","","New York","New York","10024","","721310","721310: Rooming and Boarding Houses","","","","","","","","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","",""
"Ace Roofing Company","","","","$151,369","$0","$151,369","2005","20051130","employment-related offenses","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","civil","","","04-CA-17967-001","","","04-CA-17967-001","","","Philadelphia","Pennsylvania","19401","","236116","236116: New Multifamily Housing Construction (except Operative Builders)","","","","","","","","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","",""
"ACF Industries, LLC","","","","$988,058","$0","$988,058","2009","20090120","employment-related offenses","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","civil","","","06-CA-33614-001","","","06-CA-33614-001","","","Milton","Pennsylvania","17842","","336510","336510: Railroad Rolling Stock Manufacturing","","","","","","","","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","",""
"Active Transportation Company","","","","$314,982","$0","$314,982","2006","20060209","employment-related offenses","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","civil","","","11-CA-19328-001","","","11-CA-19328-001","","","Kenosha","Wisconsin","53144","","484220","484220: Specialized Freight (except Used Goods) Trucking, Local","","","","","","","","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","",""
"A.D. Conner, Inc., Gas City, Ltd, Heidenreich Trucking Company, McEnery Enterprises, McEnery Truckin","","","","$180,000","$0","$180,000","2012","20121001","employment-related offenses","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","civil","","","13-CA-046359","","","13-CA-046359","","","Frankfort","Illinois","","","","","","","","","","","","Extracted from a spreadsheet obtained from the NLRB through a Freedom of Information Act request fulfilled on 5/16/2017.","","Penalty amount is backpay calculation by NLRB; records show that amount was not paid as of 3/30/2017."
