"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Aksat Denizcilik Ve Ticaret A.S.","Aksat Denizcilik Ve Ticaret A.S.","Aksat Denizcilik Ve Ticaret A.S.","","$725,000","$0","$725,000","2010","20100521","environment-related offenses","environmental violation","","Aksat Denizcilik Ve Ticaret A.S., a Turkish corporation that operated the commercial ship M/T Kerim, pleaded guilty in U.S. District Court in Tampa, Fla., to two felony counts for knowingly failing to fully and accurately maintain an oil record book, which tracks pollutant discharge, the Justice Department announced.  During the hearing, U.S. District Court Judge Richard A. Lazzara sentenced the company to pay a $725,000 fine and to serve three years of probation. The court also ordered the company to implement an environmental compliance plan.","federal","agency action","Justice Department multiagency referral","civil","","","","","","","","","","","","","","","Turkey","","privately held","","","freight and logistics","ocean shipping","http://www.justice.gov/opa/pr/operator-commercial-ship-inspected-port-tampa-fined-725000-oil-pollution-related-crime","",""
"Ally Financial Inc. (formerly GMAC)","Ally Financial","Ally Financial","In 2010 GMAC changed its name to Ally Financial","$309,600,000","$0","$309,600,000","2012","20120209","consumer-protection-related offenses","mortgage abuses","","The federal government and 49 state attorneys general reached a $25 billion agreement with the nation's five largest mortgage servicers to address mortgage loan servicing and foreclosure abuses. The penalty figure is the total of the amounts specified in the the individual company's consent judgment for direct payments and homeowner relief.","federal","agency action","Justice Department multiagency referral","civil","","","","","","","","","","","","","","","USA","Michigan","publicly traded","ALLY","US02005N1000","financial services","financial services","https://d9klfgibkcquc.cloudfront.net/Consent_Judgment_Ally-4-11-12.pdf","",""
"Aquarosa Shipping","Aquarosa Shipping","Aquarosa Shipping","","$1,200,000","$0","$1,200,000","2012","20120125","environment-related offenses","environmental violation","","Two corporations pleaded guilty in separate hearings in Baltimore for their role in managing and owning a ship engaged in deliberate discharges of waste oil and plastic garbage. The companies were each sentenced by U.S. District Judge Marvin Garbis to pay $1.2 million and serve three years of probation during which they will be required to implement a government approved environmental plan that includes audits conducted by an independent firm and review by a court appointed monitor. Efploia Shipping, a Marshall Islands corporation based in Greece, was the technical manager of the M/V Aquarosa, a 33,005 gross ton newly built cargo ship, constructed in China and registered in Malta. Aquarosa Shipping, a company based in Denmark, was the owner of the vessel. Both corporations pleaded guilty to four felony counts: obstruction of justice, making material false statements, and the environmental crimes of knowingly failing to maintain an accurate oil record book and knowingly failing to maintain an accurate garbage record book, both in violation of the Act to Prevent Pollution from Ships (APPS).","federal","agency action","Justice Department multiagency referral","civil","","","","","","","","","","","","","","","Denmark","","privately held","","","freight and logistics","ocean shipping","http://www.justice.gov/opa/pr/two-shipping-corporations-plead-guilty-and-are-sentenced-maryland-obstruction-justice-and","",""
"Arab Ship Management Ltd.","Arab Ship Management Ltd.","Arab Ship Management Ltd.","","$500,000","$0","$500,000","2014","20140520","environment-related offenses","environmental violation","","Jordan-based Arab Ship Management Ltd. pleaded guilty in federal court in Wilmington, Delaware, to one count of violating the Act to Prevent Pollution from Ships, the Justice Department and the U.S. Coast Guard announced. In accordance with the terms of the plea agreement, Arab Ship Management Ltd. was sentenced to pay a criminal penalty totaling $500,000 and be placed on probation for two years, during which time ships operated by the company will be banned from calling on ports of the United States.","federal","agency action","Justice Department multiagency referral","criminal","","","","","","","","","","","","","","","Jordan","","privately held","","","freight and logistics","ocean shipping","http://www.justice.gov/opa/pr/jordanian-shipping-company-pleads-guilty-illegally-discharging-oily-waste","",""
"Atlas Ship Management Ltd","Atlas Ship Management Ltd.","Atlas Ship Management Ltd.","","$900,000","$0","$900,000","2010","20101202","environment-related offenses","environmental violation","","Atlas Ship Management Ltd., a Turkish Corporation, pleaded guilty in U.S. District Court in Tampa, Fla. to federal charges of making false statements and knowingly failing to accurately maintain an Oil Record Book as required by international treaty and U.S. law, Assistant Attorney General Ignacia S. Moreno and U.S. Attorney Robert E. O'Neill announced. The company was sentenced to pay an $800,000 criminal fine, pay $100,000 in community service to the Pinellas County, Fla., Environmental Fund, and to implement a comprehensive Environmental Compliance Program that requires detailed inspection and auditing of the defendants ships that sail into the United States.","federal","agency action","Justice Department multiagency referral","criminal","","","","","","","","","","","","","","","Turkey","","privately held","","","freight and logistics","ocean shipping","http://www.justice.gov/opa/pr/shipping-company-and-senior-crewmembers-convicted-covering-oil-pollution","",""
"ATP Infrastructure Partners LP","","ATP Oil & Gas","ATP filed for bankruptcy in 2012 and ended up liquidating its assets.","$1,000,000","$0","$1,000,000","2014","20141016","environment-related offenses","environmental violation","","Under a settlement agreement with the United States, ATP Infrastructure Partners LP agreed to pay a $1 million civil penalty and perform corrective measures to resolve claims by the U.S. under the Clean Water Act and the Outer Continental Shelf Lands Act of unauthorized discharges of oil and chemicals from an oil platform into the Gulf of Mexico, announced the Department of Justice, the Department of the Interior's Bureau of Safety and Environmental Enforcement and the U.S. Environmental Protection Agency. ","federal","agency action","Justice Department multiagency referral","civil","","","","","","","","","","","","","","","","","","","","","","http://www.justice.gov/opa/pr/offshore-oil-platform-owner-improve-safety-and-operations-gulf-mexico-following-unauthorize-0","",""
"Bank of America Corporation","Bank of America","Bank of America","","$16,650,000,000","$0","$16,650,000,000","2014","20140821","consumer-protection-related offenses","mortgage abuses","","The Department of Justice announced a $16.65 billion settlement with Bank of America Corporation to resolve federal and state claims against the company and its former and current subsidiaries, including Countrywide Financial Corporation and Merrill Lynch. As part of this global resolution, the bank agreed to pay a $5 billion penalty under the Financial Institutions Reform, Recovery and Enforcement Act and provide billions of dollars of relief to struggling homeowners, including funds that will help defray tax liability as a result of mortgage modification, forbearance or forgiveness. The settlement did not absolve Bank of America, its current or former subsidiaries and affiliates or any individuals from potential criminal prosecution.","federal","agency action","Justice Department multiagency referral","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://www.justice.gov/opa/pr/bank-america-pay-1665-billion-historic-justice-department-settlement-financial-fraud-leading","",""
"Bank of America Corporation","Bank of America","Bank of America","","$10,956,600,000","$0","$10,956,600,000","2012","20120209","consumer-protection-related offenses","mortgage abuses","","The federal government and 49 state attorneys general reached a $25 billion agreement with the nation's five largest mortgage servicers to address mortgage loan servicing and foreclosure abuses. The penalty figure is the total of the amounts specified in the the individual company's consent judgment for direct payments and homeowner relief.","federal","agency action","Justice Department multiagency referral","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://d9klfgibkcquc.cloudfront.net/Consent_Judgment_BoA-4-11-12.pdf","",""
"Boeing Company","Boeing","Boeing","","$2,000,000","$0","$2,000,000","2010","20100505","environment-related offenses","environmental violation","","The Boeing Company agreed to undertake two significant habitat restoration projects in Washington state to resolve its liability for natural resource damages caused by hazardous substances released from Boeing facilities along the Duwamish Waterway, the Justice Department and the National Oceanic and Atmospheric Administration announced. Boeing also will repay almost $2 million of the natural resource trustees' costs and will establish a permanent stewardship fund for the projects.","federal","agency action","Justice Department multiagency referral","civil","","","","","","","","","","Washington","","","","","USA","Illinois","publicly traded","BA","US0970231058","aerospace and military contracting","aerospace & military contracting","http://www.justice.gov/opa/pr/boeing-restore-significant-habitat-washington-state-waterway-resolve-natural-resource-damage","",""
"Bouchard Transportation Co.","Bouchard Transportation","Bouchard Transportation","","$6,000,000","$0","$6,000,000","2010","20101115","environment-related offenses","environmental violation","","The Department of Justice, the Commonwealth of Massachusetts and the state of Rhode Island announced that Bouchard Transportation Co. Inc. and its affiliates will pay more than $6 million to settle a portion of the federal and state natural resource damages claims for the April 2003 spill of up to 98,000 gallons of oil into Buzzards Bay.","federal","agency action","Justice Department multiagency referral","civil","","","","","","","","","","","","","","","USA","New York","privately held","","","miscellaneous services","barge services","http://www.justice.gov/opa/pr/companies-pay-more-6-million-natural-resource-damages-buzzards-bay-oil-spill","",""
