"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Ashford University","","","","$15,000","$0","$15,000","2000","20001017","safety-related offenses","Clery Act campus security reporting violation","","","federal","agency action","Education Department","civil","","","","","","","","","","Iowa","","","","","","","","","","","","https://studentaid.ed.gov/sa/sites/default/files/fsawg/datacenter/cleryact/ashforduniversity/AshfordMtStClareAAADSettlementAgreement.pdf","",""
"Central Connecticut State University","","","","$32,500","$0","$32,500","2017","20170613","safety-related offenses","Clery Act campus security reporting violation","","","federal","agency action","Education Department","civil","","","","","","","","","","Connecticut","","","","","","","","","","","","https://studentaid.ed.gov/sa/sites/default/files/fsawg/datacenter/cleryact/0266_001.pdf","",""
"Century College","","","","$10,000","$0","$10,000","2015","20151208","safety-related offenses","Clery Act campus security reporting violation","","","federal","agency action","Education Department","civil","","","","","","","","","","Minnesota","","","","","","","","","","","","https://studentaid.ed.gov/sa/sites/default/files/fsawg/datacenter/cleryact/century/Century_fineletter.pdf","",""
"College of the Redwoods","","","","$56,000","$0","$56,000","2019","20190128","safety-related offenses","Clery Act campus security reporting violation","","","federal","agency action","Education Department","civil","","","","","","","","","","California","","","","","","","","","","","","https://studentaid.ed.gov/sa/sites/default/files/College_of_the_Redwoods_0011850_Final_Fine_Action_Redacted.pdf","",""
"Concordia University","","","","$68,000","$0","$68,000","2018","20180925","safety-related offenses","Clery Act campus security reporting violation","","","federal","agency action","Education Department","civil","","","","","","","","","","Wisconsin","","","","","","","","","","","","https://studentaid.ed.gov/sa/sites/default/files/CONCORDIA_UNIVERSITY_FINE_ACTION_Redacted.pdf","",""
"Corinthian Colleges Inc.","","Corinthian Colleges, Inc.","Amid allegations of fraud, Corinthian went out of business in 2015.","$30,000,000","$0","$30,000,000","2015","20150414","consumer-protection-related offenses","consumer protection violation","","The Department of Education fined Corinthian Colleges $30 million for misrepresenting the job placement rates for its graduates.","federal","agency action","Education Department","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20160310081614/https://www.ed.gov/news/press-releases/us-department-education-fines-corinthian-colleges-30-million-misrepresentation","",""
"Cornell College","","","","$55,000","$0","$55,000","2015","20150624","safety-related offenses","Clery Act campus security reporting violation","","","federal","agency action","Education Department","civil","","","","","","","","","","Iowa","","","","","","","","","","","","https://studentaid.ed.gov/sa/sites/default/files/fsawg/datacenter/cleryact/cornell/3219_001.pdf","",""
"Cottey College","","","","$30,000","$0","$30,000","2017","20170613","safety-related offenses","Clery Act campus security reporting violation","","","federal","agency action","Education Department","civil","","","","","","","","","","Missouri","","","","","","","","","","","","https://studentaid.ed.gov/sa/sites/default/files/fsawg/datacenter/cleryact/0261_001.pdf","",""
"Davis & Elkins College","","","","$62,000","$0","$62,000","2018","20180926","safety-related offenses","Clery Act campus security reporting violation","","","federal","agency action","Education Department","civil","","","","","","","","","","West Virginia","","","","","","","","","","","","https://studentaid.ed.gov/sa/sites/default/files/DAVIS_AND_ELKINS_COLLEGE_Redacted.pdf","",""
"Delaware State University","","","","$55,000","$0","$55,000","2014","20141114","safety-related offenses","Clery Act campus security reporting violation","","","federal","agency action","Education Department","civil","","","","","","","","","","Delaware","","","","","","","","","","","","https://studentaid.ed.gov/sa/sites/default/files/fsawg/datacenter/cleryact/dsu/2687_001.pdf","",""
"Delgado Community College","","","","$125,750","$0","$125,750","2017","20170927","safety-related offenses","Clery Act campus security reporting violation","","","federal","agency action","Education Department","civil","","","","","","","","","","Louisiana","","","","","","","","","","","","https://studentaid.ed.gov/sa/sites/default/files/fsawg/datacenter/cleryact/Delgado_Community_College_9_27_17_Fine_Action.pdf","",""
"Dominican College of Blauvelt","","","","$200,000","$0","$200,000","2013","20130917","safety-related offenses","Clery Act campus security reporting violation","","","federal","agency action","Education Department","civil","","","","","","","","","","New York","","","","","","","","","","","","https://studentaid.ed.gov/sa/sites/default/files/fsawg/datacenter/cleryact/dcb/1784_001.pdf","",""
