"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"3M Co.","3M Company","3M Company","","$3,000,000","$0","$3,000,000","2011","20110822","employment-related offenses","employment discrimination","age discrimination","","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","","","","","","USA","Minnesota","publicly traded","MMM","US88579Y1010","miscellaneous manufacturing","diversified","https://www.eeoc.gov/eeoc/newsroom/release/8-22-11a.cfm","",""
"441 S.B. LLC d/b/a Hurricane Grill and Wings","","","","$200,000","$0","$200,000","2012","20120227","employment-related offenses","employment discrimination","sexual harassment","","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","Florida","","","","","","","","","","","","https://www.eeoc.gov/eeoc/newsroom/release/2-27-12.cfm","",""
"AA Foundries Inc.","","","","$200,000","$0","$200,000","2012","20120927","employment-related offenses","employment discrimination","racial discrimination","","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","Texas","","","","","","","","","","","","https://www.eeoc.gov/eeoc/newsroom/release/9-27-12g.cfm","",""
"Abatti Companies; La Valle Sabbia Inc.; All Star Seed Inc.","","","","$187,500","$0","$187,500","2014","20141110","employment-related offenses","employment discrimination","disability discrimination","Disabilities; Genetics","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","California","","","","","","","","","","","","https://www.eeoc.gov/eeoc/newsroom/release/11-10-14.cfm","",""
"Abercrombie & Fitch Stores, Inc.","Abercrombie & Fitch","Abercrombie & Fitch","","$50,000,000","$0","$50,000,000","2004","20041118","employment-related offenses","employment discrimination","racial discrimination","The U.S. Equal Employment Opportunity Commission private plaintiffs announced their mutual resolution of the lawsuit entitled EEOC v. Abercrombie & Fitch Stores, Inc., Case No. CV-04-4731 SI, which was filed on November 10, 2004, in the United States District Court for the Northern District of California in San Francisco. The lawsuit alleged that Abercrombie & Fitch, which operates a nationwide chain of retail stores, violated Title VII of the Civil Rights Act of 1964 by maintaining recruiting and hiring practices that excluded minorities and women and adopting a restrictive marketing image, and other policies, which limited minority and female employment.","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","","","","","","USA","Ohio","publicly traded","ANF","US0028962076","retailing","retail-apparel","https://www.eeoc.gov/eeoc/newsroom/release/archive/11-18-04.html","",""
"ABM Industries Inc.","ABM Industries","ABM Industries","","$5,800,000","$0","$5,800,000","2010","20100902","employment-related offenses","employment discrimination","sexual harassment","","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","California","","","","","USA","New York","publicly traded","NYSE: ABM","US0009571003","business services","business services","https://www.eeoc.gov/eeoc/newsroom/release/9-2-10.cfm","",""
"ABM Industries Inc.","ABM Industries","ABM Industries","","$180,000","$0","$180,000","2011","20110914","employment-related offenses","employment discrimination","national origin discrimination","National Origin; Race","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","California","","","","","USA","New York","publicly traded","NYSE: ABM","US0009571003","business services","business services","https://www.eeoc.gov/eeoc/newsroom/release/9-14-11c.cfm","",""
"A.C. Widenhouse, Inc.","","","","$243,000","$0","$243,000","2013","20130308","employment-related offenses","employment discrimination","racial discrimination","","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","North Carolina","","","","","","","","","","","","https://www.eeoc.gov/eeoc/newsroom/release/3-8-13.cfm","",""
"ACM Services Inc.","","","","$415,000","$0","$415,000","2014","20141113","employment-related offenses","employment discrimination","","Retaliation; National Origin; Sexual Harassment; Sex; Religion","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","Maryland","","","","","","","","","","","","https://www.eeoc.gov/eeoc/newsroom/release/11-13-14.cfm","",""
"Adelphi University","","","","$300,000","$0","$300,000","2009","20090324","employment-related offenses","employment discrimination","gender discrimination","","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","New York","","","","","","","","","","","","https://www.eeoc.gov/eeoc/newsroom/release/archive/3-24-09b.html","",""
"ADP, LLC","Automatic Data Processing","Automatic Data Processing","","$1,400,000","$0","$1,400,000","2016","20160729","employment-related offenses","employment discrimination","racial discrimination","ADP, LLC, a leading payroll processing and human resource management outsourcing provider, agreed to voluntarily resolve employment discrimination allegations filed in Illinois with the U.S. Equal Employment Opportunity Commission . As the result of successful conciliation efforts between the parties, ADP agreed to pay nearly $1.4 million and to further enhance its recruitment, hiring and promotion of minorities at its Illinois-based operations. ADP also agreed to periodically inform EEOC on its future efforts to expand employment opportunities for minority applicants and employees.","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","Illinois","","","","","USA","New Jersey","publicly traded","ADP","US0530151036","business services","business services","https://www.eeoc.gov/eeoc/newsroom/release/7-29-16.cfm","",""
"Advance Components","","","","$200,000","$0","$200,000","2012","20120518","employment-related offenses","employment discrimination","age discrimination","","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","Texas","","","","","","","","","","","","https://www.eeoc.gov/eeoc/newsroom/release/5-18-12.cfm","",""
"Affordable Care Inc.","","","","$150,000","$0","$150,000","2010","20100602","employment-related offenses","employment discrimination","racial discrimination","Race; Sexual Harassment","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","Massachusetts","","","","","","","","","","","","https://www.eeoc.gov/eeoc/newsroom/release/6-2-10.cfm","",""
"AHMC Garfield Medical Center","AHMC Healthcare","AHMC Healthcare","","$530,000","$0","$530,000","2011","20111116","employment-related offenses","employment discrimination","","Retaliation; Sexual Harassment","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","California","","","","","USA","California","privately held","","","healthcare services","hospitals","https://www.eeoc.gov/eeoc/newsroom/release/11-16-11b.cfm","",""
"Air Express International, USA, Inc. and Danzas  Corporation dba DHL Global Forwarding","Deutsche Post","Deutsche Post","","$201,000","$0","$201,000","2012","20121203","employment-related offenses","employment discrimination","national origin discrimination","","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","Texas","","","","","Germany","","publicly traded","","DE0005552004","freight and logistics","package delivery","https://www.eeoc.gov/eeoc/newsroom/release/12-3-12.cfm","",""
"Airguide Corporation and Pioneer Metals, Inc.","","","","$1,000,000","$0","$1,000,000","2004","20040617","employment-related offenses","employment discrimination","sexual harassment","","federal","agency action","Equal Employment Opportunity Commission","civil","","","","","","","","","","Florida","","","","","","","","","","","","https://www.eeoc.gov/eeoc/newsroom/release/archive/6-17-04a.html","",""
