"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Jordan's Meats","","","","$108,890","$0","$108,890","2006","20060816","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","civil","","","","","","","","","Augusta","Maine","","","","","","","","","","","","contained in a FOIA response dated October 26, 2018","",""
"Yi Soon Bakery","","","","$30,000","$0","$30,000","2015","20150707","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","civil","","","","","","","","","Allston","Massachusetts","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/2ca058ae-4b0f-46dc-a328-fcb8787f563c/QER-Q4-FY2015-Tables.pdf?MOD=AJPERES","",""
"GALLIGAN WHOLESALE MEAT CO, INC.","","","","$80,000","$0","$80,000","2014","20140903","safety-related offenses","food safety violation","False Claims Act and related","","federal","agency action","Food Safety and Inspection Service","civil","","","","","","","","","Denver","Colorado","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/ce6f7be9-d132-40bf-b03e-0342ffbe21d2/QER-Q4-FY2014-Tables1-19.pdf?MOD=AJPERES","",""
"Island Farm Meat Corp.","","","","$12,000","$0","$12,000","2014","20140127","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","civil","","","","","","","","","New York","New York","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/56eb3d73-0c03-488b-a4bb-16ec3f5e4871/QER-Q2-FY2014-Tables.pdf?MOD=AJPERES","",""
"El Ranchito","","","","$6,000","$0","$6,000","2014","20140225","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","criminal","","","","","","","","","Tickfaw","Louisiana","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/56eb3d73-0c03-488b-a4bb-16ec3f5e4871/QER-Q2-FY2014-Tables.pdf?MOD=AJPERES","",""
"Paisano Meat Inc.","","","","$50,400","$0","$50,400","2012","20120622","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","criminal","","","","","","","","","Gardena","California","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/b8c5341a-c4cc-470b-bfb5-11467946265d/QER_Q3_FY2012_Tables1-19.pdf?MOD=AJPERES","",""
"Joseph's Industrial Catering Corp.","","","","$5,000","$0","$5,000","2011","20111214","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","civil","","","","","","","","","Woburn","Massachusetts","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/04873276-d4bc-40ee-8644-4cd271fcf68d/QER_Q1_FY2012_Tables_1-19.pdf?MOD=AJPERES","",""
"United Source One","","","","$275,250","$0","$275,250","2011","20111020","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","criminal","","","","","","","","","Belcamp","Maryland","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/04873276-d4bc-40ee-8644-4cd271fcf68d/QER_Q1_FY2012_Tables_1-19.pdf?MOD=AJPERES","",""
"Pu Thai Market","","","","$6,000","$0","$6,000","2011","20110902","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","civil","","","","","","","","","Buffalo","New York","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/21a18425-eee4-422f-9f67-b5c56fd7cabe/QER_Q4_FY11_Tables1-19.pdf?MOD=AJPERES","",""
"Klement Sausage Company Inc.","","","","$50,125","$0","$50,125","2010","20101020","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","criminal","","","","","","","","","Milwaukee","Wisconsin","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/a1d586de-7fc2-47f4-a6da-81a0b11b0c9e/QER_Q1_FY11_Tables1-19.pdf?MOD=AJPERES","",""
"King Pao Grocery","","","","$15,000","$0","$15,000","2010","20100929","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","civil","","","","","","","","","Edison","New Jersey","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/2d6148ba-5b45-4c4f-a8e3-18328974d0d6/QER_Q4_FY10_Tables1-19.pdf?MOD=AJPERES","",""
"American Dispatch Inc.","","","","$5,000","$0","$5,000","2009","20091029","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","criminal","","","","","","","","","Pittsburgh","Pennsylvania","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/20741913-2fc8-484b-addc-8b1b0529ae14/QER_Q1_FY10_Tables1-19.pdf?MOD=AJPERES","",""
"Brown Packing Company","","","","$2,000,000","$0","$2,000,000","2009","20090810","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","criminal","","","","","","","","","South Holland","Illinois","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/20741913-2fc8-484b-addc-8b1b0529ae14/QER_Q1_FY10_Tables1-19.pdf?MOD=AJPERES","",""
"Engelhart Gourmet Foods","","","","$50,000","$0","$50,000","2009","20090820","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","criminal","","","","","","","","","Fairfield","California","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/4cb9cacf-f3a1-4f1d-9344-bb3da04db1c7/QER_Q4_FY09_Tables_12-19.pdf?MOD=AJPERES","",""
"Joe Christiana Food Distributors Inc.","","","","$20,000","$0","$20,000","2009","20090903","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","criminal","","","","","","","","","Baton Rouge","Louisiana","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/4cb9cacf-f3a1-4f1d-9344-bb3da04db1c7/QER_Q4_FY09_Tables_12-19.pdf?MOD=AJPERES","",""
"International Dehydrated Foods Inc.","","","","$327,282","$0","$327,282","2008","20081024","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","criminal","","","","","","","","","Monett","Missouri","","","","","","","","","","","","https://www.fsis.usda.gov/wps/wcm/connect/2a707e79-b897-45d5-ba49-8df2dfdf92a7/QER_Q1_FY09_Tables_12-19.pdf?MOD=AJPERES","",""
"Atlantic Meat Company","","","","$24,674","$0","$24,674","2005","20050825","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","civil","","","","","","","","","Savannah","Georgia","","","","","","","","","","","","contained in a FOIA response dated October 26, 2018","",""
"ATL Industries Inc.","","","","$10,000","$0","$10,000","2005","20051222","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","civil","","","","","","","","","Alpharetta","Georgia","","","","","","","","","","","","contained in a FOIA response dated October 26, 2018","",""
"Holten Meat","","","","$100,000","$0","$100,000","2006","20060929","safety-related offenses","food safety violation","","","federal","agency action","Food Safety and Inspection Service","civil","","","","","","","","","Sauget","Illinois","","","","","","","","","","","","contained in a FOIA response dated October 26, 2018","",""
