"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Abbott Northwestern Hospital","Allina Health System","Allina Health System","","$350,000","$0","$350,000","2008","20081104","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Minnesota","","","","","USA","Minnesota","non-profit","","","healthcare services","hospitals","https://violationtracker.goodjobsfirst.org/archive/FOIA500.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"ABCM Corporation","","","","$40,137","$0","$40,137","2009","20091015","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Iowa","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA458.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Accurate Home Care, LLC","","","","$334,651","$0","$334,651","2015","20150619","healthcare-related offenses","HHS civil monetary penalties","","Accurate Home Care, LLC, an Otsego, Minnesota-based provider of nursing and personal care services, entered into a $334,651.82 settlement agreement to resolve allegations that Accurate employed an excluded individual to provide services to Medicaid beneficiaries. ","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","Otsego","Minnesota","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
"Advanced Neuromodulation Systems, Inc.","Abbott Laboratories","St. Jude Medical Inc.","Abbott bought St. Jude Medical in 2017","$2,950,000","$0","$2,950,000","2007","20070702","healthcare-related offenses","HHS civil monetary penalties","kickbacks and bribery","The HHS Inspector General announced that Advanced Neuromodulation Systems, Inc.,  a medical device manufacturer specializing in spinal cord stimulation used for pain management, agreed to pay $2.95 million to settle allegations that it paid kickbacks to physicians in violation of the Civil Monetary Penalties Law (CMPL). The company also entered into a 3-year Corporate Integrity Agreement.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","ABT","US0028241000","pharmaceuticals","pharmaceuticals","https://oig.hhs.gov/publications/docs/press/2007/ANS%20Press%20Release.pdf","",""
"Advocate Health and Hospitals Corporation","Advocate Aurora Health","Advocate Health Care","In 2018 Advocate merged with Aurora Health Care to form Advocate Aurora Health","$317,660","$0","$317,660","2015","20151023","healthcare-related offenses","HHS civil monetary penalties","","Advocate Health and Hospitals Corporation entered into a $317,660.89 settlement agreement to resolve allegations that Advocate employed two individuals who were excluded from participation in any Federal health care program. ","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Illinois","","","","","USA","Illinois","non-profit","","","healthcare services","hospitals","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
"Affinity Medical Center, LLC","","","","$111,969","$0","$111,969","2015","20150120","healthcare-related offenses","HHS civil monetary penalties","","Affinity Medical Center, LLC, a community hospital in Birmingham, Alabama that operates under the name Trinity Medical Center, entered into a settlement agreement to resolve allegations that the hospital employed an individual who was excluded from participating in any Federal health care programs and then billed Federal health care programs for items and services provided by the excluded individual.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","Birmingham","Alabama","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
"Alamance Regional Medical Center","","","","$45,000","$0","$45,000","2004","20040927","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","North Carolina","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA384.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Allied EMS Systems, Inc.","","","","$121,722","$0","$121,722","2016","20160505","healthcare-related offenses","HHS civil monetary penalties","","Allied EMS Systems, Inc. of Petoskey, Michigan, entered into a $121,722.63 settlement agreement resolving allegations that Allied submitted claims for emergency ambulance transportation to destinations such as skilled nursing facilities and patient residences that should have been billed at the lower non-emergency rate.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","Petoskey","Michigan","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
"Allied Health Care Corporation","","","","$132,500","$0","$132,500","2009","20091104","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Florida","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA487.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Altru Health System","Altru Health System","Altru Health System","","$300,974","$0","$300,974","2016","20160304","healthcare-related offenses","HHS civil monetary penalties","","Altru Health System entered into a $300,974 settlement agreement to resolve allegations that Altru submitted claims to Medicare for: (1) emergency Advanced Life Support ambulance transportation that should have been billed at the lower emergency Basic Life Support rate; (2) duplicate billings; (3) ambulance transportation services that were reimbursable by private insurance; and (4) emergency ambulance transportation services provided to destinations such as skilled nursing facilities and patient residences that should have been billed at the lower non-emergency rate.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","Grand Forks","North Dakota","","","","","USA","North Dakota","non-profit","","","healthcare services","healthcare services","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
"Altru Health System","Altru Health System","Altru Health System","","$241,137","$0","$241,137","2014","20140210","healthcare-related offenses","HHS civil monetary penalties","","Altru Health System agreed to pay $241,137.76 for allegedly violating the Civil Monetary Penalties Law by employing an individual that it knew or should have known was excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","North Dakota","","","","","USA","North Dakota","non-profit","","","healthcare services","healthcare services","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
"Ambulance Transportation Services, LLC","","","","$154,029","$0","$154,029","2005","20050428","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Texas","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA297.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Amedisys, Inc.","Amedisys","Amedisys","","$4,677,642","$0","$4,677,642","2016","20160506","healthcare-related offenses","HHS civil monetary penalties","","After it disclosed conduct to the Office of Inspector General pursuant to its Corporate Integrity Agreement, Amedisys, Inc. agreed to pay $4,677,642 for allegedly violating the Civil Monetary Penalties Law by filing claims to Medicare for home health services that were not medically necessary and did not meet the requirements for payment.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","","","","","","USA","Louisiana","publicly traded","AMED","US0234361089","healthcare services","home health services","https://oig.hhs.gov/fraud/enforcement/cmp/reportable-events.asp","",""
"American Fork Hospital","","","","$25,000","$0","$25,000","2007","20070606","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","California","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA341.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"American Institute of Technology","","","","$229,924","$0","$229,924","2015","20150720","healthcare-related offenses","HHS civil monetary penalties","","American Institute of Technology entered into a settlement agreement and agreed to pay $229,924.74 for conduct that was investigated by OIG as well as conduct that was self-disclosed by AIT. OIG's investigation revealed that AIT inappropriately used Modifiers 59 and 91 to submit claims for payment for multiple units of HCPCS code G0431 when only a single unit may be billed per patient encounter.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Indiana","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
"American Medical Imaging, Inc.","","","","$225,000","$0","$225,000","2001","20010312","healthcare-related offenses","HHS civil monetary penalties","kickbacks and bribery","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Tennessee","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA334.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"American Paramedical Services, Inc.","","","","$187,489","$0","$187,489","2016","20161027","healthcare-related offenses","HHS civil monetary penalties","","On October 27, 2016, American Paramedical Services, Inc. (APS), entered into a $187,480.12 settlement agreement with OIG. The settlement agreement resolved allegations that APS submitted claims to Medicare for emergency ambulance transportation to destinations such as skilled nursing facilities and patient residences that should have been billed at the lower non-emergency rate. ","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Missouri","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
"America's Health Choice Inc.","","","","$100,000","$0","$100,000","2007","20071107","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Florida","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA506.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Amerigroup Corporation","Elevance Health","Elevance Health","Anthem changed its name to Elevance Health in 2022.","$30,754","$0","$30,754","2013","20130701","healthcare-related offenses","HHS civil monetary penalties","","After it disclosed conduct to the Office of Inspector General pursuant to its Corporate Integrity Agreement, Amerigroup Corporation agreed to pay $30,754.93 for allegedly violating the Civil Monetary Penalties Law by contracting with three individuals that it knew or should have known were excluded from participation in Federal health care programs and paid for prescriptions written by a fourth individual that it knew or should have known were excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Virginia","","","","","USA","Indiana","publicly traded","ELV","US0367521038","healthcare services","insurance; managed care","https://oig.hhs.gov/fraud/enforcement/cmp/reportable-events.asp","",""
"Anchor Safe Healthcare, Inc.","","","","$47,324","$0","$47,324","2013","20130919","healthcare-related offenses","HHS civil monetary penalties","","Anchor Safe Healthcare, Inc. agreed to pay $47,324 for allegedly violating the Civil Monetary Penalties Law by employing an individual that it knew or should have known was excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Texas","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
"Andres Medical Billing, Ltd. and Kurtz Ambulance Service","","","","$77,542","$0","$77,542","2016","20160209","healthcare-related offenses","HHS civil monetary penalties","","Andres Medical Billing, Ltd. and Kurtz Ambulance Service entered into a $77,542.72 settlement to resolve allegations that Andres, acting as the third-party biller for Kurtz, submitted claims to Medicare for basic life support (emergency) that did not meet Medicare requirements for emergency transport services and should have been billed at the lower non-emergency transport rate. ","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Illinois","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
"Aquatic Therapy of New England","","","","$398,357","$0","$398,357","2007","20070920","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Massachusetts","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA277.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Argus Health Systems, Inc.","","","","$2,029,210","$0","$2,029,210","2014","20140731","healthcare-related offenses","HHS civil monetary penalties","","Argus Health Systems, Inc., a health care information management services provider and pharmacy benefits manager headquartered in Kansas City, MO, entered into a settlement agreement to resolve allegations that the company submitted prescription drug event data to Medicare that included sales tax from Louisiana pharmacies even though Medicare Part D drugs were not taxable under Louisiana law as of July 1, 2006.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
"Arizona Bridge to Independent Living, Inc.","","","","$85,000","$0","$85,000","2014","20140204","healthcare-related offenses","HHS civil monetary penalties","","Arizona Bridge to Independent Living, Inc. agreed to pay $85,000 for allegedly violating the Civil Monetary Penalties Law by employing three individuals that it knew or should have known were excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","Arizona","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","",""
