"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Cardinal Health","Cardinal Health","Cardinal Health","","$34,000,000","$0","$34,000,000","2016","20161227","healthcare-related offenses","Controlled Substances Act violation","","Cardinal Health agreed to pay $34 million in civil penalties to resolve allegations that the distributor failed to report to the Drug Enforcement Administration suspicious orders of Class II controlled substances by pharmacies located in central Florida and Maryland.  The settlement also resolved a civil investigation in the Western District of Washington into Cardinal Health's failure to maintain adequate records concerning Class II controlled substances in that district. ","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","USA","Ohio","publicly traded","CAH","US14149Y1082","wholesalers","wholesalers-medical supplies","https://www.dea.gov/press-releases/2016/12/27/united-states-reaches-34-million-settlement-cardinal-health-civil","",""
"Costco Wholesale","Costco","Costco","","$11,750,000","$0","$11,750,000","2017","20170119","healthcare-related offenses","Controlled Substances Act violation","","Costco Wholesale agreed to pay $11.75 million to settle allegations that its pharmacies violated the Controlled Substances Act when they filled prescriptions for controlled substances that were incomplete, lacked valid Drug Enforcement Administration (DEA) numbers or were for substances beyond various doctors' scope of practice.","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","USA","Washington","publicly traded","COST","US22160K1051","retailing","retail","https://www.justice.gov/opa/pr/costco-wholesale-pay-1175-million-settle-allegations-lax-pharmacy-controls","",""
"CVS Pharmacy, Inc","CVS Health","CVS Health","","$77,600,000","$77,600,000","$0","2010","20101014","healthcare-related offenses","Controlled Substances Act violation","","CVS Pharmacy, Inc. admitted that it unlawfully sold pseudoephedrine to criminals who made methamphetamine. As part of the agreement with federal prosecutors, CVS agreed to pay $75 million in civil penalties and to forfeit the $2.6 million in profits the company earned as a result of the illegal conduct.","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","USA","Rhode Island","publicly traded","CVS","US1266501006","retailing","retail-pharmacies","CVS to Pay Largest Ever Civil Penalty Under Controlled Substances Act, Targeted News Service, October 14, 2010 (via Nexis).","",""
"CVS Pharmacy, Inc.","CVS Health","CVS Health","","$11,000,000","$0","$11,000,000","2013","20130403","healthcare-related offenses","Controlled Substances Act violation","","CVS Pharmacy Inc. and Oklahoma CVS Pharmacy L.L.C. agreed to pay $11,000,000 to the United States to settle civil penalty claims for record-keeping violations under the Controlled Substances Act and related regulations.","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","USA","Rhode Island","publicly traded","CVS","US1266501006","retailing","retail-pharmacies","https://www.dea.gov/press-releases/2013/04/03/cvs-pay-11-million-settle-civil-penalty-claims-involving-violations","",""
"Express Scripts, Inc.","Cigna","Express Scripts","Cigna bought Express Scripts in 2018","$2,750,000","$0","$2,750,000","2012","20120517","healthcare-related offenses","Controlled Substances Act violation","","Express Scripts, Inc. and Express Scripts Pharmacy Services, Inc. agreed to pay $ 2.75 million to settle the case against the companies. DEA Philadelphia Diversion Group 1 inspected company locations in Pennsylvania and discovered numerous instances of drug diversion and regulatory violations.","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","USA","Connecticut","publicly traded","CI","US1255231003","healthcare services","insurance; managed care","DEA Investigation of Express Scripts Drug Diversion, Regulatory Violations Leads to $2.75 Million Settlement, Targeted News Service, May 17, 2012 (via Nexis).","",""
"Kaiser Foundation Health System Inc.","Kaiser Permanente","Kaiser Permanente","","$850,000","$0","$850,000","2017","20170209","healthcare-related offenses","Controlled Substances Act violation","","Kaiser Foundation Health System Inc. paid $850,000 to settle allegations that a Kaiser Permanente pharmacy in Modesto violated the Controlled Substances Act by improperly filling defective prescriptions and by failing to maintain accurate records.","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","USA","California","non-profit","","","healthcare services","healthcare services","https://www.dea.gov/press-releases/2017/02/09/kaiser-permanente-pays-850000-settlement","",""
"Mallinckrodt LLC","Mallinckrodt","Mallinckrodt","","$35,000,000","$0","$35,000,000","2017","20170711","healthcare-related offenses","Controlled Substances Act violation","","Mallinckrodt LLC, a pharmaceutical manufacturer and one of the largest manufacturers of generic oxycodone, agreed to pay $35 million to settle allegations that it violated certain provisions of the Controlled Substances Act that are subject to civil penalties.","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","Ireland","","publicly traded","MNK","IE00BBGT3753","pharmaceuticals","pharmaceuticals","https://www.justice.gov/opa/pr/mallinckrodt-agrees-pay-record-35-million-settlement-failure-report-suspicious-orders","",""
"Masters Pharmaceutical, Inc.","","","","$500,000","$0","$500,000","2009","20090504","healthcare-related offenses","Controlled Substances Act violation","","Masters Pharmaceutical, Inc. agreed to pay $500,000 to settle claims that it provided controlled substances to illegally operating Internet pharmacies and failed to report these suspicious sales to the Drug Enforcement Administration. ","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","Cincinnati","Ohio","","","","","","","","","","","","Ohio Pharmaceutical Wholesaler Agrees to Pay $500,000 in Civil Settlement for Supplying Internet Pharmacies, States News Service, May 4, 2009 (via Nexis).","",""
"McKesson Corporation","McKesson","McKesson","","$150,000,000","$0","$150,000,000","2017","20170117","healthcare-related offenses","Controlled Substances Act violation","","McKesson Corporation, a large distributor of pharmaceutical drugs, agreed to pay a $150 million civil penalty for alleged violations of the Controlled Substances Act relating to the failure to report suspicious orders of products such as oxycodone and hydrocodone.","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","USA","California","publicly traded","NYSE: MCK","US58155Q1031","wholesalers","wholesalers-medical supplies","https://www.justice.gov/opa/pr/mckesson-agrees-pay-record-150-million-settlement-failure-report-suspicious-orders","",""
"Omnicare, Inc.","CVS Health","Omnicare","CVS bought Omnicare in 2015","$50,000,000","$0","$50,000,000","2012","20120511","healthcare-related offenses","Controlled Substances Act violation","","Omnicare, Inc. agreed to pay a $50 million civil penalty to resolve claims its various pharmacy facilities improperly dispensed controlled substances to patients at long-term care facilities across the country.","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","USA","Rhode Island","publicly traded","CVS","US1266501006","retailing","retail-pharmacies","Omnicare in $50 Million Settlement-Largest Controlled Substance Settlement in History, Targeted News Service, May 11, 2012 (via Nexis).","",""
"The Prescription Shop","","","","$500,000","$0","$500,000","2012","20120430","healthcare-related offenses","Controlled Substances Act violation","","","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","","","","","","","","DEA Diversion Investigation Leads to $500,000 Settlement in Internet Pharmacy Case, Targeted News Service, April 30, 2012 (via Nexis).","",""
"Rite Aid Corporation","Rite Aid","Rite Aid","","$834,200","$0","$834,200","2017","20170309","healthcare-related offenses","Controlled Substances Act violation","","Rite Aid Corporation paid $834,200 in civil penalties to the United States to settle claims stemming from alleged violations of the Controlled Substances Act.? The settlement was part of an agreement to resolve allegations that certain Rite Aid pharmacies in Los Angeles dispensed and/or recorded controlled substances using a medical practitioner's incorrect or invalid DEA registration number.","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","USA","Pennsylvania","publicly traded","RAD","US7677548726","retailing","retail-pharmacies","https://www.dea.gov/press-releases/2017/03/09/rite-aid-pays-834200-settlement-alleged-controlled-substances-act","",""
"Rite Aid Corporation","Rite Aid","Rite Aid","","$5,000,000","$0","$5,000,000","2009","20090112","healthcare-related offenses","Controlled Substances Act violation","","Rite Aid Corporation and nine of its subsidiaries in eight states agreed to pay $5 million in civil penalties to settle allegations of violations of the Controlled Substances Act.","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","USA","Pennsylvania","publicly traded","RAD","US7677548726","retailing","retail-pharmacies","Rite Aid Corporation and Subsidiaries Agree to Pay $5 Million in Civil Penalties to Resolve Violations in Eight States of Controlled Substances Act, States News Service, January 12, 2009 (via Nexis).","",""
"Safeway division of Albertson's Companies","Albertsons Companies","Cerberus Capital Management","Safeway was acquired in 2015 by Albertsons, a majority of which was held by Cerberus Capital Management until 2021.","$3,000,000","$0","$3,000,000","2017","20170718","healthcare-related offenses","Controlled Substances Act violation","","The Department of Justice and Safeway (a division of Albertsons Companies, Inc.) reached a civil settlement of allegations the company failed to timely report controlled substances that were missing from pharmacies. Safeway agreed to pay the United States $3 million and implement a compliance agreement reached with the Drug Enforcement Administration to ensure such notification lapses do not happen again.","federal","agency action","Drug Enforcement Administration","civil","","","","","","","","","","","","","","","USA","Idaho","publicly traded","ACI","US0130911037","retailing","retail-supermarkets","https://www.dea.gov/press-releases/2017/07/18/safeway-pharmacies-pay-3-million-resolve-allegations-chain-failed-timely","",""
