"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"9210-7838 Quebec Inc. and 9262-2182 Quebec Inc.","","","","$1,091,450","$0","$1,091,450","2014","20140912","consumer-protection-related offenses","consumer protection violation","","The Federal Trade Commission halted two health care scams that were designed to trick consumers into paying for phony discount cards, which the scammers falsely claimed would provide consumers with health insurance, or help them pay for prescription drugs.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2014/09/ftc-stops-marketers-phony-health-care-discount-schemes-directed","",""
"AAAA Auto Car Brokers, Inc. et al.","","","","$45,000","$0","$45,000","2001","20011113","consumer-protection-related offenses","consumer protection violation","","Two related automotive transport brokers agreed to pay $45,000 in consumer redress to resolve FTC allegations about false claims.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2001/11/two-nevada-automobile-transport-brokers-pay-consumer-redress","",""
"Abernathy Motor Company","","","","$90,000","$0","$90,000","2015","20150610","consumer-protection-related offenses","consumer protection violation","","An Arkansas auto dealer and its owners agreed to pay a $90,000 civil penalty to settle Federal Trade Commission charges that they failed to display a Buyers Guide on used vehicles offered for sale, as required by the FTC's Used Car Rule.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","Arkansas","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2015/06/ftc-action-leads-arkansas-car-dealer-pay-90000-civil-penalty-not","",""
"Academy Collection Service, Inc.","","","","$2,250,000","$0","$2,250,000","2008","20081121","consumer-protection-related offenses","consumer protection violation","","Academy Collection Service Inc. and its owner agreed to pay $2.25 million to settle Federal Trade Commission charges that Academy and its collectors misled, threatened, and harassed consumers; disclosed their debts to third parties; and deposited postdated checks early, in violation of federal law.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2008/11/nationwide-debt-collector-will-pay-225-million-settle-ftc-charges","",""
"Access Resource Services, Inc. and Psychic Readers Network, Inc.","","","","$5,000,000","$0","$5,000,000","2002","20021114","consumer-protection-related offenses","consumer protection violation","","Access Resource Services, Inc. and Psychic Readers Network, Inc. agreed to a stipulated court order stopping all collection efforts on accounts or claims from consumers who purchased or purportedly purchased their pay-per-call or audiotext services and forgiving outstanding consumer charges as part of a settlement with the Federal Trade Commission. The settlement also required the defendants to pay $5 million to the FTC.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2002/11/miss-cleo-promoters-forgive-approximately-500-million-outstanding","",""
"Acquinity Interactive, LLC; 7657030 Canada Inc.,  Revenue Path E-Consulting Pvt, Ltd.; Revenuepath Ltd.","","","","$7,800,000","$0","$7,800,000","2014","20141022","consumer-protection-related offenses","consumer protection violation","","A series of defendants agreed to pay approximately $10 million to the Federal Trade Commission to settle charges that they operated a massive scam that sent unwanted text messages to millions of consumers, many of whom later received illegal robocalls, phony free merchandise offers, and unauthorized charges crammed on their mobile phone bills.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2014/10/defendants-massive-spam-text-message-robocalling-mobile-cramming","",""
"Action Loan Company, Inc.,","","","","$387,000","$0","$387,000","2000","20000824","consumer-protection-related offenses","consumer protection violation","","Action Loan Company, Inc., of Louisville, Kentucky, and its owner agreed to pay a $350,000 civil penalty and up to a total of $37,000 in consumer redress as part of a joint settlement with the Federal Trade Commission and the Department of Housing and Urban Development resolving allegations that they violated a host of federal lending and consumer protection laws when making loans secured by real or personal property to consumers.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2000/08/sub-prime-lender-agrees-pay-350000-civil-penalty-settle-charges","",""
"Adteractive, Inc.","","","","$650,000","$0","$650,000","2007","20071128","consumer-protection-related offenses","consumer protection violation","","A large online advertiser that drove traffic to its websites using spam e-mails with misleading subject lines agreed to settle Federal Trade Commission charges that it failed to disclose that consumers had to spend money to receive the so-called free gifts it offered.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2007/11/major-online-advertiser-settles-ftc-charges-free-gifts-werent","",""
"Advanced Consumer Services","","","","$700,000","$0","$700,000","2002","20020424","consumer-protection-related offenses","consumer protection violation","","An Orlando, Florida-based company doing business as Advanced Consumer Services and its principals agreed to pay approximately $700,000 to settle allegations that they made misrepresentations when telemarketing worthless credit card protection packages to consumers.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2002/04/florida-defendants-pay-700000-redress-alleged-misrepresentations","",""
"Advanced Patch Technologies","","","","$67,471","$0","$67,471","2008","20080930","consumer-protection-related offenses","consumer protection violation","","Marketers of a weight-loss patch agreed to pay $110,539 to settle Federal Trade Commission charges that they violated two 2004 consent orders by continuing to make false claims that their product causes substantial weight loss and weight loss in all users. ","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2008/09/marketers-weight-loss-patch-pay-more-110000-violating-previous","",""
