"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Able Industries Of The Pacific","","","","$10,086","$0","$10,086","2012","20120131","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","","","","","","","","","","","","","","https://www.dol.gov/ofccp/foia/files/Able_Industries_Redacted.pdf","",""
"Aero Simulation, Inc.","","","","$20,026","$0","$20,026","2012","20121031","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","","","","","","","","","","","","","","https://www.dol.gov/ofccp/foia/files/Aero_Simulation_Redacted.pdf","",""
"Aerotek, Inc.","Allegis Group","Allegis Group","","$8,606","$0","$8,606","2014","20141126","employment-related offenses","employment discrimination","disability discrimination","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","","","","","","","USA","Maryland","privately held","","","business services","business services","https://www.dol.gov/ofccp/foia/files/Aerotek_CA_Redacted.pdf","",""
"Aerovironment, Inc.","AeroVironment","AeroVironment","","$37,211","$0","$37,211","2012","20121011","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","","","","","","","USA","California","publicly traded","AVAV","US0080731088","aerospace and military contracting","unmanned aircraft systems","https://www.dol.gov/ofccp/foia/files/Aerovironment_Redacted.pdf","",""
"Aggregate Industries Management, Inc.","Holcim Group","Holcim Group","Holcim bought Aggregate Industries in 2005, prior to its merger with LaFarge in 2015","$22,540","$0","$22,540","2012","20120331","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","","","","","","","Switzerland","","publicly traded","","CH0012214059","building materials","building materials","https://www.dol.gov/ofccp/foia/files/Aggregate_Industries_Inc_Redacted.pdf","",""
"Air Mechanical & Service Corp.","","","","$69,173","$0","$69,173","2009","20091031","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","","","","","","","","","","","","","","https://www.dol.gov/ofccp/foia/files/Air_Mechanical_and_Service_Redacted.pdf","",""
"Aircraft Service International Group","","","","$103,759","$0","$103,759","2007","20070829","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","Los Angeles","California","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA529.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Alden Merrell","","","","$36,925","$0","$36,925","2011","20110630","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","","","","","","","","","","","","","","https://www.dol.gov/ofccp/foia/files/Alden_Merrell_Redacted.pdf","",""
"Allegheny Technologies","ATI Inc.","ATI Inc.","Allegheny Technologies changed its name to ATI Inc. in 2022.","$8,377","$0","$8,377","2012","20120309","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","","","","","","","USA","Pennsylvania","publicly traded","ATI","US01741R1023","metals","metals","https://www.dol.gov/ofccp/foia/files/Allegheny_Wah_Chang_Alabama_Redacted.pdf","",""
"Allen Canning Co.","","","","$14,980","$0","$14,980","2011","20110430","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","","","","","","","","","","","","","","https://www.dol.gov/ofccp/foia/files/Allen_Canning_Co_Turkey_Plant_Redacted.pdf","",""
"Alltel Communications Inc.","Verizon Communications","Verizon Communications","","$275,000","$0","$275,000","2007","20071003","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","Little Rock","Arkansas","","","","","USA","New York","publicly traded","VZ","US92343V1044","telecommunications","telecommunications","https://violationtracker.goodjobsfirst.org/archive/FOIA531.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Alsco","Alsco","Alsco","","$8,313","$0","$8,313","2014","20141224","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","","","","","","","USA","Utah","privately held","","","miscellaneous services","linen and uniform rental","https://www.dol.gov/ofccp/foia/files/Alsco_CA_Redacted.pdf","",""
"Alsco, Inc.","Alsco","Alsco","","$7,757","$0","$7,757","2016","20160616","employment-related offenses","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","","","","","","","USA","Utah","privately held","","","miscellaneous services","linen and uniform rental","https://www.dol.gov/ofccp/foia/files/AlscoCAFinal_Redacted.pdf","",""
"American Ordnance","","","","$50,000","$0","$50,000","2017","20170327","employment-related offenses","employment discrimination","disability discrimination","A munitions manufacturer for the U.S. Army in Iowa agreed to pay two former security officers a total of $50,000 in back pay and other damages after the Office of Federal Contract Compliance Programs found American Ordnance LLC failed to accommodate them as required by Section 503 of the Rehabilitation Act of 1973 and the Americans with Disability Act of 1990.","federal","agency action","Office of Federal Contract Compliance Programs","civil","","","","","","","","","Middletown","Iowa","","","","","","","","","","","","https://www.dol.gov/newsroom/releases/ofccp/ofccp20170327","",""
