"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"1-800-East-West Mortgage Company","","","","$150,000","$0","$150,000","2006","20060906","competition-related offenses","kickbacks and bribery","","The real estate appraisal company 1-800-East-West Mortgage Company agreed to pay $150,000 to settle kickback allegations. ","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","","","","","","","","","","","https://archives.hud.gov/news/2006/pr06-106.cfm","",""
"ABN AMRO Mortgage Group","ABN AMRO","ABN Amro","In 2007 ABN Amro was acquired by a consortium and subsequently divided up and then reconstituted in 2009","$41,000,000","$0","$41,000,000","2006","20060104","consumer-protection-related offenses","mortgage abuses","","The Department of Housing and Urban Development, together with the Justice Department and the Office of the Comptroller of the Currency, announced a more than $41 million settlement against mortgage giant ABN AMRO Mortgage Group for falsifying documents in tens of thousands of loans insured by the Federal Housing Administration.","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","","","","Netherlands","","privately held","","","financial services","banking","https://archives.hud.gov/news/2006/pr06-002.cfm","",""
"Allied Home Mortgage Capital Corporation","Americus Mortgage","Americus Mortgage","","$370,000","$0","$370,000","2003","20031002","consumer-protection-related offenses","consumer protection violation","Real Estate Settlement Procedures Act (RESPA)","The Department of Housing and Urban Development announced a settlement agreement with Allied Home Mortgage Capital Corporation, a large real estate lender. HUD alleged Allied violated the Real Estate Settlement Procedures Act (RESPA) by charging consumers more than the cost of their credit reports, a practice commonly known in the mortgage industry as upcharging. ","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","","","","USA","Texas","privately held","","","financial services","mortgage banking","https://archives.hud.gov/news/2003/pr03-100.cfm","",""
"Alpine Bank & Trust","","","","$1,075,000","$0","$1,075,000","2017","20170310","consumer-protection-related offenses","discriminatory practices (non-employment)","","The U.S. Department of Housing and Urban Development announced an agreement with Alpine Bank & Trust resolving allegations the Northern Illinois-based lender discriminated against African American and Hispanic mortgage applicants.","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","Illinois","","","","","","","","","","","","https://portal.hud.gov/hudportal/HUD?src=/press/press_releases_media_advisories/2017/HUDNo_17-022","",""
"American Financial Network","","","","$5,000","$0","$5,000","2017","20170419","consumer-protection-related offenses","discriminatory practices (non-employment)","","","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","","","","","","","","","","","https://portal.hud.gov/hudportal/HUD?src=/press/press_releases_media_advisories/2017/HUDNo_17-029","",""
"American Rental Management","","","","$34,800","$0","$34,800","2000","20000526","miscellaneous offenses","housing program violation","","","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","","","","","","","","","","","http://portal.hud.gov/hudportal/documents/huddoc?id=AmerRental.dec.5-26-00.pdf","",""
"Associated Bank, N.A.","Associated Banc-Corp","Associated Banc-Corp","","$200,000,000","$0","$200,000,000","2015","20150526","consumer-protection-related offenses","discriminatory practices (non-employment)","","The U.S. Department of Housing and Urban Development announced an agreement with Associated Bank, N.A. to resolve a disparate treatment case, one of the largest redlining complaints brought by the federal government against a mortgage lender. ","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","","","","USA","Wisconsin","publicly traded","ASB","US0454871056","financial services","banking","https://portal.hud.gov/hudportal/HUD?src=/press/press_releases_media_advisories/2015/HUDNo_15-064b","",""
"Bank of America","Bank of America","Bank of America","","$161,180","$0","$161,180","2012","20120607","consumer-protection-related offenses","discriminatory practices (non-employment)","","The U.S. Department of Housing and Urban Development announced that Bank of America agreed to pay up to $161,180 to settle allegations that one of the bank's San Jose, California branches refused to refinance the mortgage of an Irvine woman because she was on maternity leave.","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://archives.hud.gov/local/ca/news/pr2012-06-07.cfm","",""
"Bank of America","Bank of America","Bank of America","","$45,000","$0","$45,000","2013","20131104","consumer-protection-related offenses","discriminatory practices (non-employment)","","The U.S. Department of Housing and Urban Development announced that Bank of America agreed to pay $45,000 to resolve allegations the lender discriminated against pregnant women seeking mortgage loans.  HUD had alleged that the Bank of America refused to refinance the mortgages of two couples in California and Texas because the women were on maternity leave.","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://portal.hud.gov/hudportal/HUD?src=/press/press_releases_media_advisories/2013/HUDNo.13-155","",""
"Bank of America","Bank of America","Bank of America","","$22,449","$0","$22,449","2013","20130606","consumer-protection-related offenses","discriminatory practices (non-employment)","","The U.S. Department of Housing and Urban Development announced that it reached a Conciliation Agreement with Bank of America settling allegations that it violated the Fair Housing Act by denying a borrower's application to modify her mortgage loan because she did not provide sufficient information about the nature of her disability.","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","https://portal.hud.gov/hudportal/HUD?src=/press/press_releases_media_advisories/2013/HUDNo.13-087","",""
