"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Advanced Carbon Composite","","","","$32,500","$0","$32,500","2008","20080430","safety-related offenses","motor vehicle safety violation","","Manufacture and sale of noncompliant motorcycle helmets","federal","agency action","National Highway Traffic Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://one.nhtsa.gov/Laws-&-Regulations/Civil_Penalties_1999%E2%80%932012","",""
"Advanced Carbon Composites","","","","$5,000","$0","$5,000","2010","20100326","safety-related offenses","motor vehicle safety violation","","Inadequate recall - motorcycle helmets. 49 USC 30112, 30115 and 30120","federal","agency action","National Highway Traffic Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://one.nhtsa.gov/Laws-&-Regulations/Civil_Penalties_1999%E2%80%932012","",""
"American Honda Motor Company, Inc.","Honda","Honda","","$70,000,000","$0","$70,000,000","2014","20141229","safety-related offenses","motor vehicle safety violation","","Failure to report certain death and injury incidents. 49 CFR 579.21(b). Failure to report customer satisfaction campaigns, special warranty extensions, and warranty claims. 49 CFR 579.21(c).","federal","agency action","National Highway Traffic Safety Administration","civil","","","","","","","","","","","","","","","Japan","","publicly traded","HMC","JP3854600008","motor vehicles","motor vehicles","https://web.archive.org/web/20180423232014/https://www.nhtsa.gov/press-releases/us-department-transportation-fines-honda-70-million-failing-comply-laws-safeguard","",""
"American Products Company","","","","$650,000","$0","$650,000","2003","20030422","safety-related offenses","motor vehicle safety violation","","Manufacture and sale of noncompliant lamp assemblies","federal","agency action","National Highway Traffic Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://one.nhtsa.gov/Laws-&-Regulations/Civil_Penalties_1999%E2%80%932012","",""
"Blue Bird Body","American Securities LLC","Blue Bird Body Company","American Securities acquired Blue Bird in 2016","$65,000","$0","$65,000","2002","20020109","safety-related offenses","motor vehicle safety violation","","Manufacture and sale of noncompliant school buses","federal","agency action","National Highway Traffic Safety Administration","civil","","","","","","","","","","","","","","","USA","New York","privately held","","","private equity (including portfolio companies)","private equity (including portfolio companies)","https://one.nhtsa.gov/Laws-&-Regulations/Civil_Penalties_1999%E2%80%932012","",""
"BMW","BMW","BMW","","$3,000,000","$0","$3,000,000","2012","20120210","safety-related offenses","motor vehicle safety violation","","Untimely recalls in 2010. 49 USC 30118(c) and 30119(c), 49 CFR 573.6","federal","agency action","National Highway Traffic Safety Administration","civil","","","","","","","","","","","","","","","Germany","","publicly traded","","DE0005190003","motor vehicles","motor vehicles","https://web.archive.org/web/20180424031218/https://www.nhtsa.gov/press-releases/bmw-pay-3-million-civil-penalties-untimely-reporting-2010-recalls","",""
"Brose Auto Group","","","","$9,000","$0","$9,000","2011","20110721","safety-related offenses","motor vehicle safety violation","","Failure to provide full CARS credit to purchasers","federal","agency action","National Highway Traffic Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://one.nhtsa.gov/Laws-&-Regulations/Civil_Penalties_1999%E2%80%932012","",""
"Chapman Chevrolet LLC","","","","$50,000","$0","$50,000","2014","20141001","safety-related offenses","motor vehicle safety violation","","Sale and delivery of unremedied, recalled vehicles in 2010 through 2013. 49 USC 30120(i) and 49 CFR 573.11.","federal","agency action","National Highway Traffic Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.nhtsa.gov/laws-regulations/civil-penalty-settlement-amounts","",""
"DaimlerChrysler Corporation","Stellantis","DaimlerChrysler","Daimler sold Chrysler to Cerberus in 2007, which lost control in Chrysler's bankruptcy in 2009. Fiat acquired Chrysler in 2014. Fiat Chrysler Automobiles and Peugeot SA merged to become Stellantis in 2021.","$400,000","$0","$400,000","2000","20000719","safety-related offenses","motor vehicle safety violation","","Untimely recall ? fuel rail leaks, clutch line failures","federal","agency action","National Highway Traffic Safety Administration","civil","","","","","","","","","","","","","","","Netherlands","","publicly traded","STLA","NL00150001Q9","motor vehicles","motor vehicles","https://one.nhtsa.gov/Laws-&-Regulations/Civil_Penalties_1999%E2%80%932012","",""
"DaimlerChrysler Corporation","Stellantis","DaimlerChrysler","Daimler sold Chrysler to Cerberus in 2007, which lost control in Chrysler's bankruptcy in 2009. Fiat acquired Chrysler in 2014. Fiat Chrysler Automobiles and Peugeot SA merged to become Stellantis in 2021.","$95,000","$0","$95,000","2001","20010109","safety-related offenses","motor vehicle safety violation","","False certification of compliance with FMVSS","federal","agency action","National Highway Traffic Safety Administration","civil","","","","","","","","","","","","","","","Netherlands","","publicly traded","STLA","NL00150001Q9","motor vehicles","motor vehicles","https://one.nhtsa.gov/Laws-&-Regulations/Civil_Penalties_1999%E2%80%932012","",""
