"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"3-State Stockyards, Inc.","","","","$6,750","$0","$6,750","2002","20020424","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","Falls City","Nebraska","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2002NR.pdf","",""
"3-State Stockyards, Inc.","","","","$43,000","$0","$43,000","2013","20130815","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","Falls City","Nebraska","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2013NR.pdf","",""
"4S Cattle Company and Four S Cattle Company","","","","$9,375","$0","$9,375","2012","20120605","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","Bigfoot","Texas","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2012NR.pdf","",""
"Abilene Auction Inc.","","","","$5,000","$0","$5,000","2016","20160421","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","Abilene","Texas","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2016NR.pdf","",""
"AD Byrd Cattle","","","","$50,925","$0","$50,925","2013","20130822","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","Cache","Oklahoma","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2013NR.pdf","",""
"Agri Star Meat & Poultry LLC","","","","$12,000","$0","$12,000","2010","20101021","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","Postville","Iowa","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2010NR.pdf","",""
"Agriprocessors, Inc.","","","","$3,300,000","$0","$3,300,000","2009","20090331","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","Postville","Iowa","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2009NR.pdf","",""
"Agriprocessors, Inc.","","","","$37,500","$0","$37,500","2002","20020326","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","Postville","Iowa","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2002NR.pdf","",""
"Allen County Livestock Auction, LLC","","","","$11,000","$0","$11,000","2011","20110128","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","Gas","Kansas","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2011NR.pdf","",""
"American Beef Company, LLC","","","","$36,000","$0","$36,000","2012","20120202","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","Rockville","Missouri","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2012NR.pdf","",""
