"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Alpha Natural Resources","Alpha Metallurgical Resources","Alpha Metallurgical Resources","","$209,000,000","$0","$209,000,000","2011","20111206","safety-related offenses","workplace safety or health violation","mining violation","Alpha Natural Resources Inc. has agreed to make payments and safety investments totaling $209 million in connection with the criminal investigation of the April 5, 2010, explosion at the Upper Big Branch mine (UBB) in Montcoal, W.Va., announced Attorney General Eric Holder, U.S. Attorney R. Booth Goodwin II for the District of West Virginia and officials with the FBI and Department of Labor's Office of Inspector General. The explosion at the UBB mine claimed the lives of 29 coal miners and injured two others. At the time of the explosion, the mine was owned by Massey Energy Company, whose operations came under Alpha's control in a June 1, 2011, merger.","federal","agency action","Mine Safety and Health Administration","criminal","non-prosecution agreement","","","","","","","","","West Virginia","","","","","USA","Tennessee","publicly traded","AMR","US21241B1008","mining and minerals","coal mining","https://www.dol.gov/newsroom/releases/msha/msha20111206","",""
"Farrell-Cooper Mining Co.","","","","$375,204","$0","$375,204","2010","20101202","safety-related offenses","workplace safety or health violation","mining violation","The U.S. Department of Labor's Mine Safety and Health Administration announced it has reached a settlement agreement with Farrell-Cooper Mining Co. in the 2007 death of an employee at its Rock Island Mine in Le Flore County, Okla. Farrell-Cooper has agreed to pay penalties totaling $375,204 for seven citations issued in the wake of the fatality, including three flagrant violations.","federal","agency action","Mine Safety and Health Administration","civil","","","","","","","","","","Oklahoma","","","","","","","","","","","","https://www.dol.gov/newsroom/releases/msha/msha20101202","",""
"Freeport-McMoran Morenci Inc.","Freeport-McMoRan","Freeport-McMoRan","","$70,000","$0","$70,000","2011","20111103","safety-related offenses","workplace safety or health violation","mining violation","The U.S. Department of Labor's Mine Safety and Health Administration announced today that the Federal Mine Safety and Health Review Commission has upheld two civil penalties issued to Freeport-McMoran Morenci Inc. in Greenlee County, Ariz., in the Sept. 1, 2008, death of a miner. Raymond Saldana, a 67-year-old contractor consultant, had been working on a belt replacement project at the surface copper mine's Number 6 bedding plant when he fell nearly 30 feet to his death through an opening on an elevated walkway. The 4-by-5-foot hole, created by the removal of two steel gratings, was marked off only by a 3.5-inch-wide yellow caution tape affixed to one side of the opening.","federal","agency action","Mine Safety and Health Administration","civil","","","","","","","","","","Arizona","","","","","USA","Arizona","publicly traded","FCX","US35671D8570","mining and minerals","mining","https://web.archive.org/web/20120925144613/http://www.msha.gov/MEDIA/PRESS/2011/NR111103.asp","",""
"Genesis Inc.","","","","$548,865","$0","$548,865","2010","20100319","safety-related offenses","workplace safety or health violation","mining violation","The U.S. Department of Labor's Mine Safety and Health Administration announced that Genesis Inc. has agreed to a settlement of $548,865 for citations and penalties issued as a result of inspections prompted by hazard complaints registered on the heels of a mining fatality. A mechanic at the company's Troy Mine in Lincoln County, Mont., was killed in July 2007 when falling material trapped him in the cab of his truck. An administrative law judge with the Federal Mine Safety and Health Review Commission approved the settlement and ordered the company to make payments to MSHA beginning Feb. 26, 2010.","federal","agency action","Mine Safety and Health Administration","civil","","","","","","","","","","Montana","","","","","","","","","","","","https://web.archive.org/web/20100506220345/http://www.msha.gov/MEDIA/PRESS/2010/NR100319.asp","",""
"Kaiser Aluminum and Chemical Corp.","Kaiser Aluminum","Kaiser Aluminum","","$513,000","$0","$513,000","2000","20001214","safety-related offenses","workplace safety or health violation","mining violation","Kaiser Aluminum and Chemical Corp. agreed to pay $513,000 in civil penalties under an agreement with the U.S. Department of Labor's Mine Safety and Health Administration to settle violations cited in the wake of an explosion at its Gramercy, La., plant in 1999.","federal","agency action","Mine Safety and Health Administration","civil","","","","","","","","","","","","","","","USA","California","publicly traded","KALU","US4830077040","metals","aluminum","http://arlweb.msha.gov/MEDIA/PRESS/2000/NR001214.HTM","",""
"Murray Energy","American Consolidated Natural Resources Inc.","Murray Energy","Murray sold its assets to ACNR in 2020","$3,300,000","$0","$3,300,000","2015","20150916","safety-related offenses","workplace safety or health violation","mining violation","Resolving 1,753 safety violations at five northern West Virginia mines and an initial assessment of $5.1 million in federal fines, an administrative law judge has approved a settlement between the mines' new owner and the U.S. Department of Labor's Mine Safety and Health Administration. The settlement calls for Ohio-based Murray Energy Corp. to pay $3.3 million for the violations issued to the mines and their previous owner, CONSOL Energy Inc. of Pittsburgh.","federal","agency action","Mine Safety and Health Administration","civil","","","","","","","","","","West Virginia","","","","","USA","Ohio","privately held","","","mining and minerals","coal mining","https://www.msha.gov/news-media/press-releases/2015/09/16/msha-murray-energy-reach-global-settlement-1753-violations","",""
"Stillhouse Mining LLC","Alpha Metallurgical Resources","Massey Energy","Alpha, then known as Alpha Natural Resources, bought Massey later in 2011","$761,000","$0","$761,000","2011","20110330","safety-related offenses","workplace safety or health violation","mining violation","The U.S. Department of Labor's Mine Safety and Health Administration announced that the Federal Mine Safety and Health Review Commission has upheld civil penalties assessed against Stillhouse Mining LLC for four flagrant violations of the Federal Mine Safety and Health Act of 1977. The violations were found during a Dec. 3, 2006, inspection of the company's Mine No. 1 operation near Cumberland, Ky.","federal","agency action","Mine Safety and Health Administration","civil","","","","","","","","","Cumberland","Kentucky","","","","","USA","Tennessee","publicly traded","AMR","US21241B1008","mining and minerals","coal mining","https://web.archive.org/web/20110824101951/http://www.msha.gov/MEDIA/PRESS/2011/NR110330.asp","",""
"Tri-Star Mining Inc.","","","","$105,324","$0","$105,324","2009","20090519","safety-related offenses","workplace safety or health violation","mining violation","An administrative law judge of the Federal Mine Safety and Health Review Commission approved a settlement between MSHA and Tri-Star Mining Inc. regarding an April 2007 highwall failure that resulted in the death of two coal miners at the company's western Maryland surface operation. The mine operator agreed to  pay a total of $105,324 in penalties. ","federal","agency action","Mine Safety and Health Administration","civil","","","","","","","","","","","","","","","","","","","","","","http://arlweb.msha.gov/MEDIA/PRESS/2009/NR090519.asp","",""
"Wabash Mine Holding Co.","Alpha Metallurgical Resources","Foundation Coal Holdings","Foundation was bought in 2009 by Alpha, then known as Alpha Natural Resources","$440,000","$0","$440,000","2007","20070516","safety-related offenses","workplace safety or health violation","mining violation","","federal","agency action","Mine Safety and Health Administration","civil","","","","","","","","","","","","","","","USA","Tennessee","publicly traded","AMR","US21241B1008","mining and minerals","coal mining","https://web.archive.org/web/20081008061009/http://www.msha.gov/MEDIA/PRESS/2007/NR070516.asp","",""
"Johnny Perez Nunez","","","","$63,000","$0","$63,000","2008","20080714","safety-related offenses","workplace safety or health violation","mining violation","","federal","agency action","Mine Safety and Health Administration","civil","","","","","","6083779","Cantera El Hoyo","","Isabela","Puerto Rico","","","","","","","","","","","","Extracted from a copy of MSHA's Violations Data Set updated 12/08/2023, available at https://www.msha.gov/mine-data-retrieval-system","",""
