"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"1-800-BAR NONE, A FINANCIAL C","","","","$50,001","$0","$50,001","2008","20080114","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","California","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"AAA ENTERTAINMENT LLC","","","","$50,001","$0","$50,001","2006","20060821","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Illinois","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"Aaron Enterprises Inc","","","","$50,001","$0","$50,001","2009","20090904","employment-related offenses","benefit plan administrator violation","","Non Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Pennsylvania","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"ABBEY PARTY RENTS OF WASH INC","","","","$100,001","$0","$100,001","2014","20140523","employment-related offenses","benefit plan administrator violation","","Non Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Washington","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $100,001 and up."
"A. C. FREIGHT SYSTEMS","","","","$50,001","$0","$50,001","2005","20050516","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","California","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"ACCOR NORTH AMERICA CORPORATION","","","","$50,001","$0","$50,001","2008","20080114","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Texas","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"ACE TRUCKING COMPANY, INC.","","","","$50,001","$0","$50,001","2007","20070206","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Tennessee","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"ADAMS BROTHERS PRODUCE COMPANY, INC","","","","$50,001","$0","$50,001","2004","20040217","employment-related offenses","benefit plan administrator violation","","Non Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Alabama","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"ADAMS, HARKNESS & HILL, INC","","","","$50,001","$0","$50,001","2006","20061002","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Massachusetts","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"ADELANO CORPORATION OF MICHIGAN","","","","$50,001","$0","$50,001","2006","20060627","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Ohio","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"Advanced Communication Technology, Inc.","","","","$100,001","$0","$100,001","2006","20060728","employment-related offenses","benefit plan administrator violation","","Non Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $100,001 and up."
"AEHR TEST SYSTEMS","Aehr Test Systems","Aehr Test Systems","","$50,001","$0","$50,001","2007","20070223","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","California","","","","","USA","California","publicly traded","AEHR","US00760J1088","electrical and electronic equipment","electronic testing equipment","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"AEHR TEST SYSTEMS","Aehr Test Systems","Aehr Test Systems","","$50,001","$0","$50,001","2006","20061211","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","California","","","","","USA","California","publicly traded","AEHR","US00760J1088","electrical and electronic equipment","electronic testing equipment","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"AEROVOX INC.","","","","$50,001","$0","$50,001","2005","20050907","employment-related offenses","benefit plan administrator violation","","Non Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Massachusetts","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"AFFORDABLE FIRE PROTECTION, INC.","","","","$50,001","$0","$50,001","2008","20081110","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Georgia","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"AHLSTROM USA, INC.","Bain Capital","Ahlstrom","Ahlstrom and Munksjo merged in 2017 to form Ahlstrom-Munksjo, which was acquired by Bain Capital in 2021.","$50,001","$0","$50,001","2008","20080208","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Connecticut","","","","","USA","Massachusetts","privately held","","","private equity (including portfolio companies)","private equity (including portfolio companies)","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"AIRPORT HOSPITALITY, LTD","","","","$50,001","$0","$50,001","2006","20061113","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","New York","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
"A.J. Desjardins Roofing Co","","","","$100,001","$0","$100,001","2006","20061127","employment-related offenses","benefit plan administrator violation","","Non Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","New Hampshire","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $100,001 and up."
"AKERS NATIONAL ROLL","","","","$50,001","$0","$50,001","2007","20070212","employment-related offenses","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","Pennsylvania","","","","","","","","","","","","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000."
