"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Accord Ship Management","","","","$1,750,000","$0","$1,750,000","2007","20070920","environment-related offenses","environmental violation","","India-based shipping company Accord Ship Management pleaded guilty in connection with the illegal dumping of oily sludge, bilge wastes, and oil contaminated ballast water from one of the company's ships, the M/V Sportsqueen.","federal","agency action","U.S. Coast Guard referral to the Justice Department","criminal","","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/opa/pr/2007/September/07_enrd_739.html","",""
"Agrium US Inc. and Royster-Clark Inc","Nutrien Ltd.","Agrium","Nutrien was formed through the merger of Agrium and PotashCorp in 2018","$750,000","$0","$750,000","2007","20070206","environment-related offenses","environmental violation","","To settle a Clean Air Act case, a nitric acid production facility agreed to pay $750,000 in civil penalties and install state-of-the-art pollution control equipment at the facility. ","federal","agency action","U.S. Coast Guard referral to the Justice Department","civil","","","","","","","","","","Ohio","","","","","Canada","","publicly traded","","CA67077M1086","chemicals","fertilizers","https://yosemite.epa.gov/opa/admpress.nsf/e51aa292bac25b0b85257359003d925f/717e39cabdccef968525727a0069448a!OpenDocument","",""
"B.Navi Ship Management Services","","","","$1,500,000","$0","$1,500,000","2008","20080709","environment-related offenses","environmental violation","","Italian shipping company B.Navi Ship Management Services was sentenced to pay $1,500,000--a $1.2 million criminal fine and a $300,000 community service payment--and to serve three years of probation in connection with the illegal dumping of oily sludge, bilge wastes, and oil-contaminated ballast water from the M/V Windsor Castle, a 27,000 gross-ton bulk carrier vessel.","federal","agency action","U.S. Coast Guard referral to the Justice Department","civil","","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/opa/pr/2008/July/08-enrd-594.html","",""
"Carbofin S.p.A.","Carboflotta Group","Carboflotta Group","","$2,750,000","$0","$2,750,000","2015","20150306","environment-related offenses","environmental violation","","Carbofin S.p.A., an Italian domiciled company that owned and operated the M/T Marigola was sentenced to pay an overall criminal penalty of $2.75 million by the Honorable Virginia M. Hernandez Covington for knowingly falsifying the vessel's oil record book in violation of the Act to Prevent Pollution from Ships, announced the Department of Justice Environment and Natural Resources Division and the U.S. Attorneys Office for the Middle District of Florida.","federal","agency action","U.S. Coast Guard referral to the Justice Department","criminal","","","","","","","","","","","","","","","Italy","","privately held","","","freight and logistics","ocean shipping","http://www.justice.gov/opa/pr/italian-shipping-company-fined-275-million-environmental-crimes","",""
"Cardiff Marine Inc","Cardiff Marine","Cardiff Marine","","$2,400,000","$0","$2,400,000","2011","20110223","environment-related offenses","environmental violation","","Cardiff Marine Inc, a Liberian-registered shipping company, was sentenced in federal court in Baltimore after pleading guilty to a felony violation of the Act to Prevent Pollution from Ships. The company admitted falsifying records of illegal discharges of oily waste from the M/V Capitola, making false statements to the Coast Guard and other acts of concealment. U.S. District Judge Marvin J. Garbis sentenced Cardiff to pay a $2.4 million fine and serve three years probation, subject to an environmental compliance plan that includes audits by an independent third party auditor.","federal","agency action","U.S. Coast Guard referral to the Justice Department","civil","","","","","","","","","","","","","","","Greece","","privately held","","","freight and logistics","ocean shipping","http://www.justice.gov/opa/pr/liberian-shipping-company-sentenced-pay-24-million-falsifying-oil-record-book-and-lying-cover","",""
"Chian Spirit Maritime Enterprises, Inc. and Venetico Marine","","","","$1,250,000","$0","$1,250,000","2007","20070129","environment-related offenses","environmental violation","","Greek-based shipping companies Chian Spirit Maritime Enterprises, Inc. and Venetico Marine each pleaded guilty to a felony violation related to the operation of the M/V Irene E.M., a large bulk carrier. Chian Spirit, the carrier owner, and Venetico, the carrier operator, admitted to violating the Act to Prevent Pollution from Ships (APPS) by misleading U.S. Coast Guard investigators during the vessel's port call to the United States in December 2005. The companies were sentenced by the Court to pay a total criminal penalty of $1.25 million dollars and to implement a detailed, court-monitored Environmental Compliance Plan. A portion of the penalty amount ($250,000) was to be dedicated to a marine-based environmental enhancement community service project.","federal","agency action","U.S. Coast Guard referral to the Justice Department","criminal","","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/opa/pr/2007/January/07_enrd_053.html","",""
"Columbia Shipmanagement (Deutschland) GmbH  and Columbia Shipmanagement Ltd.","Columbia Shipmanagement","Columbia Shipmanagement","","$10,400,000","$0","$10,400,000","2013","20130723","environment-related offenses","environmental violation","","Two shipping firms based in Germany and Cyprus were sentenced in federal court in Newark, N.J., to pay a $10.4 million penalty for felony obstruction of justice charges and violating the Act to Prevent Pollution from Ships related to the deliberate concealment of vessel pollution from four ships that visited ports in New Jersey, Delaware and Northern California, the U.S. Attorney's Offices in New Jersey and Delaware, the U.S. Department of Justice Environment and Natural Resources Division and the U.S. Coast Guard announced.","federal","agency action","U.S. Coast Guard referral to the Justice Department","civil","","","","","","","","","","","","","","","Cyprus","","privately held","","","freight and logistics","ocean shipping","http://www.justice.gov/opa/pr/two-shipping-firms-sentenced-pay-104-million-obstructing-justice-and-environmental-crimes","",""
"Consultores de Navegacion","","","","$2,080,000","$0","$2,080,000","2009","20090727","environment-related offenses","environmental violation","","Consultores de Navegacion, a Spanish company that operated the M/T Nautilus, an ocean-going chemical tanker ship, was sentenced to pay a fine of more than $2 million and serve three years of probation for criminal violations related to the overboard discharge of oil-contaminated bilge waste on the high seas.","federal","agency action","U.S. Coast Guard referral to the Justice Department","criminal","","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/ship-operator-sentenced-pay-more-2-million-fine-concealing-pollution-high-seas","",""
"Corpus Christi Day Cruise, Ltd.","","","","$300,000","$0","$300,000","2006","20060315","environment-related offenses","environmental violation","","Corpus Christi Day Cruise, Ltd., operator of the M/V Texas Treasure, pleaded guilty to obstructing a U.S. Coast Guard investigation into whether the ship had illegally discharged waste oil and deliberately bypassed its pollution prevention equipment. The company agreed to pay a penalty of $300,000.","federal","agency action","U.S. Coast Guard referral to the Justice Department","criminal","","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/opa/pr/2006/March/06_enrd_140.html","",""
"D/S Progress","","","","$250,000","$0","$250,000","2002","20020308","environment-related offenses","environmental violation","","Danish shipping company D/S Progress was sentenced to pay a $250,000 criminal fine for conspiring to conceal a hazardous leak in the hull of an oil tanker that visited Baltimore, for failing to report emergency discharges to save the ship and for presenting false log books to the U.S. Coast Guard in order to disguise the leak, emergency discharges and other deliberate acts of dumping oil.","federal","agency action","U.S. Coast Guard referral to the Justice Department","criminal","","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/opa/pr/2002/March/02_enrd_131.htm","",""
