"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"AAR AIRCRAFT SERVICES INC","AAR Corp.","AAR Corp.","","$60,000","$0","$60,000","2016","20160127","safety-related offenses","aviation safety violation","","MAINTENANCE","federal","agency action","Federal Aviation Administration","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","AIR","US0003611052","aerospace and military contracting","aerospace & military contracting","https://www.faa.gov/about/office_org/headquarters_offices/agc/practice_areas/enforcement/reports/","",""
"AAR SERVICES INC","AAR Corp.","AAR Corp.","","$115,000","$0","$115,000","2015","20150710","safety-related offenses","aviation safety violation","","MAINTENANCE","federal","agency action","Federal Aviation Administration","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","AIR","US0003611052","aerospace and military contracting","aerospace & military contracting","https://www.faa.gov/about/office_org/headquarters_offices/agc/practice_areas/enforcement/reports/","",""
"AAR SERVICES INC","AAR Corp.","AAR Corp.","","$90,000","$0","$90,000","2006","20060807","safety-related offenses","aviation safety violation","","HAZ MAT ","federal","agency action","Federal Aviation Administration","civil","","","2006CE700006 ","","","","","","","","","","","","USA","Illinois","publicly traded","AIR","US0003611052","aerospace and military contracting","aerospace & military contracting","https://www.faa.gov/about/office_org/headquarters_offices/agc/practice_areas/enforcement/reports/","",""
"ABX AIR INC","Air Transport Services Group","Airborne Inc.","After DHL acquired Airborne in 2003, ABX was spun off. In 2007 it merged with Cargo Holdings International to form Air Transport Services Group.","$55,000","$0","$55,000","2002","20020711","safety-related offenses","aviation safety violation","","HAZ MAT ","federal","agency action","Federal Aviation Administration","civil","","","2000CE010054 ","","","","","","","","","","","","USA","Ohio","publicly traded","ATSG","US00922R1059","freight and logistics","air cargo","https://www.faa.gov/about/office_org/headquarters_offices/agc/practice_areas/enforcement/reports/","",""
"ABX AIR INC","Air Transport Services Group","Airborne Inc.","After DHL acquired Airborne in 2003, ABX was spun off. In 2007 it merged with Cargo Holdings International to form Air Transport Services Group.","$55,000","$0","$55,000","2000","20000509","safety-related offenses","aviation safety violation","","HAZ MAT ","federal","agency action","Federal Aviation Administration","civil","","","1997SO730531 ","","","","","","","","","","","","USA","Ohio","publicly traded","ATSG","US00922R1059","freight and logistics","air cargo","https://www.faa.gov/about/office_org/headquarters_offices/agc/practice_areas/enforcement/reports/","",""
"AEKO KULA INC","","","","$48,000","$0","$48,000","2013","20130713","safety-related offenses","aviation safety violation","","DRUG TESTING","federal","agency action","Federal Aviation Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.faa.gov/about/office_org/headquarters_offices/agc/practice_areas/enforcement/reports/","",""
"AEROLITORAL S A DE C V","","","","$90,000","$0","$90,000","2013","20131122","safety-related offenses","aviation safety violation","","HAZ MAT ","federal","agency action","Federal Aviation Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.faa.gov/about/office_org/headquarters_offices/agc/practice_areas/enforcement/reports/","",""
"AEROVIAS DE MEXICO S A DE C V","","","","$80,000","$0","$80,000","2004","20041012","safety-related offenses","aviation safety violation","","MAINTENANCE ","federal","agency action","Federal Aviation Administration","civil","","","2002SW230010 ","","","","","","","","","","","","","","","","","","","https://www.faa.gov/about/office_org/headquarters_offices/agc/practice_areas/enforcement/reports/","",""
"AEROVIAS DE MEXICO S A DE C V","","","","$55,000","$0","$55,000","2014","20141023","safety-related offenses","aviation safety violation","","HAZ MAT ","federal","agency action","Federal Aviation Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.faa.gov/about/office_org/headquarters_offices/agc/practice_areas/enforcement/reports/","",""
"AIR CHINA CARGO CO LTD","","","","$55,000","$0","$55,000","2008","20081124","safety-related offenses","aviation safety violation","","HAZ MAT ","federal","agency action","Federal Aviation Administration","civil","","","2008NM700080 ","","","","","","","","","","","","","","","","","","","https://www.faa.gov/about/office_org/headquarters_offices/agc/practice_areas/enforcement/reports/","",""
