"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"AEDC (USA) INC.","","","","$10,000","$0","$10,000","2000","20001129","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","","","","","","","","https://www.bsee.gov/site-page/2000-civil-penalties","",""
"Aera Energy LLC","Shell PLC","Shell PLC","Royal Dutch Shell changed its name to Shell PLC in 2022","$73,000","$0","$73,000","2001","20010504","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","","GB00B03MLX29","oil and gas","oil & gas","https://www.bsee.gov/site-page/2001-civil-penalties","",""
"Aera Energy LLC","Shell PLC","Shell PLC","Royal Dutch Shell changed its name to Shell PLC in 2022","$48,000","$0","$48,000","2000","20000425","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","","GB00B03MLX29","oil and gas","oil & gas","https://www.bsee.gov/site-page/2000-civil-penalties","",""
"Aera Energy LLC","Shell PLC","Shell PLC","Royal Dutch Shell changed its name to Shell PLC in 2022","$25,000","$0","$25,000","2004","20040204","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","","GB00B03MLX29","oil and gas","oil & gas","https://www.bsee.gov/site-page/2004-civil-penalties","",""
"Alliance Oilfield Services","","","","$40,000","$0","$40,000","2013","20131106","environment-related offenses","environmental violation","offshore drilling violation","During the course of a BSEE investigation into an incident with a fatality. It was discovered that the contract operator failed conduct all operations in a safe and workmanlike manner by failing to address safety hazards and equipment deficiencies while conducting platform decommissioning operations to plug and abandon the wells.  April 18, 2011 ","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","","","","","","","","https://www.bsee.gov/sites/bsee.gov/files/summary-of-civil-penalties-paid/reports/cp-paid-2013.pdf","",""
"Amerada Hess Corporation","Hess Corp.","Hess Corp.","","$36,000","$0","$36,000","2002","20020418","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","HES","US42809H1077","oil and gas","oil & gas","https://www.bsee.gov/site-page/2002-civil-penalties","",""
"Amerada Hess Corporation","Hess Corp.","Hess Corp.","","$10,000","$0","$10,000","2003","20030129","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","HES","US42809H1077","oil and gas","oil & gas","https://www.bsee.gov/site-page/2003-civil-penalties","",""
"Amoco Production Company","BP","BP","","$23,000","$0","$23,000","2001","20010113","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","https://www.bsee.gov/site-page/2001-civil-penalties","",""
"Amoco Production Company","BP","BP","","$18,000","$0","$18,000","2000","20000113","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","https://www.bsee.gov/site-page/2000-civil-penalties","",""
"Amoco Production Company","BP","BP","","$15,000","$0","$15,000","2002","20020402","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","https://www.bsee.gov/site-page/2002-civil-penalties","",""
"Amoco Production Company","BP","BP","","$12,000","$0","$12,000","2000","20000429","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","https://www.bsee.gov/site-page/2000-civil-penalties","",""
"Anadarko E&P Company LP","Occidental Petroleum","Anadarko Petroleum","Occidental bought Anadarko in 2019","$96,750","$0","$96,750","2004","20040820","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","California","publicly traded","OXY","US6745991058","oil and gas","oil & gas","https://www.bsee.gov/site-page/2004-civil-penalties","",""
"Anadarko E&P Company LP","Occidental Petroleum","Anadarko Petroleum","Occidental bought Anadarko in 2019","$13,500","$0","$13,500","2005","20050412","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","California","publicly traded","OXY","US6745991058","oil and gas","oil & gas","https://www.bsee.gov/site-page/2005-civil-penalties","",""
"Anadarko Petroleum","Occidental Petroleum","Anadarko Petroleum","Occidental bought Anadarko in 2019","$80,000","$0","$80,000","2009","20091014","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","California","publicly traded","OXY","US6745991058","oil and gas","oil & gas","https://www.bsee.gov/sites/bsee.gov/files/summary-of-civil-penalties-paid/safety/cp-paid-2009-webpage.pdf","",""
"Anadarko Petroleum","Occidental Petroleum","Anadarko Petroleum","Occidental bought Anadarko in 2019","$8,500","$0","$8,500","2000","20000726","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","California","publicly traded","OXY","US6745991058","oil and gas","oil & gas","https://www.bsee.gov/site-page/2000-civil-penalties","",""
"Anadarko Petroleum Corp.","Occidental Petroleum","Anadarko Petroleum","Occidental bought Anadarko in 2019","$50,000","$0","$50,000","2013","20131011","environment-related offenses","environmental violation","offshore drilling violation","During the course of a BSEE inspection, it was discovered that the pit level alarm was disabled and the flow show alarm was also disabled.","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","California","publicly traded","OXY","US6745991058","oil and gas","oil & gas","https://www.bsee.gov/sites/bsee.gov/files/summary-of-civil-penalties-paid/reports/cp-paid-2013.pdf","",""
"Anadarko Petroleum Corporation","Occidental Petroleum","Anadarko Petroleum","Occidental bought Anadarko in 2019","$70,000","$0","$70,000","2014","20141010","environment-related offenses","environmental violation","offshore drilling violation","During a BSEE incident investigation, it was discovered that Anardarko failed to develop and use a management system for operation of the subsea BOP system, which includes procedures for prevention of accidental or unplanned disconnects of the system. It was also found that the driller's energized BOP panel was accessed with ongoing wireline operations in the well bore. No JSA had been developed and no Permit to Work had been issued because appropriate personnel were not aware of the action.  Dec. 8, 2011 - Feb.19, 2012; Feb. 19, 2012 ","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","California","publicly traded","OXY","US6745991058","oil and gas","oil & gas","https://www.bsee.gov/sites/bsee.gov/files/summary-of-civil-penalties-paid/safety/cp-paid-2014-revised-42115.pdf","",""
"Anadarko Petroleum Corporation","Occidental Petroleum","Anadarko Petroleum","Occidental bought Anadarko in 2019","$37,000","$0","$37,000","2014","20140923","environment-related offenses","environmental violation","offshore drilling violation","During the course of a BSEE investigation involving injuries, it was discovered that a composite air pressure vessel exploded causing a large fireball and flying shrapnel, followed by a venting sound. The Subsea personnel were injured, receiving second and third degree burns from the flash fire.  November 2, 2013 ","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","California","publicly traded","OXY","US6745991058","oil and gas","oil & gas","https://www.bsee.gov/sites/bsee.gov/files/summary-of-civil-penalties-paid/safety/cp-paid-2014-revised-42115.pdf","",""
"Anglo-Suisse Offshore Partners LLC","","","","$60,000","$0","$60,000","2015","20151019","environment-related offenses","environmental violation","offshore drilling violation","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","","","","","","","","http://www.bsee.gov/uploadedFiles/BSEE/Enforcement/Civil_Penalties_and_Appeals/CP%20Paid%202015.pdf","",""
"ANKOR Energy LLC","","","","$25,000","$0","$25,000","2015","20150806","environment-related offenses","environmental violation","offshore drilling violation","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","","","","","","","","http://www.bsee.gov/uploadedFiles/BSEE/Enforcement/Civil_Penalties_and_Appeals/CP%20Paid%202015.pdf","",""
"Ankor Energy LLC","","","","$15,000","$0","$15,000","2012","20120326","environment-related offenses","environmental violation","offshore drilling violation","During a BSEE inspection, the inspectors discovered that the Operator removed the LSH on the Booster Compressor No. 2 Suction Scrubber and capped off the sensing line from the vessel to the Compressor shut down panel.  February 16, 2011 ","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","","","","","","","","https://www.bsee.gov/sites/bsee.gov/files/summary-of-civil-penalties-paid/safety/cp-paid-2012.pdf","",""
"ANKOR Energy, LLC","","","","$35,000","$0","$35,000","2015","20150611","environment-related offenses","environmental violation","offshore drilling violation","During the course of a BSEE investigation of an injury, a floorhand sustained a finger injury during casing lifting operations onboard a jack-up rig during drilling operations. The injury was caused by an unsupported casing joint.  February 14, 2014 ","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","","","","","","","","https://www.bsee.gov/sites/bsee.gov/files/summary-of-civil-penalties-paid/safety/cp-paid-2015.pdf","",""
"Apache Corp","APA Corporation","APA Corporation","Apache Corp. changed its name to APA Corporation in 2021","$85,000","$0","$85,000","2008","20080429","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","APA","US03743Q1085","oil and gas","oil & gas","https://www.bsee.gov/site-page/2008-civil-penalties","",""
"Apache Corporation","APA Corporation","APA Corporation","Apache Corp. changed its name to APA Corporation in 2021","$480,000","$0","$480,000","2012","20120502","environment-related offenses","environmental violation","offshore drilling violation","During the course of a BSEE inspection, the inspectors discovered the isolation valve for the surface controlled subsurface safety valve (SCSSV) was found to be shut / bypassed and not flagged or monitored.  Aug. 23 - Aug. 31, 2011 (2 violations) ","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","APA","US03743Q1085","oil and gas","oil & gas","https://www.bsee.gov/sites/bsee.gov/files/summary-of-civil-penalties-paid/safety/cp-paid-2012.pdf","",""
"Apache Corporation","APA Corporation","APA Corporation","Apache Corp. changed its name to APA Corporation in 2021","$446,000","$0","$446,000","2007","20070830","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","APA","US03743Q1085","oil and gas","oil & gas","https://www.bsee.gov/site-page/2007-civil-penalties","",""
"Apache Corporation","APA Corporation","APA Corporation","Apache Corp. changed its name to APA Corporation in 2021","$435,000","$0","$435,000","2010","20100423","environment-related offenses","environmental violation","offshore drilling violation","The level controller had been removed from the caisson sump, therefore the sump system could not automatically maintain oil at a level sufficient to prevent discharge into the Gulf of Mexico.","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","APA","US03743Q1085","oil and gas","oil & gas","https://www.bsee.gov/Inspection-and-Enforcement/Civil-Penalties-and-Appeals/2010-Civil/Criminal-Penalties","",""
"Apache Corporation","APA Corporation","APA Corporation","Apache Corp. changed its name to APA Corporation in 2021","$360,000","$0","$360,000","2014","20140904","environment-related offenses","environmental violation","offshore drilling violation","During the course of a BSEE onsite inspection, it was discovered that the fire and gas detection system for several portable buildings were found with the power switch in the off position rendering the system inoperable and disabling the backup battery system, leaving the building without adequate fire detection.  June 24-27, 2013 (4 violations) ","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","APA","US03743Q1085","oil and gas","oil & gas","https://www.bsee.gov/sites/bsee.gov/files/summary-of-civil-penalties-paid/safety/cp-paid-2014-revised-42115.pdf","",""
"Apache Corporation","APA Corporation","APA Corporation","Apache Corp. changed its name to APA Corporation in 2021","$270,000","$0","$270,000","2013","20130612","environment-related offenses","environmental violation","offshore drilling violation","During the course of a BSEE inspection, inspectors determined that the fire loop system was bypassed and blocked out of service as they were performing a Temperature Safety Element function test over the sump pump (PBH 6120) and the high pressure test separator (MBD 1020). It was also discovered that the main fire loop header manifold system had been capped off inside of the master panel.  January 7, 2013 ","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","APA","US03743Q1085","oil and gas","oil & gas","https://www.bsee.gov/sites/bsee.gov/files/summary-of-civil-penalties-paid/reports/cp-paid-2013.pdf","",""
"Apache Corporation","APA Corporation","APA Corporation","Apache Corp. changed its name to APA Corporation in 2021","$255,000","$0","$255,000","2010","20100423","environment-related offenses","environmental violation","offshore drilling violation","On May 2, 2009, the Surface-Controlled Subsurface Safety Valve (SCSSV) at Well JA-001, failed due to a leakage rate greater than the allowable rate of 5 cubic feet/minute. Records indicate that no corrective action to remove, repair, reinstall, or replace was taken prior to the May 19, 2009, notification of inspection.","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","APA","US03743Q1085","oil and gas","oil & gas","https://www.bsee.gov/Inspection-and-Enforcement/Civil-Penalties-and-Appeals/2010-Civil/Criminal-Penalties","",""
"Apache Corporation","APA Corporation","APA Corporation","Apache Corp. changed its name to APA Corporation in 2021","$120,000","$0","$120,000","2016","20160428","environment-related offenses","environmental violation","offshore drilling violation","During an inspection, BSEE inspectors discovered that a crane pre-use inspection had identified several deficiencies and platform crane was not placed in restricted service or taken out of service. Crane deficiencies included: hydraulic and boom winch leaks, corrosion on the boom tip, and main hoist and aux wince cables were improperly installed.","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","APA","US03743Q1085","oil and gas","oil & gas","https://www.bsee.gov/sites/bsee.gov/files/cp_paid_2nd_qtr_2016.pdf","",""
"Apache Corporation","APA Corporation","APA Corporation","Apache Corp. changed its name to APA Corporation in 2021","$82,000","$0","$82,000","2005","20050302","environment-related offenses","offshore drilling violation","","","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","APA","US03743Q1085","oil and gas","oil & gas","https://www.bsee.gov/site-page/2005-civil-penalties","",""
"Apache Corporation","APA Corporation","APA Corporation","Apache Corp. changed its name to APA Corporation in 2021","$80,000","$0","$80,000","2011","20110701","environment-related offenses","environmental violation","offshore drilling violation","During the course of a BSEE inspection, the inspector discovered several violations throughout the facility. The violations were: 1. Sections of grating were missing on the boat landing, creating an open-hole hazard in the path of an egress route. The open hole was also discovered unprotected and not barricaded. 2. The wellhead / casing deck supports had severe corrosion, pitting, and holes thereby creating an unsafe work area. 3. The wellhead / casing head for 2 wells were severely rusted requiring immediate repair and/or replacement thereby creating a threat.  4. Casing valves grease fittings were severely rusted and corroded requiring immediate replacement.","federal","agency action","Bureau of Safety and Environmental Enforcement","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","APA","US03743Q1085","oil and gas","oil & gas","https://www.bsee.gov/Inspection-and-Enforcement/Civil-Penalties-and-Appeals/2011-Civil/Criminal-Penalties","",""
