"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"21st Centrury Technologies, Inc.","","","","$6,000","$0","$6,000","2004","20040413","safety-related offenses","nuclear safety violation","","On April 13, 2004, a Notice of Violation and Proposed Imposition of Civil Penalty in the amount of $6,000 was issued for a Severity Level III problem that resulted from the licensee's failure to ensure compliance with their NRC exempt distribution license. Specifically, the licensee did not obtain the required NRC authorization before distributing tritium-bearing gun sights and other devices that were not authorized by their license.","federal","agency action","Nuclear Regulatory Commission","civil","","","","","","","","","","Texas","","","","","","","","","","","","https://www.nrc.gov/reading-rm/doc-collections/enforcement/actions/materials/ea03187i.html","",""
"Accurate NDE & Inspection, LLC","","","","$13,000","$0","$13,000","2007","20070320","safety-related offenses","nuclear safety violation","","On March 20, 2007, a Notice of Violation and Proposed Imposition of Civil Penalty in the amount of $13,000 was issued for a Severity Level III problem. The violations involved the failure to secure from unauthorized removal or limit access to a radiographic exposure device that was being improperly stored on an offshore platform, which was in a controlled area or unrestricted area; the failure to wear required personnel dosimetry during radiographic operations; and the failure to provide complete and accurate information on documents provided to an NRC inspector. Because willfulness was associated with the problem, the NRC considered whether credit was warranted for Identification and Corrective Action in accordance with the civil penalty assessment process in the NRC Enforcement Policy, and determined that in this case, it was not.","federal","agency action","Nuclear Regulatory Commission","civil","","","","","","","","","","Louisiana","","","","","","","","","","","","https://www.nrc.gov/docs/ML0707/ML070790720.pdf","",""
"Accurate NDE and Inspection, LLC","","","","$13,500","$0","$13,500","2011","20111219","safety-related offenses","nuclear safety violation","","On December 19, 2011, an Immediately Effective Confirmatory Order was issued to Accurate NDE and Inspection, LLC (Accurate), to confirm commitments made as a result of an Alternative Dispute Resolution (ADR) mediation session held on September 28, 2011. This enforcement action is based on two willful violations involving (1) the failure to maintain accurate personnel monitoring information; and (2) the failure to comply with a state license requirement for radiographers to notify the licensee radiation safety officer (RSO) before attempting to retrieve a disconnected source. Three additional violations were identified involving (1) the failure to wear personnel dosimeters while performing radiographic operations; (2) the failure to conduct a radiation survey when a radiographic exposure device was placed into storage; and (3) the failure to immediately report the loss of a sealed source. Accurate agreed to take a number of actions including (1) providing and recording initial and annual training to deter willful violations and address specified related topics; (2) developing and submitting procedures for training the RSO or any manager designated to be on-call; (3) submitting copies of procedures to the NRC when performing radiographic operations in NRC jurisdiction; and (4) paying a civil penalty in the amount of $13,500.","federal","agency action","Nuclear Regulatory Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://www.nrc.gov/about-nrc/regulatory/enforcement/current/materials-actions/2011.html","",""
"Advanced Medical Imaging and Nuclear Services","","","","$43,200","$0","$43,200","2002","20021022","safety-related offenses","nuclear safety violation","","On October 22, 2002, a Notice of Violation and Proposed Imposition of Civil Penalty in the amount of $43,200 was issued for a Severity Level II problem involving willfully using byproduct material without an Authorized User, failing to appoint a Radiation Safety Officer, and creating incomplete and inaccurate records. Although the normal civil penalty assessment process would have resulted in a base civil penalty, the NRC exercised discretion in accordance with Section VIIA.3 of the Enforcement Policy and assessed a base civil penalty for each day the violation continued after the licensee's consultant raised the issue. Discretion was warranted base on the egregiousness of the violations, the level of management involved, the economic benefit of being in noncompliance, and the failure to take corrective action after the consultant's findings.","federal","agency action","Nuclear Regulatory Commission","civil","","","","","","","","","","Pennsylvania","","","","","","","","","","","","https://www.nrc.gov/reading-rm/doc-collections/enforcement/actions/materials/ea02072.html","",""
"Alaska Industrial X-Ray, Inc.","","","","$20,800","$0","$20,800","2008","20080820","safety-related offenses","nuclear safety violation","","On August 20, 2008, a Notice of Violation and Proposed Imposition of Civil Penalty in the amount of $20,800 was issued to Alaska Industrial X-Ray, Inc. for a willful Severity Level II problem involving (1) performing radiography at a location other than a permanent radiographic installation without the presence of two qualified individuals, in violation of 10 CFR 34.41(a), and (2) failing to provide the NRC with information that was complete and accurate in all material respects, in violation of 10 CFR 30.9(a). The NRC also issued an immediately effective Order Modifying License to require additional actions by the licensee to provide reasonable assurance that the health and safety of the public will be protected.","federal","agency action","Nuclear Regulatory Commission","civil","","","","","","","","","","Alaska","","","","","","","","","","","","https://www.nrc.gov/docs/ML0823/ML082350117.pdf","",""
"All Tech Corporation","","","","$6,000","$0","$6,000","2004","20040427","safety-related offenses","nuclear safety violation","","On April 27, 2004, a Notice of Violation and Proposed Imposition of Civil Penalty in the amount of $6,000 was issued for a Severity Level III problem involving the deliberate failure to provide complete and accurate information to the NRC concerning the location of certain gauges containing NRC-licensed material.","federal","agency action","Nuclear Regulatory Commission","civil","","","","","","","","","","Idaho","","","","","","","","","","","","https://www.nrc.gov/docs/ML0434/ML043450157.pdf","",""
"Allegheny Wireline Services","","","","$5,500","$0","$5,500","2000","20000208","safety-related offenses","nuclear safety violation","","On February 8, 2000, a Notice of Violation and Proposed Imposition of Civil Penalties was issued for a SL III problem involving (1) the failure to conduct radiation surveys at well sites; and (2) the failure to maintain complete and accurate records of these surveys, as required by License Condition 21 and 10 CFR 30.9; and a SL III violation involving the failure of the Radiation Safety Officer (RSO) to provide adequate oversight concerning the completion of radiation surveys and radiation survey records as required by License Condition 21.","federal","agency action","Nuclear Regulatory Commission","civil","","","","","","","","","","West Virginia","","","","","","","","","","","","https://www.nrc.gov/reading-rm/doc-collections/enforcement/actions/materials/ea99034.html","",""
"American Engineering Testing, Inc","","","","$7,000","$0","$7,000","2013","20130716","safety-related offenses","nuclear safety violation","","The Nuclear Regulatory Commission has proposed a $7,000 civil penalty against American Engineering Testing, Inc., for a security-related violation found during a routine NRC inspection. The company is located in St. Paul, Minn., but the violation was identified at a facility located in Gary, Ind. The NRC conducted the inspection in April. Once the violation of NRC requirements was identified the company took immediate corrective actions to restore compliance. Details about security-related violations are not made public.","federal","agency action","Nuclear Regulatory Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://pbadupws.nrc.gov/docs/ML1319/ML13197A462.pdf","",""
"American Radiolabeled Chemicals, Inc.","","","","$12,000","$0","$12,000","2003","20030417","safety-related offenses","nuclear safety violation","","On April 17, 2003, a Notice of Violation and Proposed Imposition of Civil Penalty in the amount of $12,000 was issued for a willful Severity Level III problem involving the deliberate failure to: (1) make required surveys to limit the dose to members of the public; (2) perform required weekly removable contamination surveys in the restricted and unrestricted areas; and (3) accurately record the results of required weekly fume hood face velocity measurements. Although the normal civil penalty assessment process would have resulted in a base civil penalty, the NRC exercised discretion in accordance with Section VII.A.1(c) of the Enforcement Policy and doubled the penalty due to the licensee's particularly poor performance surrounding the violations.","federal","agency action","Nuclear Regulatory Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.nrc.gov/reading-rm/doc-collections/enforcement/actions/materials/ea02255.html","",""
"American Radiolabeled Chemicals, Inc.","","","","$6,500","$0","$6,500","2008","20080722","safety-related offenses","nuclear safety violation","","On July 22, 2008, a Notice of Violation and Proposed Imposition of Civil Penalty in the amount of $6500 was issued for a Severity Level III problem. The violation involved multiple examples of failure to adhere to license commitments and regulations. Specifically, between January 22 and March 14, 2008, the licensee failed to: (1) secure from unauthorized removal or limit access to licensed material in an aggregate quantity greater than 1000 times Appendix C to 10 CFR Part 20 limits; (2) comply with license commitments related to management oversight of the radiation protection program, including a failure to conduct monthly meetings of the Radiation Safety Committee and a failure to implement timely and adequate corrective actions for issues identified during annual program reviews; (3) comply with license commitments related to radiological surveys; and (4) perform and document required investigations of contamination found in controlled and unrestricted areas.","federal","agency action","Nuclear Regulatory Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.nrc.gov/docs/ML0820/ML082050705.pdf","",""
