"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Aggregate Industries-Northeast Region Inc.","Holcim Group","Holcim Group","","$2,750,000","$0","$2,750,000","2009","20090806","environment-related offenses","environmental violation","","Aggregate Industries-Northeast Region Inc., agreed to pay a $2.75 million civil penalty and implement a regional evaluation and compliance program to resolve numerous violations of the Clean Water Act at 23 facilities in Massachusetts and New Hampshire.","federal","agency action","Justice Department Environment and Natural Resources Division","civil","","","","","","","","","","","","","","","Switzerland","","publicly traded","","CH0012214059","building materials","building materials","https://www.justice.gov/opa/pr/ready-mix-concrete-producer-agrees-resolve-clean-water-act-violations","",""
"Agrifos Fertilizer LLC","","","","$1,800,000","$1,800,000","$0","2011","20111207","environment-related offenses","environmental violation","","The U.S. Environmental Protection Agency announced that Agrifos, a former phosphoric acid and phosphate fertilizer producer, has agreed to pay a $1.8 million dollar penalty and conduct an environmental project to resolve alleged violations of the Resource Conservation and Recovery Act (RCRA) and the Clean Air Act. ","federal","agency action","Environmental Protection Agency","civil","","","","","","","","","Pasadena","Texas","","","","","","","","","","","","http://www2.epa.gov/enforcement/agrifos-fertilizer-company-settlement","","Note: This penalty is a duplicate of an amount shown in another record (either because it applies to a multi-location settlement or because Violation Tracker contains an agency record and a settlement announcement for the same case)."
"Air Liquide America Corporation","Air Liquide","Air Liquide","","$4,500,000","$4,500,000","$0","2001","20010621","environment-related offenses","environmental violation","","Air Liquide settled a case in which it was charged with releasing ozone-depleting gases from industrial process refrigeration systems at 22 facilities in 18 states. It agreed convert its industrial refrigeration systems to systems using alternative, environmentally friendly refrigerants. The company also agreed to fund an environmental justice supplemental project and pay a $4.5 million civil penalty.","federal","agency action","Justice Department Environment and Natural Resources Division","civil","","","","","","","","","","","","","","","France","","publicly traded","","FR0000120073","industrial services","industrial gas","https://www.justice.gov/archive/opa/pr/2001/June/276enrd.htm","","Note: This penalty is a duplicate of an amount shown in another record (either because it applies to a multi-location settlement or because Violation Tracker contains an agency record and a settlement announcement for the same case)."
"Air Products LLC","Air Products & Chemicals","Air Products & Chemicals","","$1,485,000","$0","$1,485,000","2010","20100826","environment-related offenses","environmental violation","","Air Products LLC agreed to pay $1.485 million in civil penalties to resolve hazardous waste mismanagement violations at its Pasadena, Texas, chemical manufacturing facility, the Justice Department, the Environmental Protection Agency (EPA) and the state of Texas announced. The settlement resolved Air Products' Resource Conservation and Recovery Act (RCRA) alleged violations in transferring spent acid to the neighboring Agrifos Fertilizer Inc. manufacturing plant.","federal","agency action","Environmental Protection Agency referral to the Justice Department","civil","","","","","","","","","Pasadena","Texas","","","","","USA","Pennsylvania","publicly traded","APD","US0091581068","chemicals","chemicals","http://www.justice.gov/opa/pr/texas-chemical-plant-pay-nearly-15-million-resolve-violations-transferring-acid-waste","",""
"AK Steel Corporation","Cleveland-Cliffs","AK Steel","Cleveland-Cliffs bought AK Steel in 2020","$13,480,000","$0","$13,480,000","2006","20060403","environment-related offenses","environmental violation","","To settle alleged violations of the Clean Air Act and the Clean Water Act, AK Steel committed to clean up PCB-contaminated sediments from two streams that are tributaries to the Great Miami River and to remove contaminated soils from adjacent floodplain areas. The settlement also required the company to perform a comprehensive assessment of other releases of contaminants. The cost of the work was estimated at about $12.5 million. The company agreed to pay a civil penalty of $230,000 to the federal government and to spend $750,000 on an environmental remediation project.","federal","agency action","Justice Department Environment and Natural Resources Division","civil","","","","","","","","","","Ohio","","","","","USA","Ohio","publicly traded","CLF","US1858991011","mining and minerals","mining","https://www.justice.gov/archive/opa/pr/2006/April/06_enrd_200.html","",""
"AK Steel Corporation","Cleveland-Cliffs","AK Steel","Cleveland-Cliffs bought AK Steel in 2020","$1,650,000","$0","$1,650,000","2013","20130821","environment-related offenses","environmental violation","","The United States and the Commonwealth of Kentucky have reached a settlement with the AK Steel Corporation (AK Steel) in Ashland, Ky., resolving alleged violations of the Clean Air Act, AK Steel's title V permit, and the Kentucky State Implementation Plan, announced the Department of Justice and the U.S. Environmental Protection Agency (EPA). Under the terms of settlement, AK Steel will pay a civil penalty of $1.65 million, of which $25,000 will be paid to the Commonwealth of Kentucky, for the alleged violations that occurred at AK Steel's former coke production facility in Ashland.  AK Steel shut down the coke plant on June 21, 2011.  Coke is used as a carbon source and as a fuel to heat and melt iron ore at steel making facilities.","federal","agency action","Environmental Protection Agency referral to the Justice Department","civil","","","","","","","","","Ashland","Kentucky","","","","","USA","Ohio","publicly traded","CLF","US1858991011","mining and minerals","mining","http://www.justice.gov/opa/pr/united-states-and-commonwealth-kentucky-reach-agreement-ak-steel-corporation-resolve-clean","",""
"Alabama Power","Southern Company","Southern Company","","$1,600,000","$0","$1,600,000","2015","20150625","environment-related offenses","environmental violation","","EPA and the U.S. Department of Justice lodged in U.S. District Court for the Northern District of Alabama a proposed modification of a prior 2006 consent decree with Alabama Power Company that will secure further reductions of harmful air pollutants, primarily sulfur dioxide (SO2) and nitrogen oxide (NOx), from three of the companys coal-fired power plants in Alabama. ","federal","agency action","Environmental Protection Agency","civil","","","","","","","","","","Alabama","","","","","USA","Georgia","publicly traded","SO","US8425871071","utilities and power generation","utilities","https://archive.epa.gov/epa/newsreleases/modifications-settlement-alabama-power-company-will-reduce-harmful-air-pollution.html","",""
"Alabama Power Company","Southern Company","Southern Company","","$200,000,000","$0","$200,000,000","2006","20060425","environment-related offenses","environmental violation","","Alabama Power agreed to spend more than $200 million on pollution controls to resolve a Clean Air Act case involving its James H. Miller Jr. coal-fired power plant.","federal","agency action","Justice Department Environment and Natural Resources Division","civil","","","","","","","","","","Alabama","","","","","USA","Georgia","publicly traded","SO","US8425871071","utilities and power generation","utilities","https://www.justice.gov/archive/opa/pr/2006/April/06_enrd_242.html","",""
"Alcoa Inc.","Alcoa","Alcoa","","$334,000,000","$0","$334,000,000","2003","20030409","environment-related offenses","environmental violation","","To resolve a Clean Air Act case, Alcoa agreed to spend $330 million to reduce emissions, pay a $1.5 million civil penalty and spend $2.5 million on supplementary environmental projects. ","federal","agency action","Justice Department Environment and Natural Resources Division","civil","","","","","","","","","Rockdale","Texas","","","","","USA","New York","publicly traded","AA","US0138721065","metals","metals","https://www.justice.gov/archive/opa/pr/2003/April/03_enrd_215.htm","",""
"Alcoa Inc.","Apollo Global Management","Alcoa Inc.","In 2016 Alcoa Inc. split its operations between two new companies called Arconic and Alcoa Corp. Apollo took Arconic private in 2023.","$8,800,000","$0","$8,800,000","2000","20000313","environment-related offenses","environmental violation","","Under the terms of a settlement of Clean Air Act and Clean Water Act allegations, Alcoa agreed to pay a $2.4 million penalty; spend at least $5.4 million on a project to reduce and Indiana plant's generation of hazardous waste; and conduct a $1 million study of a new air pollution reduction technology. The settlement also required that Alcoa create a new $5 million wastewater treatment system.","federal","agency action","Justice Department Environment and Natural Resources Division","civil","","","","","","","","","","Indiana","","","","","USA","New York","publicly traded","APO","US03768E1055","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.justice.gov/archive/opa/pr/2000/March/121enrd.htm","",""
