"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Ackley State Bank","","","","$6,000","$0","$6,000","2014","20140801","financial offenses","banking violation","","civil money penalty","federal","agency action","Federal Reserve","civil","","","","","","","","","Ackley","Iowa","","","","","","","","","","","","http://www.federalreserve.gov/newsevents/press/enforcement/enf20140805a1.pdf","",""
"Ally Financial Inc.","Ally Financial","Ally Financial","In 2010 GMAC changed its name to Ally Financial","$207,000,000","$0","$207,000,000","2012","20120210","financial offenses","banking violation","mortgage abuses","The Federal Reserve Board released orders related to the previously announced monetary sanctions against five banking organizations for unsafe and unsound processes and practices in residential mortgage loan servicing and processing.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","","","","USA","Michigan","publicly traded","ALLY","US02005N1000","financial services","financial services","http://www.federalreserve.gov/newsevents/press/enforcement/enf20120213a1.pdf","",""
"AMERICAN EXPRESS COMPANY","American Express","American Express","","$9,000,000","$0","$9,000,000","2012","20121001","financial offenses","banking violation","credit card violation","The Federal Reserve Board announced a formal enforcement action, including a $9 million civil money penalty, against American Express Company and American Express Travel Related Services Company, Inc.  to address what it called deceptive marketing and debt collection practices and associated deficiencies in compliance risk management and internal audit.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AXP","US0258161092","financial services","financial services","http://www.federalreserve.gov/newsevents/press/enforcement/20121001a.htm","",""
"Banco Bilbao Vizcaya Argentaria, S.A.","Banco Bilbao Vizcaya Argentaria","Banco Bilbao Vizcaya Argentaria","","$27,000,000","$0","$27,000,000","2016","20161221","financial offenses","banking violation","","The Federal Reserve Board assessed a civil money penalty of $27 million against Banco Bilbao Vizcaya Argentaria, S.A., Bilbao, Spai, and its subsidiary, BBVA Securities, Inc., New York, New York (BSI), for exceeding limits on BSI's securities underwriting and dealing activities previously imposed by the Board.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","","","","Spain","","publicly traded","BBVA","ES0113211835","financial services","banking","https://www.federalreserve.gov/newsevents/press/enforcement/20161221a.htm","",""
"BANCO ESPIRITO SANTO S. A.","","","","$975,000","$0","$975,000","2012","20120402","financial offenses","banking violation","","The Federal Reserve Board issued a consent cease and desist order and assessed a $975,000 civil money penalty against Banco Esporito Santo S.A.  and its U.S.  affiliate resolving allegations that the bank, without required notice or approval under the International Banking Act, operated representative offices in the United States.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","","","","","","","","","","","http://www.federalreserve.gov/newsevents/press/enforcement/20120402a.htm","",""
"BANCO INDUSTRIAL DE VENEZUELA, C. A.","","","","$600,000","$0","$600,000","2011","20110415","financial offenses","banking violation","","The Board of Governors of the Federal Reserve System, the New York State Banking Department, and the Florida Office of Financial Regulation announced the issuance of a consent Cease and Desist Order and Assessment of Civil Money Penalties totaling $1.8 million against Banco Industrial de Venezuela, C.A. and BIV's agencies in New York and Miami.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","","","","","","","","","","","http://www.federalreserve.gov/newsevents/press/enforcement/20110415a.htm","",""
"The Bank","","","","$46,050","$0","$46,050","2005","20050421","financial offenses","banking violation","","","federal","agency action","Federal Reserve","civil","","","","","","","","","Warrior","Alabama","","","","","","","","","","","","https://www.federalreserve.gov/boarddocs/press/enforcement/2005/20050421/default.htm","",""
"BANK OF AMERICA CORPORATION","Bank of America","Bank of America","","$205,000,000","$0","$205,000,000","2015","20150520","financial offenses","banking violation","","The Federal Reserve announced it will impose fines totaling more than $1.8 billion against six major banking organizations for their unsafe and unsound practices in the foreign exchange markets.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","http://www.federalreserve.gov/newsevents/press/enforcement/20150520a.htm","",""
"Bank of America Corporation","Bank of America","Bank of America","","$175,500,000","$0","$175,500,000","2012","20120209","financial offenses","banking violation","mortgage abuses","The Federal Reserve Board released orders related to the previously announced monetary sanctions against five banking organizations for unsafe and unsound processes and practices in residential mortgage loan servicing and processing.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","NYSE: BAC","US0605051046","financial services","banking","http://www.federalreserve.gov/newsevents/press/enforcement/enf20120213b1.pdf","",""
"The Bank of Currituck","","","","$16,000","$0","$16,000","2003","20031126","financial offenses","banking violation","","","federal","agency action","Federal Reserve","civil","","","","","","","","","Moyock","North Carolina","","","","","","","","","","","","https://www.federalreserve.gov/boarddocs/press/enforcement/2003/200311262/default.htm","",""
