"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"JPMorgan Chase Bank N.A.","JPMorgan Chase","JPMorgan Chase","","$50,000,000","$0","$50,000,000","2015","20150303","financial offenses","bankruptcy professional violation","mortgage abuses","The Department of Justice's U.S. Trustee Program entered into a national settlement agreement with JPMorgan Chase Bank N.A. requiring it to pay more than $50 million, including cash payments, mortgage loan credits and loan forgiveness, to over 25,000 homeowners who are or were in bankruptcy.","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: JPM","US46625H1005","financial services","banking & securities","https://www.justice.gov/opa/pr/us-trustee-program-reaches-50-million-settlement-jpmorgan-chase-protect-homeowners-bankruptcy","",""
"Deighan Law LLC dba UpRight Law","","","","$314,079","$0","$314,079","2021","20210310","financial offenses","bankruptcy professional violation","","","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/national-consumer-bankruptcy-law-firm-agrees-pay-more-300000-relief-consumers-and-six-year","",""
"McKinsey & Company, Inc.","McKinsey","McKinsey","","$15,000,000","$0","$15,000,000","2019","20190219","financial offenses","bankruptcy professional violation","","The Department of Justice's U.S. Trustee Program entered into a multi-district settlement agreement with global consulting firm McKinsey & Company, Inc., resolving disputes over the adequacy of McKinsey's disclosures of connections in Chapter 11 bankruptcy cases.","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","USA","New York","privately held","","","business services","management consulting","https://www.justice.gov/opa/pr/us-trustee-program-reaches-15-million-settlement-mckinsey-company-remedy-inadequate","",""
"Citibank N.A.","Citigroup","Citigroup","","$5,000,000","$0","$5,000,000","2018","20180924","financial offenses","bankruptcy professional violation","","The Department of Justice's U.S. Trustee Program entered into a national settlement agreement with Citibank N.A., Department Stores National Bank and FDS Bank requiring Citi to pay $5 million to remediate robo-signed proofs of claim filed in consumer bankruptcy cases in connection with more than 71,000 Macy's-branded credit card accounts.","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: C","US1729674242","financial services","banking & securities","https://www.justice.gov/opa/pr/us-trustee-program-reaches-5-million-settlement-citibank-protect-debtors-bankruptcy","",""
"Law Solutions Chicago","","","","$250,000","$0","$250,000","2018","20180213","financial offenses","bankruptcy professional violation","","","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/national-consumer-bankruptcy-law-firm-sanctioned-harming-financially-distressed-consumers-and","",""
"Wells Fargo Bank N.A.","Wells Fargo","Wells Fargo","","$81,600,000","$0","$81,600,000","2015","20151105","financial offenses","bankruptcy professional violation","","The Department of Justice's U.S. Trustee Program entered into a national settlement agreement with Wells Fargo Bank N.A.  requiring it to pay $81.6 million in remediation for its repeated failure to provide homeowners with legally required notices, thereby denying homeowners the opportunity to challenge the accuracy of mortgage payment increases. ","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","USA","California","publicly traded","WFC","US9497461015","financial services","banking","https://www.justice.gov/opa/pr/us-trustee-program-reaches-816-million-settlement-wells-fargo-bank-na-protect-homeowners","",""
"Kaye Scholer LLP","","","","$1,500,000","$0","$1,500,000","2013","20130215","financial offenses","bankruptcy professional violation","","","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/ust/press-releases/us-trustee-program-s-settlement-law-firm-includes-monetary-remedies-independent-review","",""
"Capstone Advisory Group LLC","","","","$1,000,000","$0","$1,000,000","2013","20130214","financial offenses","bankruptcy professional violation","","","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/ust/press-releases/us-trustee-program-s-settlement-financial-adviser-includes-monetary-remedies-independent","",""
"Capital One Bank (USA) N.A.","Capital One Financial","Capital One Financial","","$2,350,000","$0","$2,350,000","2011","20110118","financial offenses","bankruptcy professional violation","","The U.S. Trustee Program announced that Capital One Bank (USA) N.A. would refund approximately $2.35 million to consumers in bankruptcy (or their bankruptcy estates) for amounts received by Capital One as a result of erroneous claims it filed in bankruptcy cases for debts that previously had been discharged.","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","USA","Virginia","publicly traded","COF","US14040H1059","financial services","banking","https://www.justice.gov/ust/press-releases/capital-one-bank-usa-na-will-refund-more-2-million-monies-improperly-collected-consumers","",""
"Nationstar Mortgage, LLC","Mr. Cooper Group","Mr. Cooper Group","","$40,000,000","$0","$40,000,000","2020","20201207","consumer-protection-related offenses","mortgage abuses","","The Department of Justice's U.S. Trustee Program entered into national agreements with three mortgage servicers to address past mortgage servicing deficiencies impacting homeowners in bankruptcy.","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","COOP","US62482R1077","financial services","financial services","https://www.justice.gov/opa/pr/us-trustee-program-reaches-agreements-three-mortgage-servicers-providing-more-74-million","",""
"U.S. Bank National Association","U.S. Bancorp","U.S. Bancorp","","$29,000,000","$0","$29,000,000","2020","20201207","consumer-protection-related offenses","mortgage abuses","","The Department of Justice's U.S. Trustee Program entered into national agreements with three mortgage servicers to address past mortgage servicing deficiencies impacting homeowners in bankruptcy.","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","USA","Minnesota","publicly traded","USB","US9029733048","financial services","banking","https://www.justice.gov/opa/pr/us-trustee-program-reaches-agreements-three-mortgage-servicers-providing-more-74-million","",""
"PNC Bank, NA","PNC Financial Services","PNC Financial Services","","$5,000,000","$0","$5,000,000","2020","20201207","consumer-protection-related offenses","mortgage abuses","","The Department of Justice's U.S. Trustee Program entered into national agreements with three mortgage servicers to address past mortgage servicing deficiencies impacting homeowners in bankruptcy.","federal","agency action","Justice Department U.S. Trustee Program","civil","","","","","","","","","","","","","","","USA","Pennsylvania","publicly traded","PNC","US6934751057","financial services","banking","https://www.justice.gov/opa/pr/us-trustee-program-reaches-agreements-three-mortgage-servicers-providing-more-74-million","",""
