"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"1STOP RELOCATION CORPORATION","","","","$36,820","$0","$36,820","2010","20101014","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Hyde Park","Massachusetts","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2011-pdf","",""
"2086611 ONTARIO, INC.","","","","$40,640","$0","$40,640","2014","20140804","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2014_06-19-2015.xlsx","",""
"5568529 MANITOBA, LTD.","","","","$46,750","$0","$46,750","2013","20130618","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2013-pdf","",""
"5568529 MANITOBA, LTD.","","","","$46,750","$0","$46,750","2012","20120816","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2012-pdf","",""
"643273 ALBERTA LTD","","","","$40,950","$0","$40,950","2009","20090112","safety-related offenses","motor vehicle safety violation","","MT-2008-0060-US1207","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2009_04-26-2013.pdf","","Year is fiscal year. Date is closing date."
"671816 Ontario Inc","","","","$48,000","$0","$48,000","2014","20140821","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2014_06-19-2015.xlsx","",""
"A & A EXPRESS INC","Roadrunner Transportation Systems","Brandon Carrier Group","Roadrunner bought A&A in 2012","$36,750","$0","$36,750","2007","20070928","safety-related offenses","motor vehicle safety violation","","SD-2007-0015-US1160","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Brandon","South Dakota","","","","","USA","Wisconsin","publicly traded","RRTS","US76973Q2049","freight and logistics","trucking and logistics","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2007-pdf","","Year is fiscal year. Date is closing date."
"A & R Logistics Inc","","","","$71,890","$0","$71,890","2011","20110330","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Morris","Illinois","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2011-pdf","",""
"A & R TRANSPORT, INC.","","","","$124,800","$0","$124,800","2007","20071010","safety-related offenses","motor vehicle safety violation","","IL-2006-0064-US0552","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Morris","Illinois","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2008-pdf","",""
"A PASSMORE & SONS INC","","","","$51,260","$0","$51,260","2005","20050211","safety-related offenses","motor vehicle safety violation","","OK-2000-0084-US0357","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Altus","Oklahoma","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2005-pdf","","Year is fiscal year. Date is closing date."
"A. PASSMORE & SONS INC.","","","","$55,390","$0","$55,390","2005","20050815","safety-related offenses","motor vehicle safety violation","","OK-2004-0083-US0218","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Altus","Oklahoma","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2005-pdf","","Year is fiscal year. Date is closing date."
"A TO Z TRANSPORTATION, INC.","","","","$36,090","$0","$36,090","2005","20050418","safety-related offenses","motor vehicle safety violation","","NJ-2003-0058-US0412","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Pennsauken","New Jersey","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2005-pdf","","Year is fiscal year. Date is closing date."
"A VAN LINES LLC","","","","$92,200","$0","$92,200","2010","20100102","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Norcross","Georgia","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2010-pdf","",""
"Aaron's Trucking Logistics Inc","","","","$64,390","$0","$64,390","2013","20131229","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Irwin","Ohio","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2014_06-19-2015.xlsx","",""
"AARTMAN TRANSPORT CORPORATION","","","","$53,320","$0","$53,320","2009","20090604","safety-related offenses","motor vehicle safety violation","","IA-2008-0148-US1239","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Des Moines","Iowa","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2009_04-26-2013.pdf","","Year is fiscal year. Date is closing date."
"ABILENE MOTOR EXPRESS INC","","","","$42,370","$0","$42,370","2009","20090623","safety-related offenses","motor vehicle safety violation","","VA-2009-0074-US0852","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Richmond","Virginia","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2009_04-26-2013.pdf","","Year is fiscal year. Date is closing date."
"Absolute Moving Inc","","","","$37,160","$0","$37,160","2010","20100428","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Virginia Beach","Virginia","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2010-pdf","",""
"ACCURATE AUTO CARRIERS INC.","","","","$37,310","$0","$37,310","2009","20090316","safety-related offenses","motor vehicle safety violation","","MI-2008-0151-US1244","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Howell","Michigan","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2009_04-26-2013.pdf","","Year is fiscal year. Date is closing date."
"ACCURATE AUTO CARRIERS, INC.","","","","$51,540","$0","$51,540","2010","20100607","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Howell","Michigan","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2010-pdf","",""
"ACTION CARRIER INC","","","","$269,370","$0","$269,370","2009","20090207","safety-related offenses","motor vehicle safety violation","","SD-2009-0002-US1160","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Sioux Falls","South Dakota","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2009_04-26-2013.pdf","","Year is fiscal year. Date is closing date."
"ACTION CARRIER INC","","","","$36,700","$0","$36,700","2008","20080625","safety-related offenses","motor vehicle safety violation","","SD-2008-0013-US1160","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Sioux Falls","South Dakota","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2008-pdf","","Year is fiscal year. Date is closing date."
"ADVANCED MOVING SYSTEMS INC","","","","$98,000","$0","$98,000","2007","20070321","safety-related offenses","motor vehicle safety violation","","FL-2002-0055-US0722","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Sunrise","Florida","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2007-pdf","","Year is fiscal year. Date is closing date."
"ADVANCO, INC.","","","","$95,000","$0","$95,000","2005","20050729","safety-related offenses","motor vehicle safety violation","","MO-2005-0176-US0084","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Sedalia","Missouri","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2005-pdf","","Year is fiscal year. Date is closing date."
"AIR LAND FORWARDING INC","","","","$67,940","$0","$67,940","2008","20081216","safety-related offenses","motor vehicle safety violation","","WA-2008-0035-US0337","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Kent","Washington","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2009_04-26-2013.pdf","",""
"AL PARK PETROLEUM INC","","","","$85,490","$0","$85,490","2008","20080801","safety-related offenses","motor vehicle safety violation","","NV-1996-0023-US0630","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Elko","Nevada","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2008-pdf","","Year is fiscal year. Date is closing date."
"ALABAMA MOTOR EXPRESS","","","","$137,060","$0","$137,060","2010","20101005","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Ashford","Alabama","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2011-pdf","",""
"ALEX MARTINEZ","","","","$55,000","$0","$55,000","2009","20090404","safety-related offenses","motor vehicle safety violation","","TX-2009-1072-US0799","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Crystal City","Texas","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2009_04-26-2013.pdf","","Year is fiscal year. Date is closing date."
"ALFREDO MANZUR","","","","$58,630","$0","$58,630","2006","20060627","safety-related offenses","motor vehicle safety violation","","CA-2006-0211-US1073","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Castroville","California","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2006-pdf","","Year is fiscal year. Date is closing date."
"All American Van Lines Inc.","","","","$184,100","$0","$184,100","2011","20110423","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","West New York","New Jersey","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2011-pdf","",""
"All American Xpress, Inc.","","","","$40,490","$0","$40,490","2010","20100114","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Calhoun","Georgia","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2010-pdf","",""
"All Pro Transportation Service, Inc.","","","","$43,530","$0","$43,530","2014","20140216","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","East Point","Georgia","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2014_06-19-2015.xlsx","",""
"Allegiant Van Lines Incorporated","","","","$50,000","$0","$50,000","2013","20131205","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Davie","Florida","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2014_06-19-2015.xlsx","",""
"Allegiant Van Lines Incorporated","","","","$38,050","$0","$38,050","2013","20131128","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Davie","Florida","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2014_06-19-2015.xlsx","",""
"Allen Quandahl LLC","","","","$84,140","$0","$84,140","2014","20140922","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Waukon","Iowa","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2014_06-19-2015.xlsx","",""
"ALLSERVECO,  INC.","","","","$39,600","$0","$39,600","2005","20051006","safety-related offenses","motor vehicle safety violation","","NJ-2005-0124-US0016","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Newark","New Jersey","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2006-pdf","",""
"ALMA NUEMI PAYAN GASTELUM","","","","$45,900","$0","$45,900","2013","20131219","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2014_06-19-2015.xlsx","",""
"Alpha Van Lines, Inc.","","","","$36,100","$0","$36,100","2010","20100702","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Beltsville","Maryland","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2010-pdf","",""
"Ameri-co Carriers Inc","","","","$79,050","$0","$79,050","2012","20120724","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Scottsbluff","Nebraska","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2012-pdf","",""
"AMERI VAN LINES, INC.","","","","$70,000","$0","$70,000","2005","20050125","safety-related offenses","motor vehicle safety violation","","FL-2002-0057-US0663","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","North Miami Beach","Florida","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2005-pdf","","Year is fiscal year. Date is closing date."
"American Hauling Inc","","","","$49,000","$0","$49,000","2010","20100319","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Kapolei","Hawaii","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2010-pdf","",""
"AMERICAN LION TRANSPORTATION INC","","","","$55,840","$0","$55,840","2015","20150309","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Los Angeles","California","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2015_06-19-2015.xlsx","",""
"American Petroleum Company Inc","","","","$110,020","$0","$110,020","2014","20140826","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Toa Baja","Puerto Rico","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2014_06-19-2015.xlsx","",""
"AMERICAN WELDING AND TANK LLC","LT Corp.","American Welding and Tank","Quality Steel, owned by LT Corp.,  bought American Welding in 2013","$3,876,000","$0","$3,876,000","2011","20111216","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","","","","","","","USA","Mississippi","privately held","","","miscellaneous manufacturing","propane tank manufacturing","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2012-pdf","",""
"Americorp Xpress Carriers LLC","","","","$64,189","$0","$64,189","2015","20150126","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Pharr","Texas","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2015_06-19-2015.xlsx","",""
"AMRIT EXPRESS LLC","","","","$81,550","$0","$81,550","2014","20140204","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Fontana","California","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2014_06-19-2015.xlsx","",""
"ANTHONY LIVESTOCK TRUCKING LLC","","","","$168,360","$0","$168,360","2008","20081113","safety-related offenses","motor vehicle safety violation","","KS-2008-0093-US0784","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Anthony","Kansas","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2009_04-26-2013.pdf","",""
"Antilles Gas Corporation","","","","$47,970","$0","$47,970","2015","20150615","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","St  Thomas","Virgin Islands of the U.S.","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2015_06-19-2015.xlsx","",""
"ANYTHING ANYWHERE INC","","","","$40,000","$0","$40,000","2008","20080827","safety-related offenses","motor vehicle safety violation","","CA-2008-0338-US1156","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Ontario","California","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2008-pdf","","Year is fiscal year. Date is closing date."
"ARKANSAS ENERGY SERVICES LLC","","","","$36,400","$0","$36,400","2009","20091113","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Damascus","Arkansas","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2010-pdf","",""
"Aspiron, Inc.","","","","$44,370","$0","$44,370","2015","20150429","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Cincinnati","Ohio","","","","","","","","","","","","https://www.fmcsa.dot.gov/sites/fmcsa.dot.gov/files/docs/closedByEnforcement_FY2015_06-19-2015.xlsx","",""
"ATA TRUCKING, INC.","","","","$38,210","$0","$38,210","2007","20071101","safety-related offenses","motor vehicle safety violation","","IL-2007-0039-US0863","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Bensenville","Illinois","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2008-pdf","",""
"ATC Transport, LLC.","","","","$49,120","$0","$49,120","2011","20111013","safety-related offenses","motor vehicle safety violation","","","federal","agency action","Federal Motor Carrier Safety Administration","civil","","","","","","","","","Laredo","Texas","","","","","","","","","","","","https://www.fmcsa.dot.gov/regulations/enforcement/national-listing-enforcement-cases-subject-name-closed-fiscal-year-2012-pdf","",""
