"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Alliance Pipeline LP","","","","$500,000","$0","$500,000","2012","20121130","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.ferc.gov/enforcement-legal/enforcement/civil-penalties/all-civil-penalty-actions-2012","",""
"Amaranth Advisors et al.","","","","$7,500,000","$0","$7,500,000","2009","20090812","competition-related offenses","price-fixing or anti-competitive practices","energy market manipulation","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20150908120711/http://www.ferc.gov/media/news-releases/2009/2009-3/08-12-09.asp","",""
"AmerenUE","Ameren","Ameren","","$15,000,000","$0","$15,000,000","2006","20061002","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","USA","Missouri","publicly traded","AEE","US0236081024","utilities and power generation","utilities","https://web.archive.org/web/20150318045052/http://ferc.gov/media/news-releases/2006/2006-4/10-02-06.asp","",""
"American Electric Power Co.","American Electric Power","American Electric Power","","$21,000,000","$0","$21,000,000","2005","20050126","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","USA","Ohio","publicly traded","AEP","US0255371017","utilities and power generation","utilities","https://web.archive.org/web/20150318035054/http://ferc.gov/media/news-releases/2005/2005-1/01-26-05-aep.asp","",""
"Anadarko Petroleum Corp.","Occidental Petroleum","Anadarko Petroleum","Occidental bought Anadarko in 2019","$1,332,423","$0","$1,332,423","2009","20090422","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","USA","California","publicly traded","OXY","US6745991058","oil and gas","oil & gas","https://www.ferc.gov/enforcement-legal/enforcement/civil-penalties/all-civil-penalty-actions-2009","",""
"Arizona Public Service Company","Pinnacle West Capital","Pinnacle West Capital","","$3,250,000","$0","$3,250,000","2014","20140707","competition-related offenses","price-fixing or anti-competitive practices","energy market manipulation","The Federal Energy Regulatory Commission approved a consent agreement between FERC's Office of Enforcement and the North American Electric Reliability Corporation and Arizona Public Service Company that included a $3.25 million civil penalty to be paid by the company in connection with its involvement in the Sept. 8, 2011 Southwest blackout.","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","USA","Arizona","publicly traded","PNW","US7234841010","utilities and power generation","utilities","https://www.ferc.gov/sites/default/files/enforcement/civil-penalties/actions/2014/148FERC61009.pdf","",""
"Atmos Energy","Atmos Energy","Atmos Energy","","$12,000,000","$0","$12,000,000","2011","20111209","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","ATO","US0495601058","utilities and power generation","utilities","https://www.ferc.gov/enforcement-legal/enforcement/civil-penalties/all-civil-penalty-actions-2011","",""
"Bangor Gas Co.","","","","$1,000,000","$0","$1,000,000","2007","20070307","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20150908115532/http://www.ferc.gov/media/news-releases/2007/2007-1/03-07-07.asp","",""
"Barclays Bank PLC","Barclays","Barclays","","$105,000,000","$0","$105,000,000","2017","20171107","competition-related offenses","price-fixing or anti-competitive practices","energy market manipulation","In 2013 the Federal Energy Regulatory Commission ordered Barclays and four of its traders to pay $453 million in civil penalties for manipulating electric energy prices in California and other western markets between November 2006 and December 2008. FERC also ordered Barclays to disgorge $34.9 million, plus interest, in unjust profits to the Low-Income Home Energy Assistance Programs of Arizona, California, Oregon, and Washington. When Barclays failed to comply with the order FERC filed a lawsuit against the company which was ultimately resolved in a 2017 settlement under which Barclays agreed to pay $105 million (consisting of a $70 million civil penalty and $35 million in disgorgement). ","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BARC","GB0031348658","financial services","banking","https://www.ferc.gov/sites/default/files/2020-05/20171107142151-IN08-8-000.pdf","",""
"Berkshire Power Company LLC and Power Plant Management Services LLC","Tenaska","Berkshire Power Co.","Tenaska bought Berkshire Power in 2018","$3,042,563","$0","$3,042,563","2016","20160330","competition-related offenses","price-fixing or anti-competitive practices","energy market manipulation","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","USA","Nebraska","privately held","","","utilities and power generation","energy generation","https://www.ferc.gov/sites/default/files/2020-05/20160330130835-IN16-3-000.pdf","",""
