"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"3Red Trading LLC","","","","$2,500,000","$0","$2,500,000","2016","20161220","competition-related offenses","fraud","","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr7504-16","",""
"4NExchange","","","","$480,000","$0","$480,000","2008","20081120","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr5572-08","",""
"4X Solutions Inc.","","","","$10,980,904","$0","$10,980,904","2016","20160208","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr7321-16","",""
"Aaristo Commodities and Futures DMCC","","","","$100,000","$0","$100,000","2008","20080409","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr5481-08","",""
"ABN AMRO Clearing Chicago LLC","ABN AMRO","ABN Amro","","$1,000,000","$0","$1,000,000","2013","20130619","financial offenses","investor protection violation","securities issuance or trading violation","The U.S. Commodity Futures Trading Commission issued an Order settling charges against ABN AMRO Clearing Chicago LLC for failing to segregate or secure sufficient customer funds; failing to meet the minimum net capital requirements, failure to maintain accurate books and records, and failure to supervise its employees.","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","Netherlands","","privately held","","","financial services","banking","http://www.cftc.gov/PressRoom/PressReleases/pr6614-13","",""
"Absa Bank, Ltd.","","","","$150,000","$0","$150,000","2014","20140925","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr7013-14","",""
"Acceleration Capital, LLC","","","","$218,000","$0","$218,000","2007","20070116","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr5277-07","",""
"ACI Capital Group, L.L.C.","","","","$850,000","$0","$850,000","2012","20120514","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr6257-12","",""
"ACJ Capital, Inc.","","","","$3,700,000","$0","$3,700,000","2012","20120326","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr6218-12","",""
"ACJ Capital Inc., and Solid View Capital LLC","","","","$1,500,000","$0","$1,500,000","2013","20130618","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr6613-13","",""
"ADM Investor Services, Inc.","Archer Daniels Midland","Archer Daniels Midland","","$200,000","$0","$200,000","2009","20090326","financial offenses","investor protection violation","securities issuance or trading violation","The U.S. Commodity Futures Trading Commission simultaneously filed and settled charges against ADM Investor Services, Inc. for violating rules governing post-execution allocations, maintenance of books and records, and supervision of its employees. The CFTC order sanctioned the company with a $200,000 civil monetary penalty.","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","ADM","US0394831020","agribusiness","agribusiness","http://www.cftc.gov/PressRoom/PressReleases/pr5639-09","",""
