"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"A&C International Trade","","","","$100,000","$0","$100,000","2000","20000314","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","","","","","","","","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=242d7e49db99db0044f9ff621f96195d","",""
"Aeroflex Incorporated","Advent International","Cobham","Advent bought Cobham in 2020","$8,000,000","$0","$8,000,000","2013","20130806","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","USA","Massachusetts","privately held","","","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=192d7e49db99db0044f9ff621f961964","",""
"Agilent Technologies Inc.","Agilent Technologies","Agilent Technologies","","$225,000","$0","$225,000","2003","20030820","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","USA","California","publicly traded","A","US00846U1016","miscellaneous manufacturing","scientific equipment","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=232d7e49db99db0044f9ff621f96196d","",""
"Air Shunt Instruments, Inc.","","","","$100,000","$0","$100,000","2009","20090708","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","","","","","","","","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=183dfec1db15df00d0a370131f9619b1","",""
"Alpine Aerospace Corporation","","","","$30,000","$0","$30,000","2012","20120328","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","","","","","","","","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=693dfe49db99db0044f9ff621f961910","",""
"Analytical Methods, Inc.","","","","$500,000","$0","$500,000","2009","20090218","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","","","","","","","","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=554dfe49db99db0044f9ff621f9619d7","",""
"BAE Systems plc","BAE Systems","BAE Systems","","$79,000,000","$0","$79,000,000","2011","20110516","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BA","GB0002634946","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=5a4dfe49db99db0044f9ff621f9619e6","",""
"The Boeing Company","Boeing","Boeing","","$3,800,000","$0","$3,800,000","2001","20010330","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","BA","US0970231058","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=5a5d7289db99db0044f9ff621f961957","",""
"The Boeing Company","Boeing","Boeing","","$15,000,000","$0","$15,000,000","2006","20060328","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","BA","US0970231058","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=a25dfe49db99db0044f9ff621f961989","",""
"The Boeing Company","Boeing","Boeing","","$3,000,000","$0","$3,000,000","2008","20080617","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","BA","US0970231058","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=fa5db205db15df00d0a370131f96196d","",""
"Boeing Satellite Systems","Boeing","Boeing","","$8,000,000","$0","$8,000,000","2003","20030304","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","USA","Illinois","publicly traded","BA","US0970231058","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=c29d3605db15df00d0a370131f961905","",""
"The DirecTV Group and Hughes Network Systems Corporation, Inc.","AT&T","DIRECTV","DIRECTV was acquired in 2015 by AT&T, which in 2021 spun it off under the same name","$5,000,000","$0","$5,000,000","2005","20050126","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","T","US00206R1023","telecommunications","telecommunications","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=5f6d7289db99db0044f9ff621f9619c5","",""
"EDO Corporation","L3Harris Technologies","EDO Corporation","In 2007 EDO was acquired by Exelis Inc., which in 2015 was acquired by Harris Corp., which in 2019 merged with L3 Technologies to form L3Harris Technologies","$2,500,000","$0","$2,500,000","2004","20041124","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","USA","Florida","publicly traded","LHX","US5024311095","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=857df205db15df00d0a370131f96198a","",""
"Esterline Technologies Corporation","TransDigm","Esterline Technologies","TransDigm acquired Esterline Defense Technologies in 2019","$20,000,000","$0","$20,000,000","2014","20140305","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","USA","Ohio","publicly traded","TDG","US8936411003","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=7d7db289db99db0044f9ff621f9619b7","",""
"General Dynamics Corporation","General Dynamics","General Dynamics","","$5,000,000","$0","$5,000,000","2004","20041101","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","USA","Virginia","publicly traded","NYSE: GD","US3695501086","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=4d8df205db15df00d0a370131f96196b","",""
"General Motors Corporation","General Motors","General Motors","","$15,000,000","$0","$15,000,000","2004","20041101","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","USA","Michigan","publicly traded","GM","US37045V1008","motor vehicles","motor vehicles","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=4d8df205db15df00d0a370131f96196b","",""
