"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Aargauische Kantonalbank","","","","$1,983,000","$0","$1,983,000","2015","20151208","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-aargauische-kantonalbank-reaches-resolution-under-swiss-bank","",""
"ARVEST Privatbank AG","","","","$1,044,000","$0","$1,044,000","2015","20150709","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-two-banks-reach-resolutions-under-swiss-bank-program","",""
"Banca Credinvest SA","","","","$3,022,000","$0","$3,022,000","2015","20150603","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/two-more-banks-reach-resolutions-under-justice-departments-swiss-bank-program","",""
"Banca dello Stato del Cantone Ticino","","","","$3,393,000","$0","$3,393,000","2015","20150830","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/two-swiss-banks-reach-resolutions-under-justice-departments-swiss-bank-program","",""
"Bank CIC","","","","$3,281,000","$0","$3,281,000","2015","20151119","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-three-banks-reach-resolutions-under-swiss-bank-program-0","",""
"Bank Coop AG","","","","$3,223,000","$0","$3,223,000","2015","20151210","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-two-banks-reach-resolutions-under-swiss-bank-program-3","",""
"Bank EKI Genossenschaft","","","","$400,000","$0","$400,000","2015","20150803","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/bank-eki-genossenschaft-reaches-resolution-under-justice-departments-swiss-bank-program","",""
"Bank J. Safra Sarasin AG","","","","$85,809,000","$0","$85,809,000","2015","20151223","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-four-banks-reach-resolutions-under-swiss-bank-program-0","",""
"Bank Julius Baer & Co. Ltd.","Julius Baer Group","Julius Baer Group","","$547,000,000","$0","$547,000,000","2016","20160204","financial offenses","tax violations","","Swiss bank Julius Baer admitted conspiring with many of its U.S. taxpayer-clients and others to help U.S. taxpayers hide billions of dollars in offshore accounts from the IRS and to evade U.S. taxes on the income earned in those accounts.","federal","agency action","Justice Department Tax Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","Switzerland","","publicly traded","","CH0102484968","financial services","banking","https://www.justice.gov/opa/pr/criminal-charges-filed-against-bank-julius-baer-switzerland-deferred-prosecution-agreement","",""
"Bank La Roche & Co AG","","","","$9,296,000","$0","$9,296,000","2015","20150915","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/bank-la-roche-co-ag-reaches-resolution-under-justice-departments-swiss-bank-program","",""
"Bank Leumi Group","Bank Leumi","Bank Leumi","","$270,000,000","$0","$270,000,000","2014","20141222","financial offenses","tax violations","","A major Israeli international bank admitted that it conspired to aid and assist U.S. taxpayers to prepare and present false tax returns to the Internal Revenue Service by hiding income and assets in offshore bank accounts in Israel and elsewhere around the world.","federal","agency action","Justice Department Tax Division","criminal","deferred prosecution agreement","","","","","","","","","","","","","","Israel","","publicly traded","","IL0006046119","financial services","banking","https://www.justice.gov/opa/pr/bank-leumi-admits-assisting-us-taxpayers-hiding-assets-offshore-bank-accounts","",""
"Bank Linth LLB AG","","","","$4,150,000","$0","$4,150,000","2015","20150619","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/two-more-banks-reach-resolutions-under-justice-departments-swiss-bank-program-1","",""
"Bank Lombard Odier & Co Ltd","","","","$99,809,000","$0","$99,809,000","2015","20151231","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-two-banks-reach-resolutions-under-swiss-bank-program-4","",""
"Bank Sparhafen Zurich AG","","","","$1,810,000","$0","$1,810,000","2015","20150619","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/two-more-banks-reach-resolutions-under-justice-departments-swiss-bank-program-1","",""
"Bank Zweiplus","","","","$1,089,000","$0","$1,089,000","2015","20150830","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/two-swiss-banks-reach-resolutions-under-justice-departments-swiss-bank-program","",""
"Banque Bonhote & Cie SA","","","","$624,000","$0","$624,000","2015","20151103","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-banque-bonh-te-cie-sa-reaches-resolution-under-swiss-bank","",""
"Banque Cantonal du Valais","","","","$2,311,000","$0","$2,311,000","2015","20151223","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-four-banks-reach-resolutions-under-swiss-bank-program-0","",""
"Banque Cantonale du Jura SA","","","","$970,000","$0","$970,000","2015","20150806","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/three-swiss-banks-reach-resolutions-under-justice-departments-swiss-bank-program-0","",""
"Banque Cantonale Neuchateloise","","","","$1,123,000","$0","$1,123,000","2015","20150716","financial offenses","tax violations","","Swiss Bank Program","federal","agency action","Justice Department Tax Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-announces-three-banks-reach-resolutions-under-swiss-bank-program","",""
