"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Renown Health, P.C.","","","","$75,000","$0","$75,000","2021","20210210","consumer-protection-related offenses","privacy violation","","","federal","agency action","Health & Human Services Department Office for Civil Rights","civil","","","","","","","","","","Nevada","","","","","","","","","","","","https://www.hhs.gov/about/news/2021/02/10/ocr-settles-fifteenth-investigation-hipaa-right-access-initiative.html","",""
"Sharp HealthCare","","","","$70,000","$0","$70,000","2021","20210212","consumer-protection-related offenses","privacy violation","","","federal","agency action","Health & Human Services Department Office for Civil Rights","civil","","","","","","","","","","California","","","","","","","","","","","","https://www.hhs.gov/about/news/2021/02/12/ocr-settles-sixteenth-investigation-in-hipaa-right-of-access-initiative.html","",""
"Great Lakes Surgical Associates","","","","$37,000","$0","$37,000","2021","20210304","consumer-protection-related offenses","discriminatory practices (non-employment)","","","federal","agency action","Health & Human Services Department Office for Civil Rights","civil","","","","","","","","","","Michigan","","","","","","","","","","","","https://www.hhs.gov/about/news/2021/03/04/hhs-ocr-and-the-us-attorneys-office-for-the-eastern-district-of-mi-enter-vra-with-mi-bariatric-practice.html","",""
"Medical Informatics Engineering, Inc.","","","","$100,000","$0","$100,000","2019","20190523","consumer-protection-related offenses","privacy violation","","Medical Informatics Engineering, Inc. paid $100,000 to the Office for Civil Rights agreed take corrective action to settle potential violations of the Health Insurance Portability and Accountability Act (HIPAA) Privacy and Security Rules stemming from a data breach involving the medical information of some 3.5 million people.","federal","agency action","Health & Human Services Department Office for Civil Rights","civil","","","","","","","","","","","","","","","","","","","","","","https://www.hhs.gov/about/news/2019/05/23/indiana-medical-records-service-pays-100000-to-settle-hipaa-breach.html","",""
"Touchstone Medical Imaging","","","","$3,000,000","$0","$3,000,000","2019","20190506","consumer-protection-related offenses","privacy violation","","Touchstone Medical Imaging agreed to pay $3,000,000 to the Office for Civil Rights and to adopt a corrective action plan to settle potential violations of the Health Insurance Portability and Accountability Act (HIPAA) Security and Breach Notification Rules following a data breach involving information relating to 300,000 patients.","federal","agency action","Health & Human Services Department Office for Civil Rights","civil","","","","","","","","","","","","","","","","","","","","","","https://www.hhs.gov/about/news/2019/05/06/tennessee-diagnostic-medical-imaging-services-company-pays-3000000-settle-breach.html","",""
"Cottage Health","","","","$3,000,000","$0","$3,000,000","2019","20190207","consumer-protection-related offenses","privacy violation","","health information data breach","federal","agency action","Health & Human Services Department Office for Civil Rights","civil","","","","","","","","","","","","","","","","","","","","","","https://www.hhs.gov/about/news/2019/02/07/ocr-concludes-all-time-record-year-for-hipaa-enforcement-with-3-million-cottage-health-settlement.html","",""
"Pagosa Springs Medical Center","","","","$111,400","$0","$111,400","2018","20181211","consumer-protection-related offenses","privacy violation","","health information data breach","federal","agency action","Health & Human Services Department Office for Civil Rights","civil","","","","","","","","","","Colorado","","","","","","","","","","","","https://www.hhs.gov/about/news/2018/12/11/colorado-hospital-failed-to-terminate-former-employees-access-to-electronic-protected-health-information.html","",""
"Advanced Care Hospitalists PL","","","","$500,000","$0","$500,000","2018","20181204","consumer-protection-related offenses","privacy violation","","health information data breach","federal","agency action","Health & Human Services Department Office for Civil Rights","civil","","","","","","","","","","Florida","","","","","","","","","","","","https://www.hhs.gov/about/news/2018/12/04/florida-contractor-physicians-group-shares-protected-health-information-unknown-vendor-without.html","",""
"Allergy Associates of Hartford, P.C.","","","","$125,000","$0","$125,000","2018","20181126","consumer-protection-related offenses","privacy violation","","health information data breach","federal","agency action","Health & Human Services Department Office for Civil Rights","civil","","","","","","","","","","","","","","","","","","","","","","https://www.hhs.gov/about/news/2018/11/26/allergy-practice-pays-125000-to-settle-doctors-disclosure-of-patient-information-to-a-reporter.html","",""
"Anthem, Inc.","Elevance Health","Elevance Health","Anthem changed its name to Elevance Health in 2022.","$16,000,000","$0","$16,000,000","2018","20181015","consumer-protection-related offenses","privacy violation","","Anthem, Inc. agreed to pay $16 million to the Office for Civil Rights and take substantial corrective action to settle potential violations of the Health Insurance Portability and Accountability Act (HIPAA) Privacy and Security Rules after a series of cyberattacks exposed the electronic protected health information of almost 79 million people.","federal","agency action","Health & Human Services Department Office for Civil Rights","civil","","","","","","","","","","","","","","","USA","Indiana","publicly traded","ELV","US0367521038","healthcare services","insurance; managed care","https://www.hhs.gov/about/news/2018/10/15/anthem-pays-ocr-16-million-record-hipaa-settlement-following-largest-health-data-breach-history.html","",""
