"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"ABO Petroleum Corporation","","","","$7,860","$0","$7,860","2001","20010326","government-contracting-related offenses","federal leasing royalty violation","","CP00-024","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA244.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Advantage Resources Inc.","","","","$24,384","$0","$24,384","2015","20150930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","Company failed to submit sales and royalty remittance reports for eight payments.","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://www.onrr.gov/compliance/PDFDocs/2015.pdf","",""
"Advantage Resources, Inc.","","","","$10,272","$0","$10,272","2016","20160930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","Company failed to submit sales and royalty remittance reports","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://www.onrr.gov/compliance/PDFDocs/2016.pdf","",""
"A.G. Andrikopoulos","","","","$76,168","$0","$76,168","2009","20090930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://www.onrr.gov/compliance/PDFDocs/2009.pdf","",""
"Altex, Incorporated","","","","$24,288","$0","$24,288","2010","20100930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","Company failed to report production for 1 federal property for 69 months.","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://www.onrr.gov/compliance/PDFDocs/2010.pdf","",""
"BC&D Oil and Gas, Inc.","","","","$100,000","$0","$100,000","2006","20060316","government-contracting-related offenses","federal leasing royalty violation","","CP04-037","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA248.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"BC&D Oil and Gas, Inc.","","","","$25,000","$0","$25,000","2006","20060331","government-contracting-related offenses","federal leasing royalty violation","","CP04-037","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA245.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"BC&D Oil and Gas, Inc.","","","","$25,000","$0","$25,000","2006","20060630","government-contracting-related offenses","federal leasing royalty violation","","CP04-037","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA246.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"BC&D Oil and Gas, Inc.","","","","$25,000","$0","$25,000","2006","20060929","government-contracting-related offenses","federal leasing royalty violation","","CP04-037","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA247.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"BC&D Oil and Gas Inc.","","","","$25,000","$0","$25,000","2007","20070930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://www.onrr.gov/compliance/PDFDocs/2007.pdf","",""
"Benson-Montin-Greer Drilling Corp.","","","","$27,120","$0","$27,120","2015","20150930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","Company failed to comply with an order to report and pay additional royalties on one Indian agreement","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://www.onrr.gov/compliance/PDFDocs/2015.pdf","",""
"Benson-Montin-Greer Drilling Corp.","","","","$16,000","$0","$16,000","2015","20150930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","Company failed to comply with an order to report and pay additional royalties on one Indian agreement","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://www.onrr.gov/compliance/PDFDocs/2015.pdf","",""
"Bill Barrett Corporation","Civitas Resources Inc.","Bill Barrett Corp.","In 2018 Bill Barrett merged with Fifth Creek Energy to form HighPoint Resources. In 2021 HighPoint merged with Bonanza Creek Energy. Later that year Bonanza Creek merged with Extraction Oil & Gas as well as Crestone Peak Resources to form Civitas Resources.","$57,052","$0","$57,052","2016","20160930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","Company failed to submit production reports on seven wells and twenty-seven leases or agreements over a three-year period.","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","USA","Colorado","publicly traded","CIVI","US17888H1032","oil and gas","oil & gas","https://www.onrr.gov/compliance/PDFDocs/2016.pdf","",""
"Bill Weems Oil, Inc.","","","","$8,426","$0","$8,426","2007","20070930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://www.onrr.gov/compliance/PDFDocs/2007.pdf","",""
"Bill Weems Oil, Inc.","","","","$17,159","$0","$17,159","2010","20100930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","Company failed to report production on 2 federal properties for 13 months.","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://www.onrr.gov/compliance/PDFDocs/2010.pdf","",""
"Bill Weems Oil, Inc.","","","","$12,166","$0","$12,166","2011","20110930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","Company failed to report production on 2 federal properties for 13 months.","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://www.onrr.gov/compliance/PDFDocs/2011.pdf","",""
"BP America","BP","BP","","$5,189,800","$0","$5,189,800","2012","20120930","government-contracting-related offenses","federal leasing royalty violation","data submission deficiencies","Company knowingly or willfully submitted at least 21 false, misleading, or inaccurate royalty reports during 2009.","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","https://www.onrr.gov/compliance/PDFDocs/2012.pdf","",""
"BP America","BP","BP","","$312,000","$0","$312,000","2005","20050804","government-contracting-related offenses","federal leasing royalty violation","","CP04-009","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","United Kingdom","","publicly traded","LSE: BP","GB0007980591","oil and gas","oil & gas","https://violationtracker.goodjobsfirst.org/archive/FOIA249.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Broadway Operating Company","","","","$15,165","$0","$15,165","2005","20050718","government-contracting-related offenses","federal leasing royalty violation","","CP04-026","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA250.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Cabot Oil & Gas Corp","Coterra Energy","Cabot Oil & Gas","Cabot Oil merged with Cimarex Energy in 2021 to form Coterra Energy","$5,000","$0","$5,000","2001","20010815","government-contracting-related offenses","federal leasing royalty violation","","CP00-026","federal","agency action","Interior Department Office of Natural Resources Revenue","civil","","","","","","","","","","","","","","","USA","Texas","publicly traded","CTRA","US1270971039","oil and gas","oil & gas","https://violationtracker.goodjobsfirst.org/archive/FOIA251.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
