"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"ABA Forwarding","","","","$15,000","$0","$15,000","2001","20010404","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20010411123018/http://fmc.gov/Pressreleases/NR01-05.htm","",""
"ABC Trucking and Logistics LLC","","","","$23,000","$0","$23,000","2014","20141010","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20141018231257/http://www.fmc.gov/NR14-13/","",""
"Abco International Freight (USA), Inc. dba Abco Logistics","","","","$40,000","$0","$40,000","2009","20090722","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20090822015416/http://www.fmc.gov/speeches/newsrelease.asp?SPEECH_ID=282","",""
"Ace Shipping Corp. and Young S. Kim d.b.a. Ace Young Company","","","","$23,000","$0","$23,000","2000","20000323","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20000817195430/http://www.fmc.gov/Pressreleases/00-06%20News%20Release.htm","",""
"Aces, Ltd. and Northeast Consolidators, Inc.","","","","$55,000","$0","$55,000","2005","20051005","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20051219202417/http://www.fmc.gov/speeches/newsrelease.asp?SPEECH_ID=211","",""
"Advance Ocean, Inc","","","","$25,000","$0","$25,000","2001","20011129","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20011204214903/http://fmc.gov/Pressreleases/01-12NewsRelease.htm","",""
"AE Eagle America Inc.","","","","$87,500","$0","$87,500","2011","20111017","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20120605210215/http://www.fmc.gov/compromise_agreements_recover_477500_in_penalties/","",""
"Air & Ocean Shipping, Inc. d/b/a Compass Marine","","","","$110,000","$0","$110,000","2007","20070910","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20071012203712/http://fmc.gov/speeches/newsrelease.asp?SPEECH_ID=235","",""
"Air Parcel Express, Inc","","","","$25,000","$0","$25,000","2005","20051005","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20051219202417/http://www.fmc.gov/speeches/newsrelease.asp?SPEECH_ID=211","",""
"Air Sea Transport Inc. et al","","","","$60,000","$0","$60,000","2002","20020502","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20021230120919/http://fmc.gov/Pressreleases/NR%2002-06%20May%202%202002%20press%20release.htm","",""
"Airmar Cargo Services, Inc","","","","$20,000","$0","$20,000","2003","20031125","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20031206091243/http://fmc.gov/Pressreleases/NR%2003-11_Compromise%20Agreements.htm","",""
"Alexim Trading Corporation","","","","$20,000","$0","$20,000","2000","20000314","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20000817195435/http://www.fmc.gov/Pressreleases/News%20Release%2000-05.htm","",""
"Allied Transport Systems (USA), Inc. and Centurion Logistics Services Limited","","","","$150,000","$0","$150,000","2011","20110314","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20150407181907/http://www.fmc.gov/compromise_agreements_with_297500_in_penalties_announced_by_fmc/?Archive=y&CategoryId=1&pg=12","",""
"Almar USA Corporation","","","","$20,000","$0","$20,000","2005","20050322","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20050328184052/http://www.fmc.gov/Pressreleases/NR%2005-04%20FMC%20Announces%20Compromise%20Agreements.htm","",""
"Alspac Miami Corporation and Alspac Transportes Internationales & Agenciamento, Ltda.","","","","$25,000","$0","$25,000","2003","20030709","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20030801184213/http://www.fmc.gov/Pressreleases/July%209%202003%20Settlement%20Agreementspress%20release.htm","",""
"AME Logistics LLC","","","","$20,000","$0","$20,000","2009","20090722","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20090822015416/http://www.fmc.gov/speeches/newsrelease.asp?SPEECH_ID=282","",""
"America First International, Inc.","","","","$25,000","$0","$25,000","2006","20061130","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20070105191316/http://www.fmc.gov/speeches/newsrelease.asp?SPEECH_ID=228","",""
"American Freight Line - Southeast, Inc","","","","$85,000","$0","$85,000","2012","20121114","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20190402235520/https://www.fmc.gov/NR_12-12/","",""
"American Global Logistics LLC","","","","$350,000","$0","$350,000","2016","20160512","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fmc.gov/fmc-collects-840000-in-penalty-payments/","",""
"Aromark Shipping LLC","","","","$32,500","$0","$32,500","2015","20151214","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fmc.gov/fmc-collects-334000-in-penalty-payments/","",""
"Asecomer International Corporation d.b.a. Interworld Freight Inc","","","","$20,000","$0","$20,000","2000","20000314","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20000817195435/http://www.fmc.gov/Pressreleases/News%20Release%2000-05.htm","",""
"Asia-North America Eastbound Rate Agreement","","","","$110,000","$0","$110,000","2000","20001130","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20010303050215/http://fmc.gov/Pressreleases/00-17nr.htm","",""
