"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"3DSP Corporation","","","","$36,000","$0","$36,000","2007","20071212","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","","","","","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=419&Itemid=","",""
"3-G Mermet Corporation","","","","$17,500","$0","$17,500","2004","20041018","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA242.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"3M Attenti, Ltd.","","","","$230,000","$0","$230,000","2012","20120214","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","","","","","http://efoia.bis.doc.gov/index.php/component/docman/doc_view/742-e2247?Itemid=","",""
"3M Imtec Corporation","3M Company","3M Company","","$125,000","$0","$125,000","2010","20100722","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","USA","Minnesota","publicly traded","MMM","US88579Y1010","miscellaneous manufacturing","diversified","http://efoia.bis.doc.gov/index.php/component/docman/doc_view/569-e2177?Itemid=","",""
"A&C International Trade Inc.","","","","$20,000","$0","$20,000","2000","20000724","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA174.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"AAG Makina","","","","$23,000","$0","$23,000","2015","20150320","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","","","","","http://efoia.bis.doc.gov/index.php/component/docman/doc_download/983-e2413?Itemid=","",""
"ABO (USA) Inc.","","","","$20,000","$0","$20,000","2003","20031113","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","","","","","https://violationtracker.goodjobsfirst.org/archive/FOIA82.pdf","","Source document obtained through a Freedom of Information Act request to the agency."
"Access USA Shipping, LLC","","","","$27,000,000","$0","$27,000,000","2017","20170314","competition-related offenses","export control violation","","The Bureau of Industry and Security reached a $27 million civil settlement with Access USA Shipping, LLC of Sarasota, Florida, to settle allegations that it committed violations of the Export Administration Regulations (EAR). ","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","Sarasota","Florida","","","","","","","","","","","","https://www.bis.doc.gov/index.php/about-bis/newsroom/1250-florida-firm-fined-27-million-for-export-violations","",""
"Ace Systems Inc.","","","","$36,000","$0","$36,000","2007","20070815","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","","","","","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=388&Itemid=","",""
"Advanced Micro Devices","Advanced Micro Devices","Advanced Micro Devices","","$11,000","$0","$11,000","2008","20080811","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","USA","California","publicly traded","AMD","US0079031078","electrical and electronic equipment","semiconductors","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=452&Itemid=","",""
"Advanced Orientation Systems, Inc.","","","","$31,500","$0","$31,500","2008","20080710","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","","","","","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=447&Itemid=","",""
"Aeronet Inc.","","","","$27,000","$0","$27,000","2013","20131009","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","","","","","http://efoia.bis.doc.gov/index.php/component/docman/doc_download/895-e2350?Itemid=","",""
