"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"Babcock & Wilcox Technical Services Y-12, LLC","Babcock & Wilcox","McDermott International","B&W spun off from McDermott in 2010","$412,500","$0","$412,500","2015","20150527","safety-related offenses","nuclear safety violation","","On May 27, 2015, the National Nuclear Security Administration issued a Preliminary Notice of Violation (WEA-2015-03) to Babcock & Wilcox Technical Services Y-12, LLC, the former operating contractor for the Y-12 National Security Complex, for violations of Department of Energy worker safety and health program requirements relating to events involving worker exposure to lithium hydride and an unintentional firearm discharge.","federal","agency action","Energy Department Office of Enforcement","civil","","","","","","","","","","","","","","","USA","North Carolina","publicly traded","BW","US05614L2097","industrial equipment","industrial equipment","http://energy.gov/sites/prod/files/2015/06/f22/Preliminary%20Notice%20of%20Violation%2C%20Babcock%20%26%20Wilcox%20Technical%20Services%20Y-12%2C%20LLC.pdf","",""
"Battelle Energy Alliance","Battelle","Battelle","","$600,000","$0","$600,000","2012","20121004","safety-related offenses","nuclear safety violation","","On October 4, 2012, the U.S. Department of Energy (DOE) Office of Health, Safety and Security's Office of Enforcement and Oversight issued a Preliminary Notice of Violation to Battelle Energy Alliance, LLC for violations of 10 C.F.R. Parts 830 and 835 associated with an August 30, 2011, elevated radiation extremity dose at the Hot Fuel Examination Facility, and a November 8, 2011, plutonium contamination event at the Zero Power Physics Reactor Facility at DOE's Idaho National Laboratory.","federal","agency action","Energy Department Office of Enforcement","civil","","","","","","","","","","","","","","","USA","Ohio","non-profit","","","miscellaneous services","research services","http://energy.gov/sites/prod/files/hss/Enforcement%20and%20Oversight/Enforcement/docs/eas/BEA_PNOV_NEA-2012-01.pdf","",""
"Battelle Energy Alliance","Battelle","Battelle","","$250,000","$0","$250,000","2012","20120113","safety-related offenses","nuclear safety violation","","On January 13, 2012, the U.S. Department of Energy (DOE) Office of Health, Safety and Security's Office of Enforcement and Oversight issued a Consent Order to Battelle Energy Alliance at the Idaho National Laboratory related to issues associated with the inadvertent draining of cooling water from the reactor vessel at the Advanced Test Reactor that occurred during a maintenance outage on June 1, 2011. The contractor agreed to the Consent Order.","federal","agency action","Energy Department Office of Enforcement","civil","","","","","","","","","","","","","","","USA","Ohio","non-profit","","","miscellaneous services","research services","http://energy.gov/sites/prod/files/hss/Enforcement%20and%20Oversight/Enforcement/docs/consentorders/BEA_Signed_Consent_Order_%28NCO-2012-01%29.pdf","",""
"Battelle Energy Alliance, LLC","Battelle","Battelle","","$425,000","$0","$425,000","2011","20110418","safety-related offenses","nuclear safety violation","","On April 18, 2011, the U.S. Department of Energy's (DOE) Office of Enforcement issued a Final Notice of Violation (SEA-2011-01) to Battelle Energy Alliance, LLC in accordance with 10 C.F.R. 824 for violations of DOE Manual 205.1-5 and the DOE Manual 470.4 series of directives related to classified information being introduced into unapproved information systems at DOE's Idaho National Laboratory.","federal","agency action","Energy Department Office of Enforcement","civil","","","","","","","","","","","","","","","USA","Ohio","non-profit","","","miscellaneous services","research services","http://energy.gov/sites/prod/files/hss/HS-40/Enforcement/docs/eas/FNOV_SEA_2011_01.pdf","",""
"Battelle Energy Alliance, LLC","Battelle","Battelle","","$337,500","$0","$337,500","2014","20140620","safety-related offenses","nuclear safety violation","","On June 20, 2014, the U.S. Department of Energy Office of Independent Enterprise Assessments, Office of Enforcement issued a Preliminary Notice of Violation (WEA-2014-01) to Battelle Energy Alliance, LLC (BEA), for the sparger unit testing event that resulted in a BEA researcher sustaining second- and third-degree burns at the Idaho National Laboratory Engineering Demonstration Facility.","federal","agency action","Energy Department Office of Enforcement","civil","","","","","","","","","","","","","","","USA","Ohio","non-profit","","","miscellaneous services","research services","http://energy.gov/sites/prod/files/2014/06/f16/PNOV%20%28WEA-2014-01%29%20Battelle%20Energy%20Alliance%2C%20LLC.pdf","",""
"Battelle Energy Alliance, LLC","Battelle","Battelle","","$85,000","$0","$85,000","2011","20110107","safety-related offenses","nuclear safety violation","","On January 7, 2011, the Department of Energy (DOE) Office of Health, Safety and Security's Office of Enforcement issued a Consent Order to Battelle Energy Alliance, LLC associated with an unplanned extremity exposure from an exposed cesium-137 radiation generating device source at the Idaho National Laboratory Health Physics Instrumentation Laboratory. The contractor agreed to the Consent Order.","federal","agency action","Energy Department Office of Enforcement","civil","","","","","","","","","","","","","","","USA","Ohio","non-profit","","","miscellaneous services","research services","http://energy.gov/sites/prod/files/hss/HS-40/Enforcement/docs/consentorders/NCO-2010-04_BEA_Consent_Order.pdf","",""
"Battelle Energy Alliance, LLC","Battelle","Battelle","","$60,000","$0","$60,000","2016","20160427","safety-related offenses","nuclear safety violation","","On April 27, 2016, the U.S. Department of Energy's Office of Enforcement issued a Consent Order (WCO-2016-01) to Battelle Energy Alliance, LLC, the managing and operating contractor at DOE's Idaho National Laboratory, relating to an arc flash event that occurred during preventive maintenance on a vacuum breaker at the laboratory.","federal","agency action","Energy Department Office of Enforcement","civil","","","","","","","","","","","","","","","USA","Ohio","non-profit","","","miscellaneous services","research services","http://energy.gov/ea/downloads/consent-order-battelle-energy-alliance-llc","",""
"Battelle Energy Alliance, LLC","Battelle","Battelle","","$60,000","$0","$60,000","2014","20141121","safety-related offenses","nuclear safety violation","","On November 21, 2014, the U.S. Department of Energy's (DOE) Office of Enforcement issued a Consent Order (NCO-2014-02) to Battelle Energy Alliance, LLC, for deficiencies related to three reactor core misload events that occurred at the Advanced Test Reactor at DOE's Idaho National Laboratory. The contractor agreed to the Consent Order.","federal","agency action","Energy Department Office of Enforcement","civil","","","","","","","","","","","","","","","USA","Ohio","non-profit","","","miscellaneous services","research services","http://energy.gov/sites/prod/files/2014/12/f19/BEA%20Consent%20Order%20%28NCO-2014-02%29.pdf","",""
"Battelle Memorial Institute","Battelle","Battelle","","$200,000","$0","$200,000","2014","20141024","safety-related offenses","nuclear safety violation","","On October 24, 2014, the U.S. Department of Energy's (DOE) Office of Enforcement issued a Consent Order (WCO-2014-01) to Battelle Memorial Institute for deficiencies associated with implementation of the Chronic Beryllium Disease Prevention Program at DOE's Pacific Northwest National Laboratory. The contractor agreed to the Consent Order.","federal","agency action","Energy Department Office of Enforcement","civil","","","","","","","","","","","","","","","USA","Ohio","non-profit","","","miscellaneous services","research services","http://energy.gov/sites/prod/files/2014/11/f19/Battelle%20Consent%20Order%20%28WCO-2014-01%29%2010-31-14.pdf","",""
"Bechtel National, Inc.","Bechtel","Bechtel","","$800,000","$0","$800,000","2015","20150601","safety-related offenses","nuclear safety violation","","On June 1, 2015, the U.S. Department of Energy's (DOE) Office of Enforcement issued a Consent Order (NCO-2015-02) to Bechtel National, Inc., the management and operating contractor for DOE's Waste Treatment and Immobilization Plant (WTP), for deficiencies in nuclear safety associated with misalignment between design documents and facility authorization bases; welds in vessels fabricated for and accepted at the plant; and implementation of WTP quality assurance and corrective action management programs. The contractor agreed to the Consent Order.","federal","agency action","Energy Department Office of Enforcement","civil","","","","","","","","","","","","","","","USA","California","privately held","","","construction and engineering","construction & engineering","http://energy.gov/sites/prod/files/2015/06/f23/BNI%20Signed%20Consent%20Order%20%28NCO-2015-02%29.pdf","",""
