"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"A360 Media, LLC f/k/a American Media, Inc.","","","","$187,500","$0","$187,500","2021","20210601","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","http://cdn.cnn.com/cnn/2021/images/06/02/mur-7324-closing-packet-to-complainant-common-cause.pdf","",""
"Alpha Marine Services Holdings LLC","","","","$17,000","$0","$17,000","2020","20200722","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/data/legal/matter-under-review/7568/","",""
"Ring Power Corporation","","","","$9,500","$0","$9,500","2019","20190619","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/data/legal/matter-under-review/7451/","",""
"Cancer Treatment Centers of America Global Inc. et al.","","","","$288,000","$0","$288,000","2017","20170801","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/files/legal/murs/7248/17044423830.pdf","",""
"Bell Nursery USA, LLC","","","","$6,700","$0","$6,700","2017","20170911","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/data/legal/matter-under-review/7247/","",""
"Mepco Holdings, LLC and Mepco, LLC","","","","$54,000","$0","$54,000","2019","20190606","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/data/legal/matter-under-review/7221/","",""
"Suffolk Construction Company Inc.","Suffolk Construction","Suffolk Construction","","$34,000","$0","$34,000","2017","20170925","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","USA","Massachusetts","privately held","","","construction and engineering","construction","https://www.fec.gov/data/legal/matter-under-review/7099/","",""
"Itinere Infrastruture, LLC","","","","$10,000","$0","$10,000","2009","20090706","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/data/legal/matter-under-review/6203/","",""
"Transurban Group and Transurban (USA) Inc.","","","","$33,000","$0","$33,000","2009","20090109","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/data/legal/matter-under-review/6093/","",""
"Worth & Company, Inc.","","","","$6,000","$0","$6,000","2009","20090615","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/data/legal/matter-under-review/6034/","",""
"Morton Grove Pharmaceuticals, Inc.","Wockhardt Limited","Morton Grove Pharmaceuticals","Wockhardt bought Morton Grove later in 2007","$9,000","$0","$9,000","2007","20070829","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","India","","publicly traded","","INE049B01025","pharmaceuticals","pharmaceuticals","https://www.fec.gov/data/legal/matter-under-review/5784/","",""
"Crop Production Services, Inc.","Nutrien Ltd.","Agrium","Nutrien was formed through the merger of Agrium and PotashCorp in 2018","$17,000","$0","$17,000","2007","20070228","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","Canada","","publicly traded","","CA67077M1086","chemicals","fertilizers","https://www.fec.gov/data/legal/matter-under-review/5765/","",""
"GSP Consulting Corporation","","","","$26,000","$0","$26,000","2009","20090402","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/data/legal/matter-under-review/5749/","",""
"MZM, Inc.","","","","$1,000,000","$0","$1,000,000","2007","20071031","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/data/legal/matter-under-review/5666/","",""
"Highmark, Inc.","Highmark Inc.","Highmark Inc.","","$54,078","$0","$54,078","2005","20051205","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","USA","Pennsylvania","non-profit","","","financial services","insurance","https://www.fec.gov/data/legal/matter-under-review/5645/","",""
"Carter's Inc","Carter's Inc.","Carter's Inc.","","$8,000","$0","$8,000","2005","20050314","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","USA","Georgia","publicly traded","CRI","US1462291097","apparel","apparel","https://www.fec.gov/data/legal/matter-under-review/5643/","",""
"Amec Construction Management, Inc.","","","","$85,000","$0","$85,000","2005","20051014","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/data/legal/matter-under-review/5628/","",""
"Westar Energy, Inc.","Evergy Inc.","Westar Energy","Great Plains Energy and Westar Energy merged to form Evergy in 2018; Westar Energy became Evergy Kansas Central, Inc.","$20,000","$0","$20,000","2005","20050512","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","USA","Missouri","publicly traded","EVRG","US30034W1062","utilities and power generation","utilities","https://www.fec.gov/data/legal/matter-under-review/5573/","",""
"LifeCare Management Services, LLC","","","","$50,000","$0","$50,000","2005","20050607","miscellaneous offenses","campaign finance violation","","","federal","agency action","Federal Election Commission","civil","","","","","","","","","","","","","","","","","","","","","","https://www.fec.gov/data/legal/matter-under-review/5398/","",""
