"Company","Current Parent Company","Parent at the Time of the Penalty Announcement","Recap of Ownership Changes","Penalty Amount","Subtraction From Penalty Amount to Avoid Double Counting","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Original System ID","Facility Name","Facility Address","Facility City","Facility State","Facility Zip","Facility County","NAICS Code","NAICS Translation","Current Parent HQ Country","Current Parent HQ State","Current Parent Ownership Structure","Current Parent Stock Ticker","Current Parent ISIN","Current Parent Major Industry","Current Parent Specific Industry","Info Source","PACER Link","Notes"
"1st Alliance Lending, LLC","","","","$83,000","$0","$83,000","2014","20140224","consumer-protection-related offenses","consumer protection violation","mortgage abuses","The Consumer Financial Protection Bureau ordered a Connecticut mortgage lender, 1st Alliance Lending LLC, to pay an $83,000 civil money penalty for violating federal law by illegally splitting real estate settlement fees. First Alliance self-reported these violations to the Bureau, admitted liability, and provided information related to the conduct of other actors that has facilitated other enforcement investigations.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","","","","","","","","http://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-mortgage-lender-for-illegal-payments/","",""
"ACE Cash Express","ACE Cash Express","ACE Cash Express","","$15,000,000","$0","$15,000,000","2014","20140710","consumer-protection-related offenses","consumer protection violation","payday lending violation","The Consumer Financial Protection Bureau took enforcement action against ACE Cash Express, one of the largest payday lenders in the United States, for pushing payday borrowers into a cycle of debt. The CFPB found that ACE used illegal debt collection tactics including harassment and false threats of lawsuits or criminal prosecution to pressure overdue borrowers into taking out additional loans they could not afford. ACE was required to provide $5 million in refunds and pay a $5 million penalty.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","USA","Texas","privately held","","","financial services","payday loans","http://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-ace-cash-express-for-pushing-payday-borrowers-into-cycle-of-debt/","",""
"Aegean Financial","","","","$65,000","$0","$65,000","2016","20161207","consumer-protection-related offenses","consumer protection violation","","","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","","","","","","","","http://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-reverse-mortgage-companies-deceptive-advertising/","",""
"Affinion Group Holdings, Inc.","JPMorgan Chase","Affinion","Affinion, which changed its name to CXLoyalty, was acquired by JPMorgan Chase in 2021","$8,700,000","$0","$8,700,000","2015","20150701","consumer-protection-related offenses","consumer protection violation","credit card violation","The Consumer Financial Protection Bureau took action against two credit card add-on product vendors, Affinion Group Holdings, Inc., Affinion's affiliated companies, and Intersections Inc. for unfairly charging consumers for credit card add-on benefits they did not receive. Under the proposed consent orders, Affinion would pay approximately $6.8 million in monetary relief for eligible consumers who have not yet received refunds and $1.9 million in civil money penalties, while Intersections would pay approximately $55,000 in monetary relief to eligible consumers who have not yet received refunds and $1.2 million in civil money penalties.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","NYSE: JPM","US46625H1005","financial services","banking & securities","http://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-companies-for-unfair-billing-of-credit-card-add-on-products-and-services/","",""
"Ally Financial Inc. and Ally Bank","Ally Financial","Ally Financial","In 2010 GMAC changed its name to Ally Financial","$98,000,000","$0","$98,000,000","2013","20131220","consumer-protection-related offenses","consumer protection violation","discriminatory practices (non-employment)","The Consumer Financial Protection Bureau and Department of Justice ordered Ally Financial Inc. and Ally Bank to pay $80 million in damages to harmed African-American, Hispanic, and Asian and Pacific Islander borrowers and $18 million in penalties. The CFPB and DOJ determined that more than 235,000 minority borrowers paid higher interest rates for their auto loans between April 2011 and December 2013 because of Ally's discriminatory pricing system.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","USA","Michigan","publicly traded","ALLY","US02005N1000","financial services","financial services","http://www.consumerfinance.gov/about-us/newsroom/cfpb-and-doj-order-ally-to-pay-80-million-to-consumers-harmed-by-discriminatory-auto-loan-pricing/","",""
"American Advisors Group","","","","$400,000","$0","$400,000","2016","20161207","consumer-protection-related offenses","consumer protection violation","","","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","","","","","","","","http://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-reverse-mortgage-companies-deceptive-advertising/","",""
"American Debt Settlement Solutions, Inc.","","","","$15,000","$0","$15,000","2013","20130530","consumer-protection-related offenses","consumer protection violation","","The Consumer Financial Protection Bureau filed a complaint in a federal district court alleging that a Florida debt-relief company misled consumers across the country and charged illegal fees for their services. The Bureau planned to submit a proposed consent order that, if approved by the court, would halt the company's operation, prevent the company and owner from providing debt-relief services in the future, and impose a $15,000 civil penalty fine.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","","","","","","","","http://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-to-stop-florida-company-from-engaging-in-illegal-debt-relief-practices/","",""
"American Express","American Express","American Express","","$99,100,000","$0","$99,100,000","2012","20121001","consumer-protection-related offenses","consumer protection violation","credit card violation","The Consumer Financial Protection Bureau announced an enforcement action with orders requiring three American Express subsidiaries to refund an estimated $85 million to approximately 250,000 customers for illegal card practices. This action is the result of a multi-part federal investigation which found that at every stage of the consumer experience, from marketing to enrollment to payment to debt collection, American Express violated consumer protection laws. American Express was also required to pay a penalty of $14.1 million to the CFPB.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AXP","US0258161092","financial services","financial services","http://www.consumerfinance.gov/about-us/newsroom/cfpb-orders-american-express-to-pay-85-million-refund-to-consumers-harmed-by-illegal-credit-card-practices/","",""
"American Express","American Express","American Express","","$69,100,000","$0","$69,100,000","2013","20131223","consumer-protection-related offenses","consumer protection violation","credit card violation","The Consumer Financial Protection Bureau ordered American Express to refund an estimated $59.5 million to more than 335,000 consumers for allegedly illegal credit card practices. These practices were said to include unfair billing tactics and deceptive marketing with respect to credit card ""add-on products"" such as payment protection and credit monitoring. American Express was required to pay an additional $9.6 million in civil penalties to the CFPB.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","USA","New York","publicly traded","AXP","US0258161092","financial services","financial services","http://www.consumerfinance.gov/about-us/newsroom/cfpb-orders-american-express-to-pay-59-5-million-for-illegal-credit-card-practices/","",""
"American Honda Finance Corporation","Honda","Honda","","$24,000,000","$0","$24,000,000","2015","20150714","consumer-protection-related offenses","consumer protection violation","discriminatory practices (non-employment)","The Consumer Financial Protection Bureau and Department of Justice resolved an action with American Honda Finance Corporation that will put new measures in place to address discretionary auto loan pricing and compensation practices. Honda's past practices resulted in thousands of African-American, Hispanic, and Asian and Pacific Islander borrowers paying higher interest rates than white borrowers for their auto loans, without regard to their creditworthiness. As part of the order, Honda will change its pricing and compensation system to substantially reduce dealer discretion and minimize the risks of discrimination, and will pay $24 million in restitution to affected borrowers.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","Japan","","publicly traded","HMC","JP3854600008","motor vehicles","motor vehicles","http://www.consumerfinance.gov/about-us/newsroom/cfpb-and-doj-reach-resolution-with-honda-to-address-discriminatory-auto-loan-pricing/","",""
"American Preferred Lending","","","","$85,000","$0","$85,000","2015","20150212","consumer-protection-related offenses","consumer protection violation","mortgage abuses","The Consumer Financial Protection Bureau took action against three mortgage companies for misleading consumers with advertisements implying U.S. government approval of their products.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","","","","","","","","http://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-mortgage-companies-for-misrepresenting-u-s-government-affiliation/","",""
"Amerisave Mortgage Corporation and Novo Appraisal Management Company","AmeriSave Mortgage","AmeriSave Mortgage","","$19,300,000","$0","$19,300,000","2014","20140812","consumer-protection-related offenses","consumer protection violation","mortgage abuses","The Consumer Financial Protection Bureau took action against Amerisave Mortgage Corporation, its affiliate, Novo Appraisal Management Company, and the owner of both companies, Patrick Markert, for engaging in a what the agency called a deceptive bait-and-switch mortgage-lending scheme that harmed tens of thousands of consumers. The Bureau found that Amerisave lured consumers by advertising misleading interest rates, locked them in with costly up-front fees, failed to honor its advertised rates, and then overcharged them for affiliated ""third-party"" services. Amerisave and Novo were required to provide $14.8 million in refunds to harmed consumers and pay a $4.5 million penalty.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","USA","Georgia","privately held","","","financial services","mortgage lending","http://www.consumerfinance.gov/about-us/newsroom/cfpb-orders-amerisave-to-pay-19-3-million-for-bait-and-switch-mortgage-scheme/","",""
